filename,final_path,doc_type,doc_type_semantic,publish_year,reported_hunt_year_inferred,model_target_year,target_year_rule,year_mismatch_flag,needs_relocation,recommended_year_folder,recommended_path
3D2221CC__2020-central-mtns-nebo.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\3D2221CC__2020-central-mtns-nebo.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\3D2221CC__2020-central-mtns-nebo.pdf
4275246d__Antlerless big game.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\4275246d__Antlerless big game.pdf,harvest_report,harvest_report,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\4275246d__Antlerless big game.pdf
4C032162__2020-harvest-data.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\4C032162__2020-harvest-data.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\4C032162__2020-harvest-data.pdf
71A9E811__2020-north-slope-red-canyon.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\71A9E811__2020-north-slope-red-canyon.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\71A9E811__2020-north-slope-red-canyon.pdf
847a57a8__mixed_2020-21.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\847a57a8__mixed_2020-21.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\847a57a8__mixed_2020-21.pdf
8D421406__2020_gs_buck_deer_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\8D421406__2020_gs_buck_deer_hr.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\8D421406__2020_gs_buck_deer_hr.pdf
8EA9424D__2020-la-sal-potash.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\8EA9424D__2020-la-sal-potash.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\8EA9424D__2020-la-sal-potash.pdf
97AF213E__2020-north-slope-goslin-mtn.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\97AF213E__2020-north-slope-goslin-mtn.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\97AF213E__2020-north-slope-goslin-mtn.pdf
a34306f2__bear_2020.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\a34306f2__bear_2020.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\a34306f2__bear_2020.pdf
a7d1d7ba__cougar_2020.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\a7d1d7ba__cougar_2020.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\a7d1d7ba__cougar_2020.pdf
ABA2F9C3__2020-san-juan-north.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\ABA2F9C3__2020-san-juan-north.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\ABA2F9C3__2020-san-juan-north.pdf
AD0B9A6E__2020-kaiparowits-escalante.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\AD0B9A6E__2020-kaiparowits-escalante.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\AD0B9A6E__2020-kaiparowits-escalante.pdf
AEF83DEF__2020-wasatch-mtns-west.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\AEF83DEF__2020-wasatch-mtns-west.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\AEF83DEF__2020-wasatch-mtns-west.pdf
bd5fef65__2020.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\bd5fef65__2020.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\bd5fef65__2020.pdf
C939DB7B__2020-north-slope-bare-top.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\C939DB7B__2020-north-slope-bare-top.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\C939DB7B__2020-north-slope-bare-top.pdf
D4C661D9__2020-san-juan-south.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\D4C661D9__2020-san-juan-south.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\D4C661D9__2020-san-juan-south.pdf
DED44DA9__2020-san-juan-river.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\DED44DA9__2020-san-juan-river.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\DED44DA9__2020-san-juan-river.pdf
dff7fc92__cougar_Drawing odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\dff7fc92__cougar_Drawing odds.pdf,draw_odds,draw_results,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\dff7fc92__cougar_Drawing odds.pdf
e38eeb18__General-season buck deer.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\e38eeb18__General-season buck deer.pdf,harvest_report,harvest_report,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\e38eeb18__General-season buck deer.pdf
EC6B4470__2020-san-juan-lockhart.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\EC6B4470__2020-san-juan-lockhart.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\EC6B4470__2020-san-juan-lockhart.pdf
F30B053D__2020-north-slope-sheep-creek.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\F30B053D__2020-north-slope-sheep-creek.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\F30B053D__2020-north-slope-sheep-creek.pdf
20-21_sportsman_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20-21_sportsman_odds.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20-21_sportsman_odds.pdf
20_antlerless_drawing_odds_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_antlerless_drawing_odds_report.pdf,draw_odds,draw_results,2021,2020,2021,draw_or_harvest_reported_year_plus_one,yes,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_antlerless_drawing_odds_report.pdf
20_bg-odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_bg-odds.pdf,draw_odds,draw_results,2021,2020,2021,draw_or_harvest_reported_year_plus_one,yes,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_bg-odds.pdf
20_deer_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_deer_odds.pdf,draw_odds,draw_results,2021,2020,2021,draw_or_harvest_reported_year_plus_one,yes,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_deer_odds.pdf
20_dh_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_dh_odds.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_dh_odds.pdf
20_drawing_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_drawing_odds.pdf,draw_odds,draw_results,2021,2020,2021,draw_or_harvest_reported_year_plus_one,yes,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_drawing_odds.pdf
20_lifetime_deer.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_lifetime_deer.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_lifetime_deer.pdf
20_youth_antlerless_drawing_odds_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_youth_antlerless_drawing_odds_report.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_youth_antlerless_drawing_odds_report.pdf
20_youth_bull_elk.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_youth_bull_elk.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_youth_bull_elk.pdf
20_youth_deer.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_youth_deer.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_youth_deer.pdf
20_youth_dh_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_youth_dh_odds.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\20_youth_dh_odds.pdf
2a192910__Lifetime general-season deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2a192910__Lifetime general-season deer draw results.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2a192910__Lifetime general-season deer draw results.pdf
3b691218__Youth Dedicated Hunter deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\3b691218__Youth Dedicated Hunter deer draw results.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\3b691218__Youth Dedicated Hunter deer draw results.pdf
3deb930b__turkey_2021_youth_turkey_draw_results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\3deb930b__turkey_2021_youth_turkey_draw_results.pdf,draw_odds,draw_results,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\3deb930b__turkey_2021_youth_turkey_draw_results.pdf
615cbcd5__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\615cbcd5__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\615cbcd5__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf
85bae871__Dedicated Hunter deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\85bae871__Dedicated Hunter deer draw results.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\85bae871__Dedicated Hunter deer draw results.pdf
897696d1__Youth antlerless big game draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\897696d1__Youth antlerless big game draw results.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\897696d1__Youth antlerless big game draw results.pdf
98e761bc__Youth general-season deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\98e761bc__Youth general-season deer draw results.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\98e761bc__Youth general-season deer draw results.pdf
9a7a35aa__Youth draw-only elk bonus point draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\9a7a35aa__Youth draw-only elk bonus point draw results.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\9a7a35aa__Youth draw-only elk bonus point draw results.pdf
b4710a7f__black_bear_21_drawing_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\b4710a7f__black_bear_21_drawing_odds.pdf,draw_odds,draw_results,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\b4710a7f__black_bear_21_drawing_odds.pdf
baa2fb5d__turkey_2021_turkey_bonus_points_draw_results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\baa2fb5d__turkey_2021_turkey_bonus_points_draw_results.pdf,draw_odds,draw_results,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\baa2fb5d__turkey_2021_turkey_bonus_points_draw_results.pdf
c4618029__General-season buck deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\c4618029__General-season buck deer draw results.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\c4618029__General-season buck deer draw results.pdf
ea19f723__Antlerless big game draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\ea19f723__Antlerless big game draw results.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\ea19f723__Antlerless big game draw results.pdf
ffa5e57f__Sportsman draw odds report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\ffa5e57f__Sportsman draw odds report.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\ffa5e57f__Sportsman draw odds report.pdf
03E16E00__2021-north-slope-red-canyon.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\03E16E00__2021-north-slope-red-canyon.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\03E16E00__2021-north-slope-red-canyon.pdf
043E31A3__2021-north-slope-bare-top.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\043E31A3__2021-north-slope-bare-top.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\043E31A3__2021-north-slope-bare-top.pdf
1AAF42C7__2021-san-rafael-north.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\1AAF42C7__2021-san-rafael-north.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\1AAF42C7__2021-san-rafael-north.pdf
20_bg_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\20_bg_report.pdf,harvest_report,harvest_report,2021,2020,2021,draw_or_harvest_reported_year_plus_one,yes,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\20_bg_report.pdf
20_black_bear_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\20_black_bear_report.pdf,harvest_report,harvest_report,2021,2020,2021,draw_or_harvest_reported_year_plus_one,yes,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\20_black_bear_report.pdf
21_black_bear_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\21_black_bear_report.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\21_black_bear_report.pdf
22_bg_harvest_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\22_bg_harvest_report.pdf,harvest_report,harvest_report,2021,2022,2023,draw_or_harvest_reported_year_plus_one,yes,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\22_bg_harvest_report.pdf
22_black_bear_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\22_black_bear_report.pdf,harvest_report,harvest_report,2021,2022,2023,draw_or_harvest_reported_year_plus_one,yes,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\22_black_bear_report.pdf
2795C467__2021_gs_buck_deer_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\2795C467__2021_gs_buck_deer_hr.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\2795C467__2021_gs_buck_deer_hr.pdf
5a118f11__General-season buck deer.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\5a118f11__General-season buck deer.pdf,harvest_report,harvest_report,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\5a118f11__General-season buck deer.pdf
5a24be8c__Limited-entry and once-in-a-lifetime species.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\5a24be8c__Limited-entry and once-in-a-lifetime species.pdf,harvest_report,harvest_report,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\5a24be8c__Limited-entry and once-in-a-lifetime species.pdf
62474ddf__bear_2021.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\62474ddf__bear_2021.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\62474ddf__bear_2021.pdf
670BA679__2021-north-slope-sheep-creek.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\670BA679__2021-north-slope-sheep-creek.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\670BA679__2021-north-slope-sheep-creek.pdf
6ACC2AEA__2021_le_oial_all.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\6ACC2AEA__2021_le_oial_all.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\6ACC2AEA__2021_le_oial_all.pdf
77105EC4__2021-box-elder-newfoundland-mtn.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\77105EC4__2021-box-elder-newfoundland-mtn.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\77105EC4__2021-box-elder-newfoundland-mtn.pdf
7AA56ADB__2021-north-slope-goslin-mtn.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\7AA56ADB__2021-north-slope-goslin-mtn.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\7AA56ADB__2021-north-slope-goslin-mtn.pdf
