"source","restored_to","doc_type","publish_year","model_year"
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\near_size_name\9A866B39__2026-03-06-2025-preliminary-bg-harvest.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\harvest_report\9A866B39__2026-03-06-2025-preliminary-bg-harvest.pdf","harvest_report","2026","2026"
