"type","kept_path","moved_from","moved_to","size_bytes","hash"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\5DAFBD36__southsanjuan_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\F87F4503__southsanjuan_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\F87F4503__southsanjuan_bighorn_2014.pdf","7413","A618D577EBD90359A289F0117E220D7D475BEFB8"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\7AA56ADB__2021-north-slope-goslin-mtn.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\691F689D__2021-north-slope-goslin-mtn.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\691F689D__2021-north-slope-goslin-mtn.pdf","58064","82DD2E87EC90645B48346F0FA29D97062198D7C3"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\0B112A6A__2020_antlerless_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\674F113A__2020_antlerless_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\674F113A__2020_antlerless_hr.pdf","171841","91318A71742BF9F3597659AC08E65F0A10CA089D"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\C939DB7B__2020-north-slope-bare-top.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\03250006__2020-north-slope-bare-top.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\03250006__2020-north-slope-bare-top.pdf","68338","2B7B23FDD38DB3D0A22F85756367DC6B4D552252"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other_hunt\4EC98C41__2024_gs_buck_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other_hunt\3A22CCF7__2024_gs_buck_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\3A22CCF7__2024_gs_buck_deer_hr.pdf","134087","14C5496DF1C67CAD247D478E372E4950F98A35C6"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other_hunt\4EC98C41__2024_gs_buck_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\harvest_report\2024_gs_buck_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\2024_gs_buck_deer_hr.pdf","134087","14C5496DF1C67CAD247D478E372E4950F98A35C6"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\04F508BD__2013_all_species_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\2DF9DC45__2013_all_species_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\2DF9DC45__2013_all_species_hr.pdf","123547","618454149961F5E70BEB728A562A84D039ED7C29"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\AD0B9A6E__2020-kaiparowits-escalante.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\A2D7DC7C__2020-kaiparowits-escalante.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\A2D7DC7C__2020-kaiparowits-escalante.pdf","78115","9D2C1B09DCA062C6F1F5F4C5C382DD18FFFC893C"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\569943FB__2023-kaiparowits-escalante.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\6F74FA2F__2023-kaiparowits-escalante.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\6F74FA2F__2023-kaiparowits-escalante.pdf","43895","722A68570FE504F3D9CB63571D6ACADC02932722"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\71A9E811__2020-north-slope-red-canyon.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\B55FC8BB__2020-north-slope-red-canyon.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\B55FC8BB__2020-north-slope-red-canyon.pdf","66806","6F923DFF6EF1F968AE1E916028AAA45E0C927275"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other_hunt\DD048D1D__EB3038 Early rifle Elk Manti 2024 Print.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\8313C131__EB3038 Early rifle Elk Manti 2024 Print (2026_02_06 06_23_41 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\8313C131__EB3038 Early rifle Elk Manti 2024 Print (2026_02_06 06_23_41 UTC).pdf","711118","5DEBD491870FD49B374DE6287E1F9410AABDB4F1"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\CBF7842D__DB0010 Print.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\59575AA0__DB0010 Print.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\59575AA0__DB0010 Print.pdf","1040463","6C58A11A837203861968CE829BB4AEDE7F1D7C28"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\D8032F87__NorthSlopeRedCanyon_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\BA82C2D8__NorthSlopeRedCanyon_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\BA82C2D8__NorthSlopeRedCanyon_bighorn_2015.pdf","6773","FAE6F20F03956D86DFF92E12E6983D9BD786F07B"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\A96251BE__2023_antlerless_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\A510ECD2__2023_antlerless_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\A510ECD2__2023_antlerless_hr.pdf","207839","65BAD7B32162D3BC5A84204A559323DAEB62EEF3"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\3C5A3350__2013_rmbs_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\643DBA53__2013_rmbs_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\643DBA53__2013_rmbs_hr.pdf","13617","493EA83FCB0FBC793D6AE405D993966E4D3B1819"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\F30B053D__2020-north-slope-sheep-creek.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\4F3932E2__2020-north-slope-sheep-creek.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\4F3932E2__2020-north-slope-sheep-creek.pdf","62804","B1D7C22C0AB162D8F91BFFDD726BB5723268634A"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\F6DB57FB__2016_antlerless_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\18D4AA0F__2016_antlerless_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\18D4AA0F__2016_antlerless_hr.pdf","24809","3DB8CC247426538195D1BD03B89CE5652172A1F7"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2019\pdf\harvest_report\9AB7DD4C__2019-san-juan-north.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2019\pdf\harvest_report\B227C476__2019-san-juan-north.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\B227C476__2019-san-juan-north.pdf","69398","6D6240CC4C7EC2EAB8766920E673C6FF841B7F91"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\other_hunt\83A67634__Dear Wildlife Board Members.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\8F516A10__Dear Wildlife Board Members (2026_02_06 06_23_41 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\8F516A10__Dear Wildlife Board Members (2026_02_06 06_23_41 UTC).pdf","50636","996BD873E2E958EFE9B2E94C48B5B981D5C7851B"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\8D421406__2020_gs_buck_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\32ED928A__2020_gs_buck_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\32ED928A__2020_gs_buck_deer_hr.pdf","142439","E76BE5126C5CAE7CA98A39EB5CB1DDE079A13681"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\other_hunt\5EFC221B__Charlie_s Hunting Guide Application (.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\E1898BBE__Charlie_s Hunting Guide Application ( (2026_02_06 06_23_41 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\E1898BBE__Charlie_s Hunting Guide Application ( (2026_02_06 06_23_41 UTC).pdf","285213","D8BCCEBDC8AB1EC72E361E3970F926169788168A"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\5362D4A1__2018-san-rafael-south.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\BF28D40C__2018-san-rafael-south.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\BF28D40C__2018-san-rafael-south.pdf","221378","E309D891854E8A364B2C31015F4C760572A05D06"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\670BA679__2021-north-slope-sheep-creek.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\D2F62773__2021-north-slope-sheep-creek.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\D2F62773__2021-north-slope-sheep-creek.pdf","84862","F71D26550CCDEF137D1A90A351EEBF681310897D"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2017\pdf\harvest_report\B37EDE43__2017-KaiparowitsEscalante_bighorn.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2017\pdf\harvest_report\DC156906__2017-KaiparowitsEscalante_bighorn.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\DC156906__2017-KaiparowitsEscalante_bighorn.pdf","216787","F412F3B88F96D877CAA1E6A1CDA6E0E6BDE81DE9"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\E8ECB6F8__2021-zion.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\FFF54F48__2021-zion.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\FFF54F48__2021-zion.pdf","194102","7FA7776A5CDAF84BFFC833CECFA12AFB1EB1ACE7"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\ECDA0F1D__2018_le_oial_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\F068911C__2018_le_oial_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\F068911C__2018_le_oial_hr.pdf","1359331","AC9270DE17AACC376D3CCAC23322BBF15903AE9E"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\A5C79130__lasalpotash_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\EC39897A__lasalpotash_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\EC39897A__lasalpotash_bighorn_2014.pdf","7377","F07907346BEA3802630839756C5454D9A810C1D3"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\4E8E024C__2023-harvest-data.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\B891CEAD__2023-harvest-data.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\B891CEAD__2023-harvest-data.pdf","167472","694A5AB03974237696898758DF44DA27BB5FC8F4"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\28E0BDDD__2023-san-juan-lockhart.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\F16F569B__2023-san-juan-lockhart.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\F16F569B__2023-san-juan-lockhart.pdf","60338","94E8E3B12FB81C75E8B9F5E8FDA6908764180FFF"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\4C032162__2020-harvest-data.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\B7606C8B__2020-harvest-data.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\B7606C8B__2020-harvest-data.pdf","164160","A63B868DF6A08DB0123FEFBAFDCBE4666239381B"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\F3F82840__2018_gs_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\AABBEC63__2018_gs_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\AABBEC63__2018_gs_deer_hr.pdf","431310","841D3DB1366726B5A82677215B4A57E357A75067"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2019\pdf\harvest_report\FF6C99FD__2019-pine-valley.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2019\pdf\harvest_report\C4E69EBF__2019-pine-valley.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\C4E69EBF__2019-pine-valley.pdf","190921","7506B24A3612967E07250D3FD1F1AE9CB6A11D16"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\82A75C66__2016_gs_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\5C4C627F__2016_gs_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\5C4C627F__2016_gs_deer_hr.pdf","14628","377B5BBB387379C40A7CEB0047EA3FD416FDA543"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\other_hunt\DBB7BAB2__Bryan Tischner Finalized Hunt Contract Early Rifle 2025.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\89691BBE__Bryan Tischner Finalized Hunt Contract Early Rifle 2025 (2026_02_06 06_23_41 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\89691BBE__Bryan Tischner Finalized Hunt Contract Early Rifle 2025 (2026_02_06 06_23_41 UTC).pdf","1370886","DE2FFF2A5F44DD478FFD8670B160F31041588D90"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\other_hunt\4F2B4192__Dailey and Johnson Hunt Contract 2025.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\53E294F6__Dailey and Johnson Hunt Contract 2025 (2026_02_06 06_23_41 UTC) (2026_02_17 05_56_28 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\53E294F6__Dailey and Johnson Hunt Contract 2025 (2026_02_06 06_23_41 UTC) (2026_02_17 05_56_28 UTC).pdf","2499600","1EB0354150FCFB819155D667802F5E4F06819410"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\38C95D5D__Wild Eyez Permit Fee 2023 (2026_02_06 06_23_41 UTC) (2026_02_17 05_56_28 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\other_hunt\B069E351__Wild Eyez Permit Fee 2023.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\B069E351__Wild Eyez Permit Fee 2023.pdf","4775","9DFAB0B1EF4D58C9796B59231A28827B1769CCA2"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\38C95D5D__Wild Eyez Permit Fee 2023 (2026_02_06 06_23_41 UTC) (2026_02_17 05_56_28 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\97079EAD__Wild Eyez Permit Fee 2023 (2026_02_06 06_23_41 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\97079EAD__Wild Eyez Permit Fee 2023 (2026_02_06 06_23_41 UTC).pdf","4775","9DFAB0B1EF4D58C9796B59231A28827B1769CCA2"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\38C95D5D__Wild Eyez Permit Fee 2023 (2026_02_06 06_23_41 UTC) (2026_02_17 05_56_28 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\other_hunt\20DE51BF__Wild Eyez Permit Fee 2023-RYZENROCKS.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\20DE51BF__Wild Eyez Permit Fee 2023-RYZENROCKS.pdf","4775","9DFAB0B1EF4D58C9796B59231A28827B1769CCA2"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2017\pdf\harvest_report\6AECF376__2017-bighorn_harvest.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2017\pdf\harvest_report\8EEC8D0E__2017-bighorn_harvest.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\8EEC8D0E__2017-bighorn_harvest.pdf","426812","65BA903A4E0B65EFB0A90D9A2A958C5031AB9AFE"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\17C7BBEA__2018-zion.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\F694EB19__2018-zion.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\F694EB19__2018-zion.pdf","260618","F7E832BBC6EA04922C046C4DD8CD267FC8BD7254"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\0A928B4F__2023-central-mtns-nebo.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\FC2CF80D__2023-central-mtns-nebo.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\FC2CF80D__2023-central-mtns-nebo.pdf","41765","EF102BA337843ABEA46F008463116266B2EDC058"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\CBEBFE8C__2016_nine_mile_range_creek_bh.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\E82EC00A__2016_nine_mile_range_creek_bh.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\E82EC00A__2016_nine_mile_range_creek_bh.pdf","26954","5E68B7E38293BB09483FE9710D59F8A0EF7E4B41"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\39C8D045__2018-north-slope-bare-top.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\0B33B6E4__2018-north-slope-bare-top.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\0B33B6E4__2018-north-slope-bare-top.pdf","122940","9A77A79FF258707F07BCD59B10057786546AE5FF"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\0AD0E19F__escalante_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\E5DC155E__escalante_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\E5DC155E__escalante_bighorn_2014.pdf","7800","313DBC8B82A26192ED719CA67E8459470D6D82C9"
