"type","kept_path","moved_from","moved_to","size_bytes","hash"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2019\pdf\harvest_report\494E8D81__2019_antlerless_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2019\pdf\harvest_report\6635B12E__2019_antlerless_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\6635B12E__2019_antlerless_hr.pdf","193126","01C76542D6678D1951FE643B99AD16178BF2A086"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest_report\EEFFB190__moose_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest_report\C8921125__moose_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\C8921125__moose_hr.pdf","9070","32EA63B21A5F76C834E24F5D6960A69B23EC4758"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\58DF2D11__2013_gs_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\FE8939B2__2013_gs_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\FE8939B2__2013_gs_deer_hr.pdf","48461","E82910B5BF67C5E6AD2DE42E0531F6D3DA7A8D3C"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\11D93CAD__2016_n_slope_w_daggett_sheep_creek_bh.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\0A227E37__2016_n_slope_w_daggett_sheep_creek_bh.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\0A227E37__2016_n_slope_w_daggett_sheep_creek_bh.pdf","7471","01682ACFF93A7031C57D55615222D78BAC36F5B6"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest_report\24BE0A81__bison_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest_report\6652F792__bison_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\6652F792__bison_hr.pdf","7072","567B830BBC695E3C43D6876A57193E9D460D920C"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\FA55B0D7__2013_le_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\9A28363E__2013_le_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\9A28363E__2013_le_deer_hr.pdf","51732","F69A74211F297AA7E9377775F646835248485B77"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\DED44DA9__2020-san-juan-river.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\84EFCD07__2020-san-juan-river.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\84EFCD07__2020-san-juan-river.pdf","74103","9477CE2FC3C949DAC003B30B2DF9F7528050DCC5"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\B1FCCFD7__henrys_littlerockies_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\29882907__henrys_littlerockies_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\29882907__henrys_littlerockies_bighorn_2014.pdf","9586","E102D90CED31F00D979AC78719C7CB52B981790F"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\4B871A48__2016_le_oial_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\2EB397BC__2016_le_oial_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\2EB397BC__2016_le_oial_hr.pdf","54326","026DA9E3C8F86E96240D1701C181C18A1998D0B2"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other_hunt\C6A8EDD6__Dallinga Hunt Contract 2024 2.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\361B3473__Dallinga Hunt Contract 2024 2 (2026_02_06 06_23_41 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\361B3473__Dallinga Hunt Contract 2024 2 (2026_02_06 06_23_41 UTC).pdf","2299960","7D1717C360E91F9D882B2F9E476269C6A946B37C"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\5C01A46D__westdaggett_redcanyon_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\941AFF7F__westdaggett_redcanyon_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\941AFF7F__westdaggett_redcanyon_bighorn_2014.pdf","6679","0A04ED4EEEBDBB0CBF16797DC3F353C9D8A6CF47"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\9B5502FA__black-bear-and-cougar-guidebook (2025_12_24 23_43_27 UTC) (2026_03_09 00_04_09 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\other_hunt\9830D239__black-bear-and-cougar-guidebook (2025_12_24 23_43_27 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\9830D239__black-bear-and-cougar-guidebook (2025_12_24 23_43_27 UTC).pdf","1340989","61435A724ADEE04E0AC94821A29227A7F7D0B802"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\933131A8__upland_turkey_guidebook (2025_12_24 23_43_27 UTC) (2026_03_09 00_04_09 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\other_hunt\A8D807AA__upland_turkey_guidebook (2025_12_24 23_43_27 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\A8D807AA__upland_turkey_guidebook (2025_12_24 23_43_27 UTC).pdf","6395849","DD7E3A75D800345C99077489E715037359EFB6BB"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2017\pdf\harvest_report\043488DC__2017_le_oial_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2017\pdf\harvest_report\16636F7A__2017_le_oial_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\16636F7A__2017_le_oial_hr.pdf","287282","F1DD66B7CEFAD76C0B2279F6F9490E9B5C514B61"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other_hunt\AF6A8836__Your Receipt - License Permit # 497236741.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\BDCA7942__Your Receipt - License Permit # 497236741 (2026_02_06 06_23_41 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\BDCA7942__Your Receipt - License Permit # 497236741 (2026_02_06 06_23_41 UTC).pdf","193432","69EC1E3496A03A4926B01ACEC3082619BA60A84F"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\938F5CB7__2023-wasatch-mtns-west.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\35F96F5C__2023-wasatch-mtns-west.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\35F96F5C__2023-wasatch-mtns-west.pdf","45389","B00B798B1614D08B0E62620E83FA9CEAFF594529"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other_hunt\392AC87D__Elk Hunt Packing List 2024.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other_hunt\D176FC55__Elk Hunt Packing List 2024 (1).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\D176FC55__Elk Hunt Packing List 2024 (1).pdf","621697","2557B7C80DA2DFF8E8A1FF0BE1CA58377937BCEF"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\942386DD__2016_n_slope_three_corners_bh.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\7F9C50AD__2016_n_slope_three_corners_bh.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\7F9C50AD__2016_n_slope_three_corners_bh.pdf","6857","7B17471D759F56EE4DE52BD6F6EB8AC4667D58D9"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\86C2219B__2021-stansbury.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\01AFD01E__2021-stansbury.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\01AFD01E__2021-stansbury.pdf","187652","97CEC3A2EEA339F3C1677BDAEB80D5DD3E18639F"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other_hunt\E9159AE1__Dallinga Hunting Guide Contract Late Season 2024.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\2533D284__Dallinga Hunting Guide Contract Late Season 2024 (2026_02_06 06_23_41 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\2533D284__Dallinga Hunting Guide Contract Late Season 2024 (2026_02_06 06_23_41 UTC).pdf","2258658","48BA6DFE946479CF71146D04FB288291CFC23E75"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\harvest_report\D3E39E3F__2022-nine-mile-gray-canyon.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\harvest_report\5B0964DE__2022-nine-mile-gray-canyon.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\5B0964DE__2022-nine-mile-gray-canyon.pdf","97921","A0EC87365F6687524666470F2257F0B9813BD6FA"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\3D2221CC__2020-central-mtns-nebo.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\3D6062F7__2020-central-mtns-nebo.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\3D6062F7__2020-central-mtns-nebo.pdf","69195","A17120A7E68AF42AD78892979093E87225A3F391"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\B564C9EC__2016_book_cliffs_rattlesnake_bh.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\EBD4914D__2016_book_cliffs_rattlesnake_bh.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\EBD4914D__2016_book_cliffs_rattlesnake_bh.pdf","23980","2458654BA99A60A951BAEA968C4150631381FF2D"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\EE77D207__FISHLAKE PERMIT SPECIAL USE  (1) (2026_02_06 06_23_41 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\other_hunt\2DAFE650__FISHLAKE PERMIT SPECIAL USE  (1).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\2DAFE650__FISHLAKE PERMIT SPECIAL USE  (1).pdf","431328","4A14C9989C4FFDDECE0D6CE2390869E9B1C879B7"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\F157C927__2018-san-rafael-north.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\4E7CE659__2018-san-rafael-north.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\4E7CE659__2018-san-rafael-north.pdf","155706","1E214B20629CF3BF7E4D0A8558C5E2DC648964C4"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\1400385D__2013_moose_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\40C42161__2013_moose_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\40C42161__2013_moose_hr.pdf","27835","2F5993BE1E412EB8F9ECAB1DE7F2E0CE08F99F4D"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\24_bg_HARVEST_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\1ACA3B7A__24_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\1ACA3B7A__24_bg_report.pdf","14037480","0592F79985B99664AAF91010001B07DF2F973027"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\24_bg_HARVEST_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other_hunt\59403A95__24_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\59403A95__24_bg_report.pdf","14037480","0592F79985B99664AAF91010001B07DF2F973027"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\24_bg_HARVEST_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other_hunt\803B2359__24_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\803B2359__24_bg_report.pdf","14037480","0592F79985B99664AAF91010001B07DF2F973027"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\97AF213E__2020-north-slope-goslin-mtn.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\3432332C__2020-north-slope-goslin-mtn.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\3432332C__2020-north-slope-goslin-mtn.pdf","63411","1C2C3A42F6070790D570DF49485B6368552EA688"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\6A5A0322__northsanjuan_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\1B465F5B__northsanjuan_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\1B465F5B__northsanjuan_bighorn_2014.pdf","6860","0A8EAF96EB2B616A818D3D04649FCF12CE4AF8F6"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\523038DA__2023-san-juan-south.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\F37849DB__2023-san-juan-south.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\F37849DB__2023-san-juan-south.pdf","68739","74C2CB56A33116F21BED78214FB8C748AE9C339E"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\DE906775__Alma Wayman Cougar Hunting Contract 2023 (2026_02_06 06_23_41 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\other_hunt\3CB36AD0__Alma Wayman Cougar Hunting Contract 2023.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\3CB36AD0__Alma Wayman Cougar Hunting Contract 2023.pdf","542688","118541AC1115E51A1E39CEDFF79023EA0B907509"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\586D15F7__sheepcreek_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\586D15F7__sheepcreek_bighorn_2014 - Copy.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\586D15F7__sheepcreek_bighorn_2014 - Copy.pdf","7008","727372DC6B18068CF7B9D594F49DC241EE28A5CF"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\586D15F7__sheepcreek_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\CCD4B0B4__sheepcreek_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\CCD4B0B4__sheepcreek_bighorn_2014.pdf","7008","727372DC6B18068CF7B9D594F49DC241EE28A5CF"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\62EF9E74__2023_le_oial_all.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\2C877C3F__2023_le_oial_all.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\2C877C3F__2023_le_oial_all.pdf","416955","159763E023A234CDBE84C0943DF0C2B942B855D1"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\8970342F__2023-book-cliffs-south.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\67F6EA58__2023-book-cliffs-south.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\67F6EA58__2023-book-cliffs-south.pdf","45719","CCFDBB84D54905F2886853DA0F5D5540D59104E0"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\22_bg_harvest_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\3748834F__23_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\3748834F__23_bg_report.pdf","10336886","D6A0F622B629FE44F69AC9C5D6C06A293D8C6330"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\draw_odds\25_antlerless_drawing_odds_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\draw_odds\25_antlerless_drawing_results.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\25_antlerless_drawing_results.pdf","3534025","9D88EBA18571C11C0908B16429F58C2E4B7715DC"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\draw_odds\25_antlerless_drawing_odds_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\draw_odds\25_antlerless_drawing_results (2).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\25_antlerless_drawing_results (2).pdf","3534025","9D88EBA18571C11C0908B16429F58C2E4B7715DC"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\2795C467__2021_gs_buck_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\2BAF41E6__2021_gs_buck_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\2BAF41E6__2021_gs_buck_deer_hr.pdf","279305","530E307E5D5C65D1821E4040A5E8D2BB216B788D"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\6B279CB4__2016_henrys_little_rockies_rattlesnake_bh.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\06EA50BC__2016_henrys_little_rockies_rattlesnake_bh.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\06EA50BC__2016_henrys_little_rockies_rattlesnake_bh.pdf","7184","E454D691F7C093B65F2676D3CB729122D537B653"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\harvest_report\BF9BCAE0__2024_gs_buck_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\harvest_report\3CE9AD0C__2024_gs_buck_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\3CE9AD0C__2024_gs_buck_deer_hr.pdf","134013","0552D7D1E05372109439E4B64D25BBD86F16446C"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\D014E894__2021-san-rafael-south.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\615C03A1__2021-san-rafael-south.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\615C03A1__2021-san-rafael-south.pdf","190341","20F53DF9EF8A3F1B4FB64A3E8B5F611E9EE79857"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\998F5948__2018-harvest-data.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\C96DDA0A__2018-harvest-data.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\C96DDA0A__2018-harvest-data.pdf","117312","70A8EEB3BCEF83880E1900155676EABDA13EB66D"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2019\pdf\harvest_report\21F05C54__2019-nine-mile-range-creek.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2019\pdf\harvest_report\2AFF4DB8__2019-nine-mile-range-creek.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\2AFF4DB8__2019-nine-mile-range-creek.pdf","69851","3784F354E9E79754D0B290B2F359F48D3DA4A161"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\other_hunt\20_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other_hunt\3CC58353__21_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\3CC58353__21_black_bear_report.pdf","1822298","CBE5493348E882DAB4B8888EABB6F83FC9EC1255"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\9AA76DD4__2018-central-mtns-nebo.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2018\pdf\harvest_report\96236166__2018-central-mtns-nebo.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\96236166__2018-central-mtns-nebo.pdf","124037","03592A5524734D10A9BB036CB1DECDD1B25DB7E0"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\B21D6549__2016_bhs_harvest_data.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2016\pdf\harvest_report\79D7D43C__2016_bhs_harvest_data.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\79D7D43C__2016_bhs_harvest_data.pdf","479366","7A68A21EA55E58ED27996A7B7F9F74632E61F3AF"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\9F8E4D0B__2021-kaiparowits-east-west.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\F164CB19__2021-kaiparowits-east-west.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\F164CB19__2021-kaiparowits-east-west.pdf","195705","C74A4D4C629F061F0CD653BDB9D83DE84A44D2FD"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\draw_odds\25_bg-odds.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\draw_odds\25_bg-draw-results.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\25_bg-draw-results.pdf","12732089","94C842D25CE8715C001A8BD089E9425770921B18"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\737D4E27__pinevalley_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\2D022392__pinevalley_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\2D022392__pinevalley_bighorn_2014.pdf","24084","615D713A6CDC83768AEF78329A05AA1512DF1DD4"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\6AE90682__sanjuanriver_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\6AE90682__sanjuanriver_bighorn_2014 - Copy.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\6AE90682__sanjuanriver_bighorn_2014 - Copy.pdf","7034","1259FCB6B607E29EEC484FDBD1F18CF6FC16FC02"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\6AE90682__sanjuanriver_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\D85F563B__sanjuanriver_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\D85F563B__sanjuanriver_bighorn_2014.pdf","7034","1259FCB6B607E29EEC484FDBD1F18CF6FC16FC02"
"exact_hash","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\8949AE45__2013_le_elk_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\CBBDB0DA__2013_le_elk_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\_quarantine\duplicates\exact_hash\CBBDB0DA__2013_le_elk_hr.pdf","66974","718FFC07757EE932C8A84FC4D93A6E3C44E86E42"
