publish_year,label,url,status,dest_path
2025,General-season buck deer draw results,https://wildlife.utah.gov/pdf/bg/2025/25_deer_odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\draw_odds\1fa24350__General-season buck deer draw results.pdf
2025,Lifetime general-season deer draw results,https://wildlife.utah.gov/pdf/bg/2025/25_lifetime_deer.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\draw_odds\bc0c19b7__Lifetime general-season deer draw results.pdf
2025,Youth general-season deer draw results,https://wildlife.utah.gov/pdf/bg/2025/25_youth_deer.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\draw_odds\8ab3981e__Youth general-season deer draw results.pdf
2025,Youth draw-only elk draw results,https://wildlife.utah.gov/pdf/bg/2025/25_youth_elk.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\draw_odds\41f72666__Youth draw-only elk draw results.pdf
2025,Big game limited-entry &amp; once-in-a-lifetime draw results,https://wildlife.utah.gov/pdf/bg/2025/25_bg-odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\draw_odds\d6f38341__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf
2025,Antlerless big game draw results,https://wildlife.utah.gov/pdf/bg/2025/25_antlerless_drawing_odds_report.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\draw_odds\e63acbed__Antlerless big game draw results.pdf
2025,Youth antlerless big game draw results,https://wildlife.utah.gov/pdf/bg/2025/25_youth_antlerless_drawing_odds_report.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\draw_odds\0d15a76f__Youth antlerless big game draw results.pdf
2025,Big game and antlerless bonus and preference point purchase results,https://wildlife.utah.gov/pdf/bg/2025/25_point-only_purchases_for_big_game_and_antlerless.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\draw_odds\54bfdfc8__Big game and antlerless bonus and preference point purchase results.pdf
2025,Dedicated Hunter deer draw results,https://wildlife.utah.gov/pdf/bg/2025/25_dh_odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\draw_odds\f858371e__Dedicated Hunter deer draw results.pdf
2025,Youth Dedicated Hunter deer draw results,https://wildlife.utah.gov/pdf/bg/2025/25_youth_dh_odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\draw_odds\0b960361__Youth Dedicated Hunter deer draw results.pdf
2024,General-season buck deer draw results,https://wildlife.utah.gov/pdf/bg/2024/24_deer_odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\draw_odds\d113767e__General-season buck deer draw results.pdf
2024,Lifetime general-season deer draw results,https://wildlife.utah.gov/pdf/bg/2024/24_lifetime_deer.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\draw_odds\1882fd12__Lifetime general-season deer draw results.pdf
2024,Youth general-season deer draw results,https://wildlife.utah.gov/pdf/bg/2024/24_youth_deer.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\draw_odds\89152b75__Youth general-season deer draw results.pdf
2024,Youth draw-only elk bonus point draw results,https://wildlife.utah.gov/pdf/bg/2024/24_youth_elk.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\draw_odds\c1fb0535__Youth draw-only elk bonus point draw results.pdf
2024,Big game limited-entry &amp; once-in-a-lifetime draw results,https://wildlife.utah.gov/pdf/bg/2024/24_bg-odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\draw_odds\6fbdd362__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf
2024,Antlerless big game draw results,https://wildlife.utah.gov/pdf/bg/2024/24_antlerless_drawing_odds_report.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\draw_odds\55fbe7f6__Antlerless big game draw results.pdf
2024,Youth antlerless big game draw results,https://wildlife.utah.gov/pdf/bg/2024/24_youth_antlerless_drawing_odds_report.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\draw_odds\affa963d__Youth antlerless big game draw results.pdf
2024,Big game and antlerless bonus and preference point purchase results,https://wildlife.utah.gov/pdf/bg/2024/24_point-only_purchases_for_big_game_and_antlerless.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\draw_odds\79fb275b__Big game and antlerless bonus and preference point purchase results.pdf
2024,Dedicated Hunter deer draw results,https://wildlife.utah.gov/pdf/bg/2024/24_dh_odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\draw_odds\bc667bae__Dedicated Hunter deer draw results.pdf
2024,Youth Dedicated Hunter deer draw results,https://wildlife.utah.gov/pdf/bg/2024/24_youth_dh_odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\draw_odds\506427b7__Youth Dedicated Hunter deer draw results.pdf
2024,Sportsman draw odds report,https://wildlife.utah.gov/pdf/bg/2024/24-25_sportsman_odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\draw_odds\3cd912d5__Sportsman draw odds report.pdf
2023,General-season deer draw results,https://wildlife.utah.gov/pdf/bg/2023/23_deer_odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\draw_odds\6a1df976__General-season deer draw results.pdf
2023,Lifetime general-season deer draw results,https://wildlife.utah.gov/pdf/bg/2023/23_lifetime_deer.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\draw_odds\3c8168b4__Lifetime general-season deer draw results.pdf
2023,Youth general-season deer draw results,https://wildlife.utah.gov/pdf/bg/2023/23_youth_deer.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\draw_odds\6dc7c678__Youth general-season deer draw results.pdf
2023,Youth draw-only elk bonus point draw results,https://wildlife.utah.gov/pdf/bg/2023/23_youth_elk.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\draw_odds\17ed709a__Youth draw-only elk bonus point draw results.pdf
2023,Big game limited-entry &amp; once-in-a-lifetime draw results,https://wildlife.utah.gov/pdf/bg/2023/23_bg-odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\draw_odds\6326e915__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf
2023,Antlerless big game draw results,https://wildlife.utah.gov/pdf/bg/2023/23_antlerless_drawing_odds_report.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\draw_odds\c451ae2a__Antlerless big game draw results.pdf
2023,Youth antlerless big game draw results,https://wildlife.utah.gov/pdf/bg/2023/23_youth_antlerless_drawing_odds_report.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\draw_odds\72649cd3__Youth antlerless big game draw results.pdf
2023,Big game and antlerless bonus and preference point purchase results,https://wildlife.utah.gov/pdf/bg/2023/23_point-only_purchases_for_big_game_and_antlerless.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\draw_odds\b7af20c9__Big game and antlerless bonus and preference point purchase results.pdf
2023,Dedicated Hunter deer draw results,https://wildlife.utah.gov/pdf/bg/2023/23_dh_odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\draw_odds\d15e7b03__Dedicated Hunter deer draw results.pdf
2023,Youth Dedicated Hunter deer draw results,https://wildlife.utah.gov/pdf/bg/2023/23_youth_dh_odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\draw_odds\685de6db__Youth Dedicated Hunter deer draw results.pdf
2023,Sportsman draw odds report,https://wildlife.utah.gov/pdf/bg/2023/23-24_sportsman_odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\draw_odds\82e44204__Sportsman draw odds report.pdf
2022,General-season buck deer draw results,https://wildlife.utah.gov/pdf/bg/2022/22_deer_odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\draw_odds\705f30a5__General-season buck deer draw results.pdf
2022,Lifetime general-season deer draw results,https://wildlife.utah.gov/pdf/bg/2022/22_lifetime_deer.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\draw_odds\449c6db8__Lifetime general-season deer draw results.pdf
2022,Youth draw-only elk bonus point draw results,https://wildlife.utah.gov/pdf/bg/2022/22_youth_bull_elk.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\draw_odds\b6af6d7d__Youth draw-only elk bonus point draw results.pdf
2022,Youth general-season deer draw results,https://wildlife.utah.gov/pdf/bg/2022/22_youth_deer.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\draw_odds\91fa9658__Youth general-season deer draw results.pdf
2022,Big game limited-entry &amp; once-in-a-lifetime draw results,https://wildlife.utah.gov/pdf/bg/2022/22_bg-odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\draw_odds\15e1470a__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf
2022,Antlerless big game draw results,https://wildlife.utah.gov/pdf/bg/2022/22_antlerless_drawing_odds_report.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\draw_odds\a0d8e70e__Antlerless big game draw results.pdf
2022,Youth antlerless big game draw results,https://wildlife.utah.gov/pdf/bg/2022/22_youth_antlerless_drawing_odds_report.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\draw_odds\96724720__Youth antlerless big game draw results.pdf
2022,Dedicated Hunter deer draw results,https://wildlife.utah.gov/pdf/bg/2022/22_dh_odds.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\draw_odds\c9f1b779__Dedicated Hunter deer draw results.pdf
