hunt_code,boundary_id,boundary_ids,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,youth_flag,eligibility_class,season,permits_2025_res,permits_2025_nr,permits_2025_total,avg_points_2025,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,access_type,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,has_harvest,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,source_authority,data_status,is_multi_unit,multi_unit_reason
DB0008,,6 | 28 | 101 | 106 | 109 | 218 | 280 | 311 | 312 | 731,Extended Archery Deer,Deer,Extended Archery,Extended Archery,NONE,Archery,Hunter's Choice,False,STANDARD,"Sept 12-Oct 15, 2026 -OR- Sept 12-Nov 30, 2026 | See guidebook for units & dates",,,,,1352.0,288.0,21.3,9.5,3.3,Public,,,2000.0,TOTAL_ONLY,True,False,False,deer hunter's choice.xlsx,,official_uploaded_source,COMPLETE_TOTAL_ONLY,true,extended_archery
EX1000,,218 | 282 | 313,Elk Extended Archery,Elk,Extended Archery,Extended Archery,NONE,Archery,Hunter's Choice,False,STANDARD,"Aug 16 - Dec 15, 2025",,,,,,,,,,Public,,,,MISSING,,,,bull elk hunter's choice.csv,,official_uploaded_source,MISSING_SOURCE,true,extended_archery
