"huntCode","species","sex","huntType","huntClass","area","unitCode","unitNames","weapon","conditions","permitCount","organizations","averageValue","sourceSpecies","sourceRowStart","sourceRowNumbers","matchedPermitRegister","matchedRegisterLabel","matchedCanonicalHunts","boundaryIds","sourceHuntCodes"
"CP-ELK-WASATCH-MTNS-BULL-MULTISEASON","Elk","Bull","Conservation","RMEF","Wasatch Mtns","wasatch-mtns","System.Object[]","ALW","ALW","1","System.Object[]","33583.33","Elk","205","System.Object[]","True","Wasatch Mtns Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-WASATCH-MTNS-ANTLERLESS-ANY-LEGAL-WEAPON","Elk","Antlerless","Conservation","SFW","Wasatch Mtns","wasatch-mtns","System.Object[]","Any Legal Weapon","Any Legal Weapon","2","System.Object[]","2237.5","Antlerless Elk","19","System.Object[]","True","Wasatch Mtns Antlerless Conservation Permit","True","System.Object[]",
"CP-ELK-WASATCH-MTNS-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","SFW","Wasatch Mtns","wasatch-mtns","System.Object[]","Any Legal Weapon","Any Legal Weapon, mid","1","System.Object[]","20000","Elk","201","System.Object[]","True","Wasatch Mtns Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-WASATCH-MTNS-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","SFW","Wasatch Mtns","wasatch-mtns","System.Object[]","ALW","ALW","2","System.Object[]","28291.67","Elk","203","System.Object[]","True","Wasatch Mtns Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-WASATCH-MTNS-BULL-ARCHERY","Elk","Bull","Conservation","WCF","Wasatch Mtns","wasatch-mtns","System.Object[]","Archery","Archery","1","System.Object[]","8416.67","Elk","202","System.Object[]","True","Wasatch Mtns Conservation Permit","True","System.Object[]","System.Object[]"
"CP-MOOSE-CACHE-BULL-ANY-LEGAL-WEAPON","Moose","Bull","Conservation","UCWF","Cache","cache","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","44666.67","Moose","209","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-MOOSE-NORTH-SLOPE-SUMMIT-BULL-ANY-LEGAL-WEAPON","Moose","Bull","Conservation","SCI","North Slope, Summit","north-slope-summit","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","32666.67","Moose","210","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-MOOSE-NORTH-SLOPE-SUMMIT-BULL-ANY-LEGAL-WEAPON","Moose","Bull","Conservation","SFW","North Slope, Summit","north-slope-summit","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","32666.67","Moose","211","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-MOOSE-STATEWIDE-BULL-ANY-LEGAL-WEAPON","Moose","Bull","Conservation","RMEF","Statewide","statewide","System.Object[]","Any Legal Weapon",,"1","System.Object[]","64000","Moose","213","System.Object[]","True","Statewide Moose Conservation","True","System.Object[]","System.Object[]"
"CP-MOOSE-WASATCH-MTNS-CENTRAL-MTNS-BULL-ANY-LEGAL-WEAPON","Moose","Bull","Conservation","NWTF","Wasatch Mtns/Central Mtns","wasatch-mtns-central-mtns","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","35541.67","Moose","212","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-MOUNTAIN-GOAT-BEAVER-EARLY-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON","Mountain Goat","Hunter's Choice","Conservation","UWSF","Beaver (early)","beaver-early","System.Object[]","Any Legal Weapon","Any Legal Weapon, early","1","System.Object[]","32000","Mountain Goat","214","System.Object[]","True","","True","System.Object[]",
"CP-MOUNTAIN-GOAT-HIGH-UINTAS-WEST-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON","Mountain Goat","Hunter's Choice","Conservation","RMEF","High Uintas West","high-uintas-west","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","31000","Mountain Goat","215","System.Object[]","True","","True","System.Object[]",
"CP-MOUNTAIN-GOAT-LA-SAL-LA-SAL-MTNS-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON","Mountain Goat","Hunter's Choice","Conservation","SFW","La Sal, La Sal Mtns","la-sal-la-sal-mtns","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","22666.67","Mountain Goat","216","System.Object[]","True","","True","System.Object[]",
"CP-MOUNTAIN-GOAT-NEBO-HUNTER-S-CHOICE-ARCHERY","Mountain Goat","Hunter's Choice","Conservation","UAA","Nebo","nebo","System.Object[]","Archery","Archery","1","System.Object[]","16000","Mountain Goat","218","System.Object[]","True","","True","System.Object[]",
"CP-MOUNTAIN-GOAT-NEBO-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON","Mountain Goat","Hunter's Choice","Conservation","UWSF","Nebo","nebo","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","22666.67","Mountain Goat","217","System.Object[]","True","","True","System.Object[]",
"CP-MOUNTAIN-GOAT-STATEWIDE-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON","Mountain Goat","Hunter's Choice","Conservation","SFW","Statewide","statewide","System.Object[]","Any Legal Weapon",,"1","System.Object[]","59166.67","Mountain Goat","220","System.Object[]","True","Statewide Mountain Goat Conservation","True","System.Object[]","System.Object[]"
"CP-MOUNTAIN-GOAT-WASATCH-MTNS-TIMPANOGOS-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON","Mountain Goat","Hunter's Choice","Conservation","SCI","Wasatch Mtns, Timpanogos","wasatch-mtns-timpanogos","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","21666.67","Mountain Goat","219","System.Object[]","True","","True","System.Object[]",
"CP-PRONGHORN-BEAVER-BUCK-HUNTER-S-CHOICE","Pronghorn","Buck","Conservation","SFW","Beaver","beaver","System.Object[]","ALW","ALW","1","System.Object[]","5641.67","Pronghorn","222","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-BEAVER-BUCK-HUNTER-S-CHOICE","Pronghorn","Buck","Conservation","UAA","Beaver","beaver","System.Object[]","ALW","ALW","1","System.Object[]","5641.67","Pronghorn","221","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-BOOK-CLIFFS-BITTER-CREEK-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","DSC","Book Cliffs, Bitter Creek","book-cliffs-bitter-creek","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","3275","Pronghorn","223","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-BOOK-CLIFFS-BITTER-CREEK-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","Book Cliffs, Bitter Creek","book-cliffs-bitter-creek","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","3275","Pronghorn","225","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-BOOK-CLIFFS-BITTER-CREEK-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","Book Cliffs, Bitter Creek","book-cliffs-bitter-creek","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","3275","Pronghorn","224","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-BOOK-CLIFFS-SOUTH-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","Book Cliffs, South","book-cliffs-south","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","4833.33","Pronghorn","227","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-BOOK-CLIFFS-SOUTH-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","NWTF","Book Cliffs, South","book-cliffs-south","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","4833.33","Pronghorn","226","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-BOX-ELDER-PROMONTORY-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","Box Elder, Promontory","box-elder-promontory","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","3833.33","Pronghorn","228","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-BOX-ELDER-PUDDLE-VALLEY-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","Box Elder, Puddle Valley","box-elder-puddle-valley","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","4916.67","Pronghorn","229","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-BOX-ELDER-SNOWVILLE-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","Box Elder, Snowville","box-elder-snowville","System.Object[]","Any Legal Weapon","Any Legal Weapon","2","System.Object[]","2858.33","Pronghorn","230","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-BOX-ELDER-WEST-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","Box Elder, West","box-elder-west","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","2758.33","Pronghorn","233","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-BOX-ELDER-WEST-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","UHA","Box Elder, West","box-elder-west","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","2758.33","Pronghorn","232","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-FILLMORE-OAK-CREEK-SOUTH-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","Fillmore, Oak Creek South","fillmore-oak-creek-south","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","10833.33","Pronghorn","236","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-FILLMORE-OAK-CREEK-SOUTH-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","NWTF","Fillmore, Oak Creek South","fillmore-oak-creek-south","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","10833.33","Pronghorn","234","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-FILLMORE-OAK-CREEK-SOUTH-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","Fillmore, Oak Creek South","fillmore-oak-creek-south","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","10833.33","Pronghorn","235","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-LA-SAL-POTASH-SOUTH-CISCO-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","UHA","La Sal, Potash/South Cisco","la-sal-potash-south-cisco","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","2750","Pronghorn","237","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-MT-DUTTON-PAUNSAUGUNT-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","Mt Dutton/Paunsaugunt","mt-dutton-paunsaugunt","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","3491.67","Pronghorn","238","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-MT-DUTTON-PAUNSAUGUNT-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","Mt Dutton/Paunsaugunt","mt-dutton-paunsaugunt","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","3491.67","Pronghorn","239","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-NINE-MILE-ANTHRO-MYTON-BENCH-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","Nine Mile, Anthro-Myton Bench","nine-mile-anthro-myton-bench","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","4133.33","Pronghorn","242","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-NINE-MILE-ANTHRO-MYTON-BENCH-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","NWTF","Nine Mile, Anthro-Myton Bench","nine-mile-anthro-myton-bench","System.Object[]","Any Legal Weapon","Any Legal Weapon","3","System.Object[]","4133.33","Pronghorn","240","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-NINE-MILE-ANTHRO-MYTON-BENCH-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","Nine Mile, Anthro-Myton Bench","nine-mile-anthro-myton-bench","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","4133.33","Pronghorn","245","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-NINE-MILE-ANTHRO-MYTON-BENCH-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","WCF","Nine Mile, Anthro-Myton Bench","nine-mile-anthro-myton-bench","System.Object[]","Any Legal Weapon","Any Legal Weapon","2","System.Object[]","4133.33","Pronghorn","241","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-NINE-MILE-RANGE-CREEK-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","NWTF","Nine Mile, Range Creek","nine-mile-range-creek","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","7416.67","Pronghorn","247","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-NORTH-SLOPE-SUMMIT-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","North Slope, Summit","north-slope-summit","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","5000","Pronghorn","248","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-NORTH-SLOPE-THREE-CORNERS-WEST-DAGGETT-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","North Slope, Three Corners/West Daggett","north-slope-three-corners-west-daggett","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","4791.67","Pronghorn","249","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-NORTH-SLOPE-THREE-CORNERS-WEST-DAGGETT-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","North Slope, Three Corners/West Daggett","north-slope-three-corners-west-daggett","System.Object[]","Any Legal Weapon","Any Legal Weapon","2","System.Object[]","4791.67","Pronghorn","250","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-PANGUITCH-LAKE-ZION-NORTH-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","Panguitch Lake/Zion, North","panguitch-lake-zion-north","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","3583.33","Pronghorn","253","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-PANGUITCH-LAKE-ZION-NORTH-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","Panguitch Lake/Zion, North","panguitch-lake-zion-north","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","3583.33","Pronghorn","252","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-PARKER-MTN-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","Parker Mtn","parker-mtn","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","5000","Pronghorn","254","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-PARKER-MTN-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","Parker Mtn","parker-mtn","System.Object[]","Any Legal Weapon","Any Legal Weapon","3","System.Object[]","5000","Pronghorn","255","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-PINE-VALLEY-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","Pine Valley","pine-valley","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","4416.67","Pronghorn","258","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-PINE-VALLEY-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","Pine Valley","pine-valley","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","4416.67","Pronghorn","259","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-SAN-RAFAEL-NORTH-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","NWTF","San Rafael, North","san-rafael-north","System.Object[]","Any Legal Weapon","Any Legal Weapon","3","System.Object[]","10002.78","Pronghorn","260","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-SAN-RAFAEL-NORTH-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","San Rafael, North","san-rafael-north","System.Object[]","Any Legal Weapon","Any Legal Weapon","2","System.Object[]","10002.78","Pronghorn","262","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-SOUTHWEST-DESERT-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","DSC","Southwest Desert","southwest-desert","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","5777.08","Pronghorn","265","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-SOUTHWEST-DESERT-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","Southwest Desert","southwest-desert","System.Object[]","Any Legal Weapon","Any Legal Weapon","2","System.Object[]","5777.08","Pronghorn","268","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-SOUTHWEST-DESERT-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","NWTF","Southwest Desert","southwest-desert","System.Object[]","Any Legal Weapon","Any Legal Weapon","2","System.Object[]","5777.08","Pronghorn","267","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-SOUTHWEST-DESERT-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","RMEF","Southwest Desert","southwest-desert","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","5777.08","Pronghorn","272","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-SOUTHWEST-DESERT-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","Southwest Desert","southwest-desert","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","5777.08","Pronghorn","270","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-SOUTHWEST-DESERT-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","UAA","Southwest Desert","southwest-desert","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","5777.08","Pronghorn","266","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-STATEWIDE-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","Statewide","statewide","System.Object[]","Any Legal Weapon",,"1","System.Object[]","33666.67","Pronghorn","289","System.Object[]","True","Statewide Pronghorn Conservation","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-VERNAL-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","Vernal","vernal","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","5388.89","Pronghorn","276","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-VERNAL-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","NWTF","Vernal","vernal","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","5388.89","Pronghorn","277","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-VERNAL-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SCI","Vernal","vernal","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","5388.89","Pronghorn","275","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-VERNAL-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","WCF","Vernal","vernal","System.Object[]","Any Legal Weapon","Any Legal Weapon","2","System.Object[]","5388.89","Pronghorn","273","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-WEST-DESERT-RIVERBED-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","West Desert, Riverbed","west-desert-riverbed","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","7458.33","Pronghorn","279","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-WEST-DESERT-RIVERBED-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","NWTF","West Desert, Riverbed","west-desert-riverbed","System.Object[]","Any Legal Weapon","Any Legal Weapon","2","System.Object[]","7458.33","Pronghorn","278","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-WEST-DESERT-RIVERBED-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","West Desert, Riverbed","west-desert-riverbed","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","7458.33","Pronghorn","280","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-WEST-DESERT-RUSH-VALLEY-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","West Desert, Rush Valley","west-desert-rush-valley","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","4666.67","Pronghorn","283","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-WEST-DESERT-RUSH-VALLEY-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","West Desert, Rush Valley","west-desert-rush-valley","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","4666.67","Pronghorn","282","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-WEST-DESERT-SNAKE-VALLEY-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","MDF","West Desert, Snake Valley","west-desert-snake-valley","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","5755.56","Pronghorn","285","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-WEST-DESERT-SNAKE-VALLEY-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","RMEF","West Desert, Snake Valley","west-desert-snake-valley","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","5755.56","Pronghorn","286","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-PRONGHORN-WEST-DESERT-SNAKE-VALLEY-BUCK-ANY-LEGAL-WEAPON","Pronghorn","Buck","Conservation","SFW","West Desert, Snake Valley","west-desert-snake-valley","System.Object[]","Any Legal Weapon","Any Legal Weapon","3","System.Object[]","5755.56","Pronghorn","284","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-BOOK-CLIFFS-SOUTH-RAM-ANY-LEGAL-WEAPON","Rocky Mountain Bighorn Sheep","Ram","Conservation","UWSF","Book Cliffs, South","book-cliffs-south","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","208333.33","Rocky Mountain Bighorn Sheep","290","System.Object[]","True","Book Cliffs South Conservation","True","System.Object[]","System.Object[]"
"CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-BOX-ELDER-NEWFOUNDLAND-MTNS-EARLY-RAM-ANY-LEGAL-WEAPON","Rocky Mountain Bighorn Sheep","Ram","Conservation","UWSF","Box Elder, Newfoundland Mtns (early)","box-elder-newfoundland-mtns-early","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","133333.33","Rocky Mountain Bighorn Sheep","291","System.Object[]","True","Box Elder Newfoundland Mtn Conservation","True","System.Object[]",
"CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-BOX-ELDER-NEWFOUNDLAND-MTNS-LATE-RAM-ANY-LEGAL-WEAPON","Rocky Mountain Bighorn Sheep","Ram","Conservation","UWSF","Box Elder, Newfoundland Mtns (late)","box-elder-newfoundland-mtns-late","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","117000","Rocky Mountain Bighorn Sheep","292","System.Object[]","True","Box Elder Newfoundland Mtn Conservation","True","System.Object[]",
"CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-FILLMORE-OAK-CREEK-LATE-RAM-ANY-LEGAL-WEAPON","Rocky Mountain Bighorn Sheep","Ram","Conservation","UWSF","Fillmore, Oak Creek (late)","fillmore-oak-creek-late","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","105000","Rocky Mountain Bighorn Sheep","293","System.Object[]","True","","True","System.Object[]",
"CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-NINE-MILE-GRAY-CANYON-RAM-ANY-LEGAL-WEAPON","Rocky Mountain Bighorn Sheep","Ram","Conservation","SFW","Nine Mile, Gray Canyon","nine-mile-gray-canyon","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","225000","Rocky Mountain Bighorn Sheep","294","System.Object[]","True","Nine Mile Gray Canyon Conservation","True","System.Object[]","System.Object[]"
"CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-STATEWIDE-RAM-ANY-LEGAL-WEAPON","Rocky Mountain Bighorn Sheep","Ram","Conservation","SFW","Statewide","statewide","System.Object[]","Any Legal Weapon",,"1","System.Object[]","230000","Rocky Mountain Bighorn Sheep","295","System.Object[]","True","Statewide Rocky Bighorn Conservation","True","System.Object[]","System.Object[]"
"CP-TURKEY-CENTRAL-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","MDF","Central Area","central-area","System.Object[]","ALW","ALW","1","System.Object[]","795.83","Turkey","301","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-CENTRAL-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","NWTF","Central Area","central-area","System.Object[]","ALW","ALW","2","System.Object[]","795.83","Turkey","296","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-CENTRAL-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","SFW","Central Area","central-area","System.Object[]","ALW","ALW","5","System.Object[]","795.83","Turkey","297","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-NORTHEASTERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","NWTF","Northeastern Area","northeastern-area","System.Object[]","ALW","ALW","1","System.Object[]","1038.54","Turkey","308","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-NORTHEASTERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","SFW","Northeastern Area","northeastern-area","System.Object[]","ALW","ALW","6","System.Object[]","1038.54","Turkey","305","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-NORTHEASTERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","WCF","Northeastern Area","northeastern-area","System.Object[]","ALW","ALW","1","System.Object[]","1038.54","Turkey","304","System.Object[]","True","","True","System.Object[]","System.Object[]"
