hunt_code,column,truth_value,built_value
EA2016,has_harvest,True,1
EA2016,has_bonus_draw,False,0
EA2016,has_antlerless_draw,False,0
EA2016,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2016,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EA2017,youth_flag,False,0
EA2017,permits_2026_total,75,75.0
EA2017,has_harvest,True,1
EA2017,has_bonus_draw,False,0
EA2017,has_antlerless_draw,False,0
EA2017,permit_overlay_source,2026_elk_antlerless__total.xlsx,
EA2017,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EA2018,youth_flag,False,0
EA2018,permits_2026_total,75,75.0
EA2018,has_harvest,True,1
EA2018,has_bonus_draw,False,0
EA2018,has_antlerless_draw,False,0
EA2018,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2018,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EA2019,youth_flag,False,0
EA2019,permits_2026_total,60,60.0
EA2019,has_harvest,True,1
EA2019,has_bonus_draw,False,0
EA2019,has_antlerless_draw,False,0
EA2019,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2019,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EA2020,youth_flag,False,0
EA2020,permits_2026_total,320,320.0
EA2020,has_harvest,True,1
EA2020,has_bonus_draw,False,0
EA2020,has_antlerless_draw,False,0
EA2020,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2020,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EA2021,youth_flag,False,0
EA2021,permits_2026_total,30,30.0
EA2021,has_harvest,True,1
EA2021,has_bonus_draw,False,0
EA2021,has_antlerless_draw,False,0
EA2021,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2021,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EA2026,youth_flag,False,0
EA2026,permits_2026_total,200,200.0
EA2026,has_harvest,True,1
EA2026,has_bonus_draw,False,0
EA2026,has_antlerless_draw,False,0
EA2026,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2026,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EA2027,youth_flag,False,0
EA2027,permits_2026_total,300,250.0
EA2027,has_harvest,True,1
EA2027,has_bonus_draw,False,0
EA2027,has_antlerless_draw,False,0
EA2027,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2027,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EA2028,youth_flag,False,0
EA2028,permits_2026_total,450,450.0
EA2028,has_harvest,True,1
EA2028,has_bonus_draw,False,0
EA2028,has_antlerless_draw,False,0
EA2028,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2028,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EA2029,youth_flag,False,0
EA2029,permits_2026_total,150,150.0
EA2029,has_harvest,True,1
EA2029,has_bonus_draw,False,0
EA2029,has_antlerless_draw,False,0
EA2029,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2029,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EA2030,youth_flag,False,0
EA2030,permits_2026_total,200,200.0
EA2030,has_harvest,True,1
EA2030,has_bonus_draw,False,0
EA2030,has_antlerless_draw,False,0
EA2030,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2030,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EA2033,youth_flag,False,0
EA2033,permits_2026_res,225,180.0
EA2033,permits_2026_nr,25,20.0
EA2033,permits_2026_total,250,200.0
EA2033,has_harvest,True,1
EA2033,has_bonus_draw,False,0
EA2033,has_antlerless_draw,True,1
EA2033,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2034,youth_flag,False,0
EA2034,permits_2026_res,180,180.0
EA2034,permits_2026_nr,20,20.0
EA2034,permits_2026_total,200,200.0
EA2034,has_harvest,True,1
EA2034,has_bonus_draw,False,0
EA2034,has_antlerless_draw,True,1
EA2034,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2036,youth_flag,False,0
EA2036,permits_2026_res,54,63.0
EA2036,permits_2026_nr,6,7.0
EA2036,permits_2026_total,60,70.0
EA2036,has_harvest,True,1
EA2036,has_bonus_draw,False,0
EA2036,has_antlerless_draw,True,1
EA2036,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2037,youth_flag,False,0
EA2037,permits_2026_res,180,180.0
EA2037,permits_2026_nr,20,20.0
EA2037,permits_2026_total,200,200.0
EA2037,has_harvest,True,1
EA2037,has_bonus_draw,False,0
EA2037,has_antlerless_draw,True,1
EA2037,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2038,youth_flag,False,0
EA2038,permits_2026_res,1080,1080.0
EA2038,permits_2026_nr,120,120.0
EA2038,permits_2026_total,1200,1200.0
EA2038,has_harvest,True,1
EA2038,has_bonus_draw,False,0
EA2038,has_antlerless_draw,True,1
EA2038,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2039,youth_flag,False,0
EA2039,permits_2026_total,150,150.0
EA2039,has_harvest,True,1
EA2039,has_bonus_draw,False,0
EA2039,has_antlerless_draw,False,0
EA2039,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2039,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EA2040,youth_flag,False,0
EA2040,permits_2026_total,150,150.0
EA2040,has_harvest,True,1
EA2040,has_bonus_draw,False,0
EA2040,has_antlerless_draw,False,0
EA2040,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2040,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EA2041,youth_flag,False,0
EA2041,permit_status,NO_QUOTA_PUBLISHED,MISSING
EA2041,has_harvest,True,1
EA2041,has_bonus_draw,False,0
EA2041,has_antlerless_draw,False,0
EA2041,permit_overlay_source,2026_elk_antlerless__total.xlsx,
EA2041,data_status,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,MISSING_CONSERVATION_SOURCE
EA2045,youth_flag,False,0
EA2045,permit_status,NO_QUOTA_PUBLISHED,MISSING
EA2045,has_harvest,True,1
EA2045,has_bonus_draw,False,0
EA2045,has_antlerless_draw,False,0
EA2045,permit_overlay_source,2026_elk_antlerless__total.xlsx,
EA2045,data_status,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,MISSING_CONSERVATION_SOURCE
EA2046,youth_flag,False,0
EA2046,permits_2026_total,25,50.0
EA2046,has_harvest,True,1
EA2046,has_bonus_draw,False,0
EA2046,has_antlerless_draw,False,0
EA2046,permit_overlay_source,2026_elk_antlerless__total.xlsx,hunt_join_2025.1.csv
EA2046,source_authority,Utah DWR Hunt Planner,official_uploaded_source
EB1000,youth_flag,False,0
EB1000,permits_2026_total,1,
EB1000,permit_status,TOTAL_ONLY,MISSING
EB1000,has_harvest,True,1
EB1000,has_bonus_draw,False,0
EB1000,has_antlerless_draw,False,0
EB1000,permit_overlay_source,8C1294DD__2025-27_conservation_permits.pdf,
EB1000,data_status,COMPLETE_TOTAL_ONLY,MISSING_STATEWIDE_SOURCE
EB1001,youth_flag,False,0
EB1001,permit_status,NO_QUOTA_PUBLISHED,MISSING
EB1001,has_harvest,True,1
EB1001,has_bonus_draw,False,0
EB1001,has_antlerless_draw,False,0
EB1001,permit_overlay_source,2026_elk_bull_general_anybull.xlsx,
EB1001,data_status,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,MISSING_GENERAL_SOURCE
EB1002,youth_flag,False,0
EB1002,permit_status,NO_QUOTA_PUBLISHED,MISSING
EB1002,has_harvest,True,1
EB1002,has_bonus_draw,False,0
EB1002,has_antlerless_draw,False,0
EB1002,permit_overlay_source,2026_elk_bull_general_anybull.xlsx,
EB1002,data_status,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,MISSING_GENERAL_SOURCE
EB1003,youth_flag,False,0
EB1003,permit_status,NO_QUOTA_PUBLISHED,MISSING
EB1003,has_harvest,True,1
EB1003,has_bonus_draw,False,0
EB1003,has_antlerless_draw,False,0
EB1003,permit_overlay_source,2026_elk_general_spikeonly.xlsx,
EB1003,data_status,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,MISSING_GENERAL_SOURCE
EB1004,youth_flag,False,0
EB1004,permit_status,NO_QUOTA_PUBLISHED,MISSING
EB1004,has_harvest,True,1
EB1004,has_bonus_draw,False,0
EB1004,has_antlerless_draw,False,0
EB1004,permit_overlay_source,2026_elk_general_spikeonly.xlsx,
EB1004,data_status,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,MISSING_GENERAL_SOURCE
EB1005,youth_flag,False,0
EB1005,permit_status,NO_QUOTA_PUBLISHED,MISSING
EB1005,has_harvest,True,1
EB1005,has_bonus_draw,False,0
EB1005,has_antlerless_draw,False,0
EB1005,permit_overlay_source,2026_elk_all.xlsx,
EB1005,data_status,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,MISSING_GENERAL_SOURCE
EB1007,youth_flag,True,1
EB1007,permits_2026_total,750,750.0
EB1007,has_harvest,True,1
EB1007,has_bonus_draw,False,0
EB1007,has_antlerless_draw,False,0
EB1007,permit_overlay_source,2026_elk_bull_general_anybull.xlsx,
EB1009,youth_flag,False,0
EB1009,permit_status,NO_QUOTA_PUBLISHED,MISSING
EB1009,has_harvest,True,1
EB1009,has_bonus_draw,False,0
EB1009,has_antlerless_draw,False,0
EB1009,permit_overlay_source,2026_elk_general_spikeonly.xlsx,
EB1009,data_status,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,MISSING_GENERAL_SOURCE
EB1010,youth_flag,False,0
EB1010,permit_status,NO_QUOTA_PUBLISHED,MISSING
EB1010,has_harvest,True,1
EB1010,has_bonus_draw,False,0
EB1010,has_antlerless_draw,False,0
EB1010,permit_overlay_source,2026_elk_bull_general_anybull.xlsx,
EB1010,data_status,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,MISSING_GENERAL_SOURCE
EB1011,hunt_name,outh General Season Bull Elk,Youth General Season Bull Elk
EB1011,youth_flag,False,0
EB1011,permit_status,NO_QUOTA_PUBLISHED,MISSING
EB1011,has_harvest,True,1
EB1011,has_bonus_draw,False,0
EB1011,has_antlerless_draw,False,0
EB1011,permit_overlay_source,2026_elk_general_anybull_youth.xlsx,
EB1011,data_status,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,MISSING_YOUTH_SOURCE
EB1012,youth_flag,False,0
EB1012,permits_2026_total,500,500.0
EB1012,has_harvest,True,1
EB1012,has_bonus_draw,False,0
EB1012,has_antlerless_draw,False,0
EB1012,permit_overlay_source,2026_elk_bull_general_anybull.xlsx,
EB3000,youth_flag,False,0
EB3000,has_harvest,True,1
EB3000,has_bonus_draw,False,0
EB3000,has_antlerless_draw,False,0
EB3002,youth_flag,False,0
EB3002,has_harvest,True,1
EB3002,has_bonus_draw,False,0
EB3002,has_antlerless_draw,False,0
EB3003,youth_flag,False,0
EB3003,has_harvest,True,1
EB3003,has_bonus_draw,False,0
EB3003,has_antlerless_draw,False,0
EB3005,youth_flag,False,0
EB3005,has_harvest,True,1
EB3005,has_bonus_draw,False,0
EB3005,has_antlerless_draw,False,0
EB3006,youth_flag,False,0
EB3006,has_harvest,True,1
EB3006,has_bonus_draw,False,0
EB3006,has_antlerless_draw,False,0
EB3008,youth_flag,False,0
EB3008,has_harvest,True,1
EB3008,has_bonus_draw,False,0
EB3008,has_antlerless_draw,False,0
EB3009,youth_flag,False,0
EB3009,has_harvest,True,1
EB3009,has_bonus_draw,False,0
EB3009,has_antlerless_draw,False,0
EB3010,youth_flag,False,0
EB3010,has_harvest,True,1
EB3010,has_bonus_draw,False,0
EB3010,has_antlerless_draw,False,0
EB3011,youth_flag,False,0
EB3011,has_harvest,True,1
EB3011,has_bonus_draw,False,0
EB3011,has_antlerless_draw,False,0
EB3013,youth_flag,False,0
EB3013,has_harvest,True,1
EB3013,has_bonus_draw,False,0
EB3013,has_antlerless_draw,False,0
EB3015,youth_flag,False,0
EB3015,has_harvest,True,1
EB3015,has_bonus_draw,False,0
EB3015,has_antlerless_draw,False,0
EB3018,youth_flag,False,0
EB3018,has_harvest,True,1
EB3018,has_bonus_draw,False,0
EB3018,has_antlerless_draw,False,0
EB3019,youth_flag,False,0
EB3019,has_harvest,True,1
EB3019,has_bonus_draw,False,0
EB3019,has_antlerless_draw,False,0
EB3020,youth_flag,False,0
EB3020,has_harvest,True,1
EB3020,has_bonus_draw,False,0
EB3020,has_antlerless_draw,False,0
EB3022,youth_flag,False,0
EB3022,has_harvest,True,1
EB3022,has_bonus_draw,False,0
EB3022,has_antlerless_draw,False,0
EB3024,youth_flag,False,0
EB3024,has_harvest,True,1
EB3024,has_bonus_draw,False,0
EB3024,has_antlerless_draw,False,0
EB3025,youth_flag,False,0
EB3025,has_harvest,True,1
EB3025,has_bonus_draw,False,0
EB3025,has_antlerless_draw,False,0
EB3028,youth_flag,False,0
EB3028,has_harvest,True,1
EB3028,has_bonus_draw,False,0
EB3028,has_antlerless_draw,False,0
EB3031,youth_flag,False,0
EB3031,has_harvest,True,1
EB3031,has_bonus_draw,False,0
EB3031,has_antlerless_draw,False,0
EB3032,youth_flag,False,0
EB3032,has_harvest,True,1
EB3032,has_bonus_draw,False,0
EB3032,has_antlerless_draw,False,0
EB3033,youth_flag,False,0
EB3033,has_harvest,True,1
EB3033,has_bonus_draw,False,0
EB3033,has_antlerless_draw,False,0
EB3036,youth_flag,False,0
EB3036,has_harvest,True,1
EB3036,has_bonus_draw,False,0
EB3036,has_antlerless_draw,False,0
EB3037,youth_flag,False,0
EB3037,has_harvest,True,1
EB3037,has_bonus_draw,False,0
EB3037,has_antlerless_draw,False,0
EB3038,youth_flag,False,0
EB3038,has_harvest,True,1
EB3038,has_bonus_draw,False,0
EB3038,has_antlerless_draw,False,0
EB3039,youth_flag,False,0
EB3039,has_harvest,True,1
EB3039,has_bonus_draw,False,0
EB3039,has_antlerless_draw,False,0
EB3042,youth_flag,False,0
EB3042,has_harvest,True,1
EB3042,has_bonus_draw,False,0
EB3042,has_antlerless_draw,False,0
EB3043,youth_flag,False,0
EB3043,has_harvest,True,1
EB3043,has_bonus_draw,False,0
EB3043,has_antlerless_draw,False,0
EB3044,youth_flag,False,0
EB3044,has_harvest,True,1
EB3044,has_bonus_draw,False,0
EB3044,has_antlerless_draw,False,0
EB3045,youth_flag,False,0
EB3045,has_harvest,True,1
EB3045,has_bonus_draw,False,0
EB3045,has_antlerless_draw,False,0
EB3046,youth_flag,False,0
EB3046,has_harvest,True,1
EB3046,has_bonus_draw,False,0
EB3046,has_antlerless_draw,False,0
EB3047,youth_flag,False,0
EB3047,has_harvest,True,1
EB3047,has_bonus_draw,False,0
EB3047,has_antlerless_draw,False,0
EB3048,youth_flag,False,0
EB3048,has_harvest,True,1
EB3048,has_bonus_draw,False,0
EB3048,has_antlerless_draw,False,0
EB3049,youth_flag,False,0
EB3049,has_harvest,True,1
EB3049,has_bonus_draw,False,0
EB3049,has_antlerless_draw,False,0
EB3050,youth_flag,False,0
EB3050,has_harvest,True,1
EB3050,has_bonus_draw,False,0
EB3050,has_antlerless_draw,False,0
EB3053,youth_flag,False,0
EB3053,has_harvest,True,1
EB3053,has_bonus_draw,False,0
EB3053,has_antlerless_draw,False,0
EB3056,youth_flag,False,0
EB3056,has_harvest,True,1
EB3056,has_bonus_draw,False,0
EB3056,has_antlerless_draw,False,0
EB3057,youth_flag,False,0
EB3057,has_harvest,True,1
EB3057,has_bonus_draw,False,0
EB3057,has_antlerless_draw,False,0
EB3063,youth_flag,False,0
EB3063,has_harvest,True,1
EB3063,has_bonus_draw,False,0
EB3063,has_antlerless_draw,False,0
EB3064,youth_flag,False,0
EB3064,has_harvest,True,1
EB3064,has_bonus_draw,False,0
EB3064,has_antlerless_draw,False,0
EB3065,youth_flag,False,0
EB3065,has_harvest,True,1
EB3065,has_bonus_draw,False,0
EB3065,has_antlerless_draw,False,0
EB3066,youth_flag,False,0
EB3066,has_harvest,True,1
EB3066,has_bonus_draw,False,0
EB3066,has_antlerless_draw,False,0
EB3067,youth_flag,False,0
EB3067,has_harvest,True,1
EB3067,has_bonus_draw,False,0
EB3067,has_antlerless_draw,False,0
EB3068,youth_flag,False,0
EB3068,has_harvest,True,1
EB3068,has_bonus_draw,False,0
EB3068,has_antlerless_draw,False,0
EB3069,youth_flag,False,0
EB3069,has_harvest,True,1
EB3069,has_bonus_draw,False,0
EB3069,has_antlerless_draw,False,0
EB3072,youth_flag,False,0
EB3072,has_harvest,True,1
EB3072,has_bonus_draw,False,0
EB3072,has_antlerless_draw,False,0
EB3073,youth_flag,False,0
EB3073,has_harvest,True,1
EB3073,has_bonus_draw,False,0
EB3073,has_antlerless_draw,False,0
EB3077,youth_flag,False,0
EB3077,has_harvest,True,1
EB3077,has_bonus_draw,False,0
EB3077,has_antlerless_draw,False,0
EB3079,youth_flag,False,0
EB3079,has_harvest,True,1
EB3079,has_bonus_draw,False,0
EB3079,has_antlerless_draw,False,0
EB3081,youth_flag,False,0
EB3081,has_harvest,True,1
EB3081,has_bonus_draw,False,0
EB3081,has_antlerless_draw,False,0
EB3083,youth_flag,False,0
EB3083,has_harvest,True,1
EB3083,has_bonus_draw,False,0
EB3083,has_antlerless_draw,False,0
EB3084,youth_flag,False,0
EB3084,has_harvest,True,1
EB3084,has_bonus_draw,False,0
EB3084,has_antlerless_draw,False,0
EB3086,youth_flag,False,0
EB3086,has_harvest,True,1
EB3086,has_bonus_draw,False,0
EB3086,has_antlerless_draw,False,0
EB3087,youth_flag,False,0
EB3087,has_harvest,True,1
EB3087,has_bonus_draw,False,0
EB3087,has_antlerless_draw,False,0
EB3088,youth_flag,False,0
EB3088,has_harvest,True,1
EB3088,has_bonus_draw,False,0
EB3088,has_antlerless_draw,False,0
EB3089,youth_flag,False,0
EB3089,has_harvest,True,1
EB3089,has_bonus_draw,False,0
EB3089,has_antlerless_draw,False,0
EB3091,youth_flag,False,0
EB3091,has_harvest,True,1
EB3091,has_bonus_draw,False,0
EB3091,has_antlerless_draw,False,0
EB3093,youth_flag,False,0
EB3093,has_harvest,True,1
EB3093,has_bonus_draw,False,0
EB3093,has_antlerless_draw,False,0
EB3096,youth_flag,False,0
EB3096,has_harvest,True,1
EB3096,has_bonus_draw,False,0
EB3096,has_antlerless_draw,False,0
EB3097,youth_flag,False,0
EB3097,has_harvest,True,1
EB3097,has_bonus_draw,False,0
EB3097,has_antlerless_draw,False,0
EB3098,youth_flag,False,0
EB3098,has_harvest,True,1
EB3098,has_bonus_draw,False,0
EB3098,has_antlerless_draw,False,0
EB3100,youth_flag,False,0
EB3100,has_harvest,True,1
EB3100,has_bonus_draw,False,0
EB3100,has_antlerless_draw,False,0
EB3102,youth_flag,False,0
EB3102,has_harvest,True,1
EB3102,has_bonus_draw,False,0
EB3102,has_antlerless_draw,False,0
EB3104,youth_flag,False,0
EB3104,has_harvest,True,1
EB3104,has_bonus_draw,False,0
EB3104,has_antlerless_draw,False,0
EB3105,youth_flag,False,0
EB3105,has_harvest,True,1
EB3105,has_bonus_draw,False,0
EB3105,has_antlerless_draw,False,0
EB3107,youth_flag,False,0
EB3107,has_harvest,True,1
EB3107,has_bonus_draw,False,0
EB3107,has_antlerless_draw,False,0
EB3108,youth_flag,False,0
EB3108,has_harvest,True,1
EB3108,has_bonus_draw,False,0
EB3108,has_antlerless_draw,False,0
EB3110,youth_flag,False,0
EB3110,has_harvest,True,1
EB3110,has_bonus_draw,False,0
EB3110,has_antlerless_draw,False,0
EB3111,youth_flag,False,0
EB3111,has_harvest,True,1
EB3111,has_bonus_draw,False,0
EB3111,has_antlerless_draw,False,0
EB3112,youth_flag,False,0
EB3112,has_harvest,True,1
EB3112,has_bonus_draw,False,0
EB3112,has_antlerless_draw,False,0
EB3113,youth_flag,False,0
EB3113,has_harvest,True,1
EB3113,has_bonus_draw,False,0
EB3113,has_antlerless_draw,False,0
EB3115,youth_flag,False,0
EB3115,has_harvest,True,1
EB3115,has_bonus_draw,False,0
EB3115,has_antlerless_draw,False,0
EB3117,youth_flag,False,0
EB3117,has_harvest,True,1
EB3117,has_bonus_draw,False,0
EB3117,has_antlerless_draw,False,0
EB3120,youth_flag,False,0
EB3120,has_harvest,True,1
EB3120,has_bonus_draw,False,0
EB3120,has_antlerless_draw,False,0
EB3121,youth_flag,False,0
EB3121,has_harvest,True,1
EB3121,has_bonus_draw,False,0
EB3121,has_antlerless_draw,False,0
EB3122,youth_flag,False,0
EB3122,has_harvest,True,1
EB3122,has_bonus_draw,False,0
EB3122,has_antlerless_draw,False,0
EB3124,youth_flag,False,0
EB3124,has_harvest,True,1
EB3124,has_bonus_draw,False,0
EB3124,has_antlerless_draw,False,0
EB3126,youth_flag,False,0
EB3126,has_harvest,True,1
EB3126,has_bonus_draw,False,0
EB3126,has_antlerless_draw,False,0
EB3127,youth_flag,False,0
EB3127,has_harvest,True,1
EB3127,has_bonus_draw,False,0
EB3127,has_antlerless_draw,False,0
EB3128,youth_flag,False,0
EB3128,permits_2026_total,1,
EB3128,permit_status,TOTAL_ONLY,MISSING
EB3128,has_harvest,True,1
EB3128,has_bonus_draw,False,0
EB3128,has_antlerless_draw,False,0
EB3128,permit_overlay_source,8C1294DD__2025-27_conservation_permits.pdf,
EB3128,data_status,COMPLETE_TOTAL_ONLY,MISSING_CONSERVATION_SOURCE
EB3130,youth_flag,False,0
EB3130,has_harvest,True,1
EB3130,has_bonus_draw,False,0
EB3130,has_antlerless_draw,False,0
EB3132,youth_flag,False,0
EB3132,has_harvest,True,1
EB3132,has_bonus_draw,False,0
EB3132,has_antlerless_draw,False,0
EB3135,youth_flag,False,0
EB3135,has_harvest,True,1
EB3135,has_bonus_draw,False,0
EB3135,has_antlerless_draw,False,0
EB3136,youth_flag,False,0
EB3136,has_harvest,True,1
EB3136,has_bonus_draw,False,0
EB3136,has_antlerless_draw,False,0
EB3137,youth_flag,False,0
EB3137,has_harvest,True,1
EB3137,has_bonus_draw,False,0
EB3137,has_antlerless_draw,False,0
EB3139,youth_flag,False,0
EB3139,has_harvest,True,1
EB3139,has_bonus_draw,False,0
EB3139,has_antlerless_draw,False,0
EB3142,youth_flag,False,0
EB3142,has_harvest,True,1
EB3142,has_bonus_draw,False,0
EB3142,has_antlerless_draw,False,0
EB3143,youth_flag,False,0
EB3143,has_harvest,True,1
EB3143,has_bonus_draw,False,0
EB3143,has_antlerless_draw,False,0
EB3144,youth_flag,False,0
EB3144,has_harvest,True,1
EB3144,has_bonus_draw,False,0
EB3144,has_antlerless_draw,False,0
EB3145,youth_flag,False,0
EB3145,has_harvest,True,1
EB3145,has_bonus_draw,False,0
EB3145,has_antlerless_draw,False,0
EB3146,youth_flag,False,0
EB3146,has_harvest,True,1
EB3146,has_bonus_draw,False,0
EB3146,has_antlerless_draw,False,0
EB3147,youth_flag,False,0
EB3147,has_harvest,True,1
EB3147,has_bonus_draw,False,0
EB3147,has_antlerless_draw,False,0
EB3148,youth_flag,False,0
EB3148,has_harvest,True,1
EB3148,has_bonus_draw,False,0
EB3148,has_antlerless_draw,False,0
EB3149,youth_flag,False,0
EB3149,has_harvest,True,1
EB3149,has_bonus_draw,False,0
EB3149,has_antlerless_draw,False,0
EB3150,youth_flag,False,0
EB3150,has_harvest,True,1
EB3150,has_bonus_draw,False,0
EB3150,has_antlerless_draw,False,0
EB3151,youth_flag,False,0
EB3151,has_harvest,True,1
EB3151,has_bonus_draw,False,0
EB3151,has_antlerless_draw,False,0
EB3152,youth_flag,False,0
EB3152,has_harvest,True,1
EB3152,has_bonus_draw,False,0
EB3152,has_antlerless_draw,False,0
EB3153,youth_flag,False,0
EB3153,has_harvest,True,1
EB3153,has_bonus_draw,False,0
EB3153,has_antlerless_draw,False,0
EB3154,youth_flag,False,0
EB3154,has_harvest,True,1
EB3154,has_bonus_draw,False,0
EB3154,has_antlerless_draw,False,0
EB3155,youth_flag,False,0
EB3155,has_harvest,True,1
EB3155,has_bonus_draw,False,0
EB3155,has_antlerless_draw,False,0
EB3156,youth_flag,False,0
EB3156,has_harvest,True,1
EB3156,has_bonus_draw,False,0
EB3156,has_antlerless_draw,False,0
EB3157,youth_flag,False,0
EB3157,has_harvest,True,1
EB3157,has_bonus_draw,False,0
EB3157,has_antlerless_draw,False,0
EB3158,youth_flag,False,0
EB3158,has_harvest,True,1
EB3158,has_bonus_draw,False,0
EB3158,has_antlerless_draw,False,0
EB3159,youth_flag,False,0
EB3159,has_harvest,True,1
EB3159,has_bonus_draw,False,0
EB3159,has_antlerless_draw,False,0
EB3160,youth_flag,False,0
EB3160,has_harvest,True,1
EB3160,has_bonus_draw,False,0
EB3160,has_antlerless_draw,False,0
EB3161,youth_flag,False,0
EB3161,has_harvest,True,1
EB3161,has_bonus_draw,False,0
EB3161,has_antlerless_draw,False,0
EB3162,youth_flag,False,0
EB3162,has_harvest,True,1
EB3162,has_bonus_draw,False,0
EB3162,has_antlerless_draw,False,0
EB3163,youth_flag,False,0
EB3163,has_harvest,True,1
EB3163,has_bonus_draw,False,0
EB3163,has_antlerless_draw,False,0
EB3164,youth_flag,False,0
EB3164,has_harvest,True,1
EB3164,has_bonus_draw,False,0
EB3164,has_antlerless_draw,False,0
EB3165,youth_flag,False,0
EB3165,has_harvest,True,1
EB3165,has_bonus_draw,False,0
EB3165,has_antlerless_draw,False,0
EB3166,youth_flag,False,0
EB3166,has_harvest,True,1
EB3166,has_bonus_draw,False,0
EB3166,has_antlerless_draw,False,0
EB3167,youth_flag,False,0
EB3167,has_harvest,True,1
EB3167,has_bonus_draw,False,0
EB3167,has_antlerless_draw,False,0
EB3168,youth_flag,False,0
EB3168,has_harvest,True,1
EB3168,has_bonus_draw,False,0
EB3168,has_antlerless_draw,False,0
EB3169,youth_flag,False,0
EB3169,has_harvest,True,1
EB3169,has_bonus_draw,False,0
EB3169,has_antlerless_draw,False,0
EB3170,youth_flag,False,0
EB3170,has_harvest,True,1
EB3170,has_bonus_draw,False,0
EB3170,has_antlerless_draw,False,0
EB3171,youth_flag,False,0
EB3171,has_harvest,True,1
EB3171,has_bonus_draw,False,0
EB3171,has_antlerless_draw,False,0
EB3172,youth_flag,False,0
EB3172,has_harvest,True,1
EB3172,has_bonus_draw,False,0
EB3172,has_antlerless_draw,False,0
EB3173,youth_flag,False,0
EB3173,has_harvest,True,1
EB3173,has_bonus_draw,False,0
EB3173,has_antlerless_draw,False,0
EB3174,youth_flag,False,0
EB3174,has_harvest,True,1
EB3174,has_bonus_draw,False,0
EB3174,has_antlerless_draw,False,0
EB3175,youth_flag,False,0
EB3175,has_harvest,True,1
EB3175,has_bonus_draw,False,0
EB3175,has_antlerless_draw,False,0
EB3176,youth_flag,False,0
EB3176,has_harvest,True,1
EB3176,has_bonus_draw,False,0
EB3176,has_antlerless_draw,False,0
EB3177,youth_flag,False,0
EB3177,has_harvest,True,1
EB3177,has_bonus_draw,False,0
EB3177,has_antlerless_draw,False,0
EB3178,youth_flag,False,0
EB3178,has_harvest,True,1
EB3178,has_bonus_draw,False,0
EB3178,has_antlerless_draw,False,0
EB3179,youth_flag,False,0
EB3179,has_harvest,True,1
EB3179,has_bonus_draw,False,0
EB3179,has_antlerless_draw,False,0
EB3180,youth_flag,False,0
EB3180,has_harvest,True,1
EB3180,has_bonus_draw,False,0
EB3180,has_antlerless_draw,False,0
EB3181,youth_flag,False,0
EB3181,has_harvest,True,1
EB3181,has_bonus_draw,False,0
