OBJECTID,species,hunt_num,hunt_name,include_in_fall_recs,include_in_spring_recs,requires_tooth_packet,boundary_id,mgmt_unit_key,hunt_status,hunt_type,weapon,season_timing,last_season_date,adm_region,tribal_split,non_res,notes,public_advisories,rec_status,boundary_description,is_new_hunt,boundary_filename,rec_type,rec_unit_key,rec_unit_name,hunt_year,sex_type
1109,Deer,DB1512,Nine Mile,Y,Y,N,615,11,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,GS,11,Nine Mile,2025,Male Only
1110,Deer,DB1065,North Slope,Y,Y,N,612,8,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,NRO,0,TRUE,,,Board Approved,,FALSE,,GS,8,North Slope,2025,Male Only
1111,Deer,DB1594,Panguitch Lake,Y,Y,N,634,28,Active,General Season,Early Any Legal Weapon,Early Any Legal Weapon,Oct 08 2025 - Oct 12 2025,,0,TRUE,,General-season spike elk hunt and cow elk hunt will occur during this hunt.,Board Approved,,FALSE,,GS,28,Panguitch Lake,2025,Male Only
1112,Deer,DB1573,North Slope,Y,Y,N,612,8,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,NRO,0,TRUE,,,Board Approved,,FALSE,,GS,8,North Slope,2025,Male Only
1113,Deer,DB1595,Pine Valley,Y,Y,N,636,30,Active,General Season,Early Any Legal Weapon,Early Any Legal Weapon,Oct 08 2025 - Oct 12 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,30,Pine Valley,2025,Male Only
1114,Deer,DB1556,"Wasatch Mtns, West",Y,Y,N,620,17A,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,GS,17A,"Wasatch Mtns, West",2025,Male Only
1115,Deer,DB1526,"Wasatch Mtns, West",Y,Y,N,620,17A,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,GS,17A,"Wasatch Mtns, West",2025,Male Only
1116,Deer,DB1087,"Wasatch Mtns, West",Y,Y,N,620,17A,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,CRO,0,TRUE,,This is a Limited-entry hunt that takes place on a General-season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,17A,"Wasatch Mtns, West",2025,Male Only
1117,Deer,DB1509,"La Sal, La Sal Mtns",Y,Y,N,617,13A,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,GS,13A,"La Sal, La Sal Mtns",2025,Male Only
1118,Deer,DB1583,Yellowstone,Y,Y,N,613,9A,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,NERO,0,TRUE,,,Board Approved,,FALSE,,GS,9A,Yellowstone,2025,Male Only
1119,Deer,DX0003,Uinta Basin,Y,N,N,218,MULTIPLE,Active,General Season,Extended Archery,,Sept 13 2025 - Nov 30 2025,,0,TRUE,,,Board Approved,,FALSE,,None,MULTIPLE,,2025,Hunter's Choice
1120,Deer,DB1058,Paunsaugunt,Y,Y,Y,163,27,Active,Cactus Buck,Any Legal Weapon,,Nov 01 2025 - Nov 20 2025,,0,TRUE,,Overlaps management buck hunt. May be DWR capture and survey work occurring.,Board Approved,,FALSE,,PLE,27,Paunsaugunt,2025,Male Only
1121,Deer,DB1002,Antelope Island,Y,Y,Y,1,31,Active,Premium Limited Entry,Any Legal Weapon,,Nov 12 2025 - Nov 19 2025,,0,FALSE,Dates as per MOU. Wednesday after the second Monday.,,Board Approved,,FALSE,,PLE,31,Antelope Island,2025,Male Only
1122,Deer,DB1003,Henry Mtns,Y,Y,Y,94,15,Active,Premium Limited Entry,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,PLE,15,Henry Mtns,2025,Male Only
1123,Deer,DB1005,Henry Mtns,Y,Y,Y,94,15,Active,Premium Limited Entry,Muzzleloader,,Sept 24 2025 - Oct 02 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,PLE,15,Henry Mtns,2025,Male Only
1124,Deer,DB1519,Fishlake,Y,Y,N,633,25A,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,25A,Fishlake,2025,Male Only
1125,Deer,DB1001,Paunsaugunt,Y,Y,Y,163,27,Active,Premium Limited Entry,Archery,,Aug 16 2025 - Sept 12 2025,,0,TRUE,,,Board Approved,,FALSE,,PLE,27,Paunsaugunt,2025,Male Only
1126,Deer,DX0009,"Nine Mile, Green River Valley",Y,N,N,6,11B,Active,General Season,Extended Archery,,Sept 13 2025 - Oct 15 2025,,0,TRUE,,,Board Approved,,FALSE,,None,11,Nine Mile,2025,Hunter's Choice
1127,Deer,DX0004,Wasatch Front,Y,N,N,282,MULTIPLE,Active,General Season,Extended Archery,,Sept 13 2025 - Nov 30 2025,,0,TRUE,,,Board Approved,,FALSE,,None,MULTIPLE,,2025,Hunter's Choice
1128,Deer,DX0008,Sanpete Valley,Y,N,N,311,16A,Active,General Season,Extended Archery,,Sept 13 2025 - Oct 15 2025,,0,TRUE,,,Board Approved,,FALSE,,None,16A,,2025,Hunter's Choice
1129,Deer,DB1577,Pine Valley,Y,Y,N,636,30,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,30,Pine Valley,2025,Male Only
1130,Deer,DB1010,Paunsaugunt,Y,Y,Y,163,27,Active,Management Buck,Any Legal Weapon,,Nov 01 2025 - Nov 20 2025,,0,TRUE,Need to start this hunt at first of November every year. Trophy hunt goes to the end of October every year.,Overlaps cactus buck hunt. May be DWR capture and survey work occurring.,Board Approved,,FALSE,,PLE,27,Paunsaugunt,2025,Male Only
1131,Deer,DB1544,Ogden,Y,Y,N,609,3,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,NRO,0,TRUE,,,Board Approved,,FALSE,,GS,3,Ogden,2025,Male Only
1132,Deer,DB1106,Thousand Lakes,Y,Y,Y,632,25B,Active,Limited Entry,Archery Restricted,,Aug 16 2025 - Sept 12 2025,,,TRUE,Restricted Archery Equipment Only,Restricted Archery Equipment Only,Board Approved,,TRUE,,LE,25B,Thousand Lakes,2025,Male Only
1133,Deer,DB1616,"Beaver, West",Y,Y,N,672,22A,Active,General Season,Rifle Restricted,,Oct 18 2025 - Oct 26 2025,,,TRUE,Restricted Weapons Only,Restricted Weapons Only,Board Approved,,TRUE,,GS,22A,"Beaver, West",2025,Male Only
1134,Deer,DB1084,Boulder/Kaiparowits,Y,Y,N,455,25C_26,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,SRO,0,TRUE,,The Division may be conducting aerial surveys or big game captures during the season dates of this hunt.,Board Approved,,FALSE,,GS,25C_26,Boulder/Kaiparowits,2025,Male Only
1135,Deer,DB1619,"West Desert, Swasey",Y,Y,N,926,19D,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,,,TRUE,,,Board Approved,,TRUE,,GS,19D,"West Desert, Swasey",2025,Male Only
1136,Deer,DB1112,"West Desert, Swasey",Y,Y,N,926,19D,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,,,TRUE,,,Board Approved,,TRUE,,GS,19D,"West Desert, Swasey",2025,Male Only
1137,Deer,DB1612,"Beaver, East",Y,Y,N,685,22B,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,,,TRUE,,,Board Approved,,TRUE,,GS,22B,"Beaver, East",2025,Male Only
1138,Deer,DB1621,Oquirrh/Tintic,Y,Y,N,927,18B,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,,,TRUE,,,Board Approved,,TRUE,,GS,18B,Oquirrh/Tintic,2025,Male Only
1139,Deer,DB1622,Oquirrh/Tintic,Y,Y,N,927,18B,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,,,TRUE,,,Board Approved,,TRUE,,GS,18B,Oquirrh/Tintic,2025,Male Only
1140,Deer,DB1625,Cedar/Stansbury,Y,Y,N,925,18A,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,,,TRUE,,,Board Approved,,TRUE,,GS,18A,Cedar/Stansbury,2025,Male Only
1141,Deer,DB1113,Oquirrh/Tintic,Y,Y,N,927,18B,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,,,TRUE,,,Board Approved,,TRUE,,GS,18B,Oquirrh/Tintic,2025,Male Only
1142,Deer,DB1534,Nebo,Y,Y,N,616,16A,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,GS,16A,Nebo,2025,Male Only
1143,Deer,DB1504,Nebo,Y,Y,N,616,16A,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,GS,16A,Nebo,2025,Male Only
1144,Deer,DB1631,Box Elder,Y,Y,N,607,1,Active,General Season,Early Any Legal Weapon,,Oct 08 2025 - Oct 12 2025,,,TRUE,New hunt. Spreading hunters out between two seasons.,,Board Approved,,TRUE,,GS,1,Box Elder,2025,Male Only
1145,Deer,DB1521,"San Juan, Abajo Mtns",Y,Y,N,618,14A,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,GS,14A,"San Juan, Abajo Mtns",2025,Male Only
1146,Deer,DB1116,"San Juan, Mancos Mesa",Y,Y,Y,929,14B,Active,Limited Entry,"Handgun, Archery, Muzzleloader, Shotgun, Straight-walled Rifle",,Nov 08 2025 - Nov 30 2025,,,TRUE,"San Juan, Mancos Mesa, Hunt # DB1116, Boundary ID 929",,Board Approved,,TRUE,,HAMS,14B,"San Juan, Elk Ridge",2025,Male Only
1147,Deer,DB1552,Vernal/Bonanza,Y,Y,N,614,9B,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,NERO,0,TRUE,,,Board Approved,,FALSE,,GS,9B,Vernal/Bonanza,2025,Male Only
1148,Deer,DB1503,Manti/San Rafael,Y,Y,N,619,16B_12,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,GS,16B_12,Manti/San Rafael,2025,Male Only
1149,Deer,DB1598,North Slope,Y,Y,N,612,8,Active,General Season,Early Any Legal Weapon,Early Any Legal Weapon,Oct 08 2025 - Oct 12 2025,NRO,0,TRUE,,,Board Approved,,FALSE,,GS,8,North Slope,2025,Male Only
1150,Deer,DB1091,Kaiparowits HAMSS,Y,Y,N,314,25C_26,Active,Limited Entry,"Handgun, Archery, Muzzleloader, Shotgun, Straight-walled Rifle",,Nov 08 2025 - Nov 30 2025,,0,TRUE,,The Division may be conducting aerial surveys or big game captures during the season dates of this hunt.,Board Approved,,FALSE,,HAMS,26HAMS,Kaiparowits HAMSS,2025,Male Only
1151,Deer,DB1083,Panguitch Lake,Y,Y,N,634,28,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,,0,TRUE,,This is a Limited-entry hunt that takes place on a General-season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,28,Panguitch Lake,2025,Male Only
1152,Deer,DB1040,Southwest Desert,Y,Y,N,625,20,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,GS,20,Southwest Desert,2025,Male Only
1153,Deer,DB1570,Monroe,Y,Y,N,629,23,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,23,Monroe,2025,Male Only
1154,Deer,DB1536,Fillmore,Y,Y,N,802,21AB,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,21AB,Fillmore,2025,Male Only
1155,Deer,DX0005,Utah Lake,Y,N,N,109,19AC,Active,General Season,Extended Archery,,Sept 13 2025 - Nov 30 2025,,0,TRUE,,,Board Approved,,FALSE,,None,19C,"West Desert, Tintic",2025,Hunter's Choice
1156,Deer,DB1028,Fillmore,Y,Y,N,802,21AB,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,21AB,Fillmore,2025,Male Only
1157,Deer,DB1566,Fillmore,Y,Y,N,802,21AB,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,21AB,Fillmore,2025,Male Only
1158,Deer,DB1501,Box Elder,Y,Y,N,607,1,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,NRO,0,TRUE,,,Board Approved,,FALSE,,GS,1,Box Elder,2025,Male Only
1159,Deer,DB1543,North Slope,Y,Y,N,612,8,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,NRO,0,TRUE,,,Board Approved,,FALSE,,GS,8,North Slope,2025,Male Only
1160,Deer,DB1542,Nine Mile,Y,Y,N,615,11,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,GS,11,Nine Mile,2025,Male Only
1161,Deer,DB1541,Mt Dutton,Y,Y,N,630,24,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,24,Mt Dutton,2025,Male Only
1162,Deer,DB1517,Pine Valley,Y,Y,N,636,30,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,30,Pine Valley,2025,Male Only
1163,Deer,DB1524,Southwest Desert,Y,Y,N,625,20,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,GS,20,Southwest Desert,2025,Male Only
1164,Deer,DB1576,Panguitch Lake,Y,Y,N,634,28,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,,0,TRUE,,,Board Approved,,FALSE,,GS,28,Panguitch Lake,2025,Male Only
1165,Deer,DB1525,"Wasatch Mtns, East",Y,Y,N,621,17BC,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,GS,17BC,"Wasatch Mtns, East",2025,Male Only
1166,Deer,DB1080,Nebo,Y,Y,N,616,16A,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,CRO,0,TRUE,,This is a Limited-entry hunt that takes place on a General-season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,16A,Nebo,2025,Male Only
1167,Deer,DB1581,"San Juan, Abajo Mtns",Y,Y,N,618,14A,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,GS,14A,"San Juan, Abajo Mtns",2025,Male Only
1168,Deer,DB1585,"Wasatch Mtns, East",Y,Y,N,621,17BC,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,GS,17BC,"Wasatch Mtns, East",2025,Male Only
1169,Deer,DB1081,"La Sal, La Sal Mtns",Y,Y,N,617,13A,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,SERO,0,TRUE,,This is a Limited-entry hunt that takes place on a General-season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,13A,"La Sal, La Sal Mtns",2025,Male Only
1170,Deer,DB1041,"Wasatch Mtns, East",Y,Y,N,621,17BC,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,CRO,0.22,TRUE,,,Board Approved,,FALSE,,GS,17BC,"Wasatch Mtns, East",2025,Male Only
1171,Deer,DB1586,"Wasatch Mtns, West",Y,Y,N,620,17A,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,GS,17A,"Wasatch Mtns, West",2025,Male Only
1172,Deer,DB1553,Yellowstone,Y,Y,N,613,9A,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,NERO,0,TRUE,,,Board Approved,,FALSE,,GS,9A,Yellowstone,2025,Male Only
1173,Deer,DB1582,Vernal/Bonanza,Y,Y,N,614,9B,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,NERO,0,TRUE,,,Board Approved,,FALSE,,GS,9B,Vernal/Bonanza,2025,Male Only
1174,Deer,DB1539,"La Sal, La Sal Mtns",Y,Y,N,617,13A,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,GS,13A,"La Sal, La Sal Mtns",2025,Male Only
1175,Deer,DB1086,Vernal/Bonanza,Y,Y,N,614,9B,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,NERO,0.11,TRUE,,,Board Approved,,FALSE,,GS,9B,Vernal/Bonanza,2025,Male Only
1176,Deer,DB1522,Vernal/Bonanza,Y,Y,N,614,9B,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,NERO,0,TRUE,,,Board Approved,,FALSE,,GS,9B,Vernal/Bonanza,2025,Male Only
1177,Deer,DB1518,Boulder/Kaiparowits,Y,Y,N,455,25C_26,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,25C_26,Boulder/Kaiparowits,2025,Male Only
1178,Deer,DB1596,Fishlake,Y,Y,N,633,25A,Active,General Season,Early Any Legal Weapon,Early Any Legal Weapon,Oct 08 2025 - Oct 12 2025,SRO,0,TRUE,,This hunt overlaps the spike elk any weapon hunt.,Board Approved,,FALSE,,GS,25A,Fishlake,2025,Male Only
1179,Deer,DB1549,Fishlake,Y,Y,N,633,25A,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,25A,Fishlake,2025,Male Only
1180,Deer,DB1090,"Book Cliffs, Floy Canyon",Y,Y,Y,301,10,Active,Limited Entry,"Handgun, Archery, Muzzleloader, Shotgun, Straight-walled Rifle",,Nov 08 2025 - Nov 30 2025,NERO,0,TRUE,HAMS hunt,The Division may be conducting aerial surveys or big game captures during the season dates of this hunt.,Board Approved,,FALSE,,HAMS,10FLOY,"Book Cliffs, Floy Canyon",2025,Male Only
1181,Deer,DB1603,East Canyon,Y,Y,N,276,5,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,,,TRUE,,This hunt is comprised mostly of private land.,Board Approved,,FALSE,,GS,5,East Canyon,2025,Male Only
1182,Deer,DB1605,East Canyon,Y,Y,N,276,5,Active,General Season,Early Any Legal Weapon,,Oct 08 2025 - Oct 12 2025,,,TRUE,,This hunt is comprised mostly of private land.,Board Approved,,FALSE,,GS,5,East Canyon,2025,Male Only
1183,Deer,DX0012,"Box Elder, West Bear River",Y,N,N,28,1,Active,General Season,Extended Archery,,Sept 13 2025 - Nov 30 2025,,,TRUE,Boundary map and description is the same as hunt DA1001.,This hunt unit is comprised of 100% private land.,Board Approved,,FALSE,,None,1,Box Elder,2025,Hunter's Choice
1184,Deer,DX0006,Herriman South Valley,Y,N,N,101,18,Active,General Season,Extended Archery,,Sept 13 2025 - Nov 30 2025,,0,TRUE,,This hunt is predominantly private property. Please observe trespass laws and other city ordinances.,Board Approved,,FALSE,,None,18,Oquirrh-Stansbury,2025,Hunter's Choice
1185,Deer,DB1105,East Canyon,Y,Y,N,276,5,Active,Limited Entry,"Handgun, Archery, Muzzleloader, Shotgun, Straight-walled Rifle",,Nov 08 2025 - Nov 30 2025,,,TRUE,"HAMS hunt to reduce spread of CWD. Using a later season hunt to target mature bucks on public land around the focal point of detection. Statewide plan, along with data from Colorado and Wyoming support this as a management strategy to reduce the spread of CWD.",Deer captures may be conducted during this time,Board Approved,,FALSE,,HAMS,5,East Canyon,2025,Male Only
1186,Deer,DB1109,Thousand Lakes,Y,Y,Y,632,25B,Active,Limited Entry,Multiseason Restricted,,Multiseason,,,FALSE,Restricted Weapons Only,Restricted Weapons Only,Board Approved,,TRUE,,LE,25B,Thousand Lakes,2025,Male Only
1187,Deer,DB1108,Thousand Lakes,Y,Y,Y,632,25B,Active,Limited Entry,Rifle Restricted,,Oct 18 2025 - Oct 26 2025,,,TRUE,Restricted Weapons Only,Restricted Weapons Only,Board Approved,,TRUE,,LE,25B,Thousand Lakes,2025,Male Only
1188,Deer,DB1107,Thousand Lakes,Y,Y,Y,632,25B,Active,Limited Entry,Muzzleloader Restricted,,Sept 24 2025 - Oct 02 2025,,,TRUE,Restricted Muzzleloader Equipment Only,Restricted Muzzleloader Equipment Only,Board Approved,,TRUE,,LE,25B,Thousand Lakes,2025,Male Only
1189,Deer,DB1615,"Beaver, West",Y,Y,N,672,22A,Active,General Season,Muzzleloader Restricted,,Sept 24 2025 - Oct 02 2025,,,TRUE,Restricted Muzzleloaders Only,Restricted Muzzleloaders Only,Board Approved,,TRUE,,GS,22A,"Beaver, West",2025,Male Only
1190,Deer,DB1111,"Beaver, West",Y,Y,N,672,22A,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,,,TRUE,,,Board Approved,,TRUE,,GS,22A,"Beaver, West",2025,Male Only
1191,Deer,DB1614,"Beaver, West",Y,Y,N,672,22A,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,,,TRUE,,,Board Approved,,TRUE,,GS,22A,"Beaver, West",2025,Male Only
1192,Deer,DB1618,"West Desert, Swasey",Y,Y,N,926,19D,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,,,TRUE,,,Board Approved,,TRUE,,GS,19D,"West Desert, Swasey",2025,Male Only
1193,Deer,DB1617,"West Desert, Swasey",Y,Y,N,926,19D,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,,,TRUE,,,Board Approved,,TRUE,,GS,19D,"West Desert, Swasey",2025,Male Only
1194,Deer,DB1629,Boulder/Kaiparowits,Y,Y,N,455,25C_26,Active,General Season,Rifle Restricted,,Oct 18 2025 - Oct 26 2025,,,TRUE,Restricted Weapons Only,Restricted Weapons Only,Board Approved,,TRUE,,GS,25C_26,Boulder/Kaiparowits,2025,Male Only
1195,Deer,DB1563,Manti/San Rafael,Y,Y,N,619,16B_12,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,GS,16B_12,Manti/San Rafael,2025,Male Only
1196,Deer,DB1012,"Fillmore, Oak Creek LE",Y,Y,Y,85,21C,Active,Limited Entry,Archery,,Aug 16 2025 - Sept 12 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,LE,21C,"Fillmore, Oak Creek LE",2025,Male Only
1197,Deer,DB1620,Oquirrh/Tintic,Y,Y,N,927,18B,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,,,TRUE,,,Board Approved,,TRUE,,GS,18B,Oquirrh/Tintic,2025,Male Only
1198,Deer,DB1611,"Beaver, East",Y,Y,N,685,22B,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,,,TRUE,,,Board Approved,,TRUE,,GS,22B,"Beaver, East",2025,Male Only
1199,Deer,DB1613,"Beaver, East",Y,Y,N,685,22B,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,,,TRUE,,,Board Approved,,TRUE,,GS,22B,"Beaver, East",2025,Male Only
1200,Deer,DB1623,Cedar/Stansbury,Y,Y,N,925,18A,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,,,TRUE,,,Board Approved,,TRUE,,GS,18A,Cedar/Stansbury,2025,Male Only
1201,Deer,DB1624,Cedar/Stansbury,Y,Y,N,925,18A,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,,,TRUE,,,Board Approved,,TRUE,,GS,18A,Cedar/Stansbury,2025,Male Only
1202,Deer,DB1110,"Beaver, East",Y,Y,N,685,22B,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,,,TRUE,,,Board Approved,,TRUE,,GS,22B,"Beaver, East",2025,Male Only
1203,Deer,DB1114,Cedar/Stansbury,Y,Y,N,925,18A,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,,,TRUE,,,Board Approved,,TRUE,,GS,18A,Cedar/Stansbury,2025,Male Only
1204,Deer,DB1628,Cache,Y,Y,N,29,2,Active,General Season,Muzzleloader Restricted,,Sept 24 2025 - Oct 02 2025,,,TRUE,Restricted Muzzleloader Only,Restricted Muzzleloader Only,Board Approved,,TRUE,,GS,2,Cache,2025,Male Only
1205,Deer,DB1627,Cache,Y,Y,N,29,2,Active,General Season,Rifle Restricted,,Oct 18 2025 - Oct 26 2025,,,TRUE,Restricted Weapons Only,Restricted Weapons Only,Board Approved,,TRUE,,GS,2,Cache,2025,Male Only
1206,Deer,DB1119,"La Sal, Moab Valley",Y,Y,Y,930,13A,Active,Limited Entry Other,Any Legal Weapon,,Nov 08 2025 - Nov 23 2025,,,TRUE,Pack Creek CWD Hunt,There are areas within this hunt boundary that have weapons restrictions. Please review the Big Game Regulation Guidebook for these areas with special restrictions,Board Approved,Junction of E 300 S and Hwy 191 in Moab to the Sand Flats Rd Sand Flats Rd to Junction with La Sal Loop Rd S on Loop Rd until Junction with Hwy 191 Hwy 191 to Kane Creek Blvd Kane Creek Blvd to Colorado River Colorado River to bridge where 191 crosses the river 191 to junction with E 300 S,TRUE,PackCreekCWDHunt_Boundary.shp,LE,13A,"La Sal, La Sal Mtns",2025,Male Only
1207,Deer,DB1115,"Henry Mtns, Little Rockies",Y,Y,N,982,15,Active,Limited Entry,Any Legal Weapon,,Nov 08 2025 - Nov 30 2025,,,TRUE,"Henry Mtns, Little Rockies",,Board Approved,,TRUE,,HAMS,15,Henry Mtns,2025,Male Only
1208,Deer,DB1120,"La Sal, Castle Valley",Y,Y,Y,932,13A,Active,Limited Entry Other,Any Legal Weapon,,Nov 08 2025 - Nov 23 2025,,,TRUE,,There are areas within this hunt boundary that have weapons restrictions. Please review the Big Game Regulation Guidebook for these areas with special restrictions,Board Approved,Hwy 128 to the Professor Valley Rd Professor Valley Rd until it meets Professor Creek Professor Creek Mary Jane Canyon and Bunchground Canyon to where the head of Professor Creek crosses the Taylor Flat Road Taylor Flat Rd to the junction of the La Sal Loop Rd La Sal Loop Road to the Sand Flats Rd San Flats Rd until it connects to S 400 E in Moab E 300 S to Hwy 191 Hwy 191 to junction of Hwy 128,TRUE,CastleValleyCWDHunt_Boundary.shp,LE,13A,"La Sal, La Sal Mtns",2025,Male Only
1209,Deer,DB1009,Henry Mtns,Y,Y,Y,94,15,Active,Management Buck,Any Legal Weapon,,Oct 27 2025 - Oct 31 2025,,,TRUE,,,Board Approved,,TRUE,,PLE,15,Henry Mtns,2025,Male Only
1210,Deer,DB1630,Boulder/Kaiparowits,Y,Y,N,455,25C_26,Active,General Season,Muzzleloader Restricted,,Sept 24 2025 - Oct 02 2025,,,TRUE,Restricted Muzzleloader Only,Restricted Muzzleloader Only,Board Approved,,TRUE,,GS,25C_26,Boulder/Kaiparowits,2025,Male Only
1211,Deer,DB0008,Deer Extended Archery Only,Y,Y,N,30010,None,Active,General Season,Extended Archery,,Multiseason,,,TRUE,Deer Extended Archery Only,,Board Approved,,TRUE,,None,,,2025,Hunter's Choice
