OBJECTID_1,SPECIES,km2,acres,date_updated,Shape__Area,Shape__Length
1,mule deer,41350.61,10217959.33,2022/03/30 00:00:00+00,4.0194313249815,95.8105828140679
33,mule deer,41350.61,10217959.33,2022/03/30 00:00:00+00,0.0627594154061626,1.49134966683746
