hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,youth_flag,eligibility_class,season,permits_2025_res,permits_2025_nr,permits_2025_total,avg_points_2025,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,access_type,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,permit_allocation_type,permit_source_authority,permit_note,has_harvest,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,source_authority,data_status,permits_2025_draw_res,permits_2025_draw_nr,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,draw_2025_species_section,permits_2025_draw_total
EA2019,116,"West Desert, Tintic Valley",Elk,Antlerless,Private Lands Only,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2025 - Jan 31 2026,,,60,,50,15,30,13.7,2.8,Private,,,60,TOTAL_ONLY,ANTLERLESS_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx; no resident/nonresident split published in this source.,TRUE,FALSE,FALSE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,Utah DWR Hunt Planner,COMPLETE_TOTAL_ONLY,,,,,,,
DB1607,117,Morgan-South Rich,Deer,General Season,General Season,NONE,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 17 2026 - Oct 25 2026,,,,,516,155,30,3.4,3.1,Public,640,,640,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,TRUE,FALSE,FALSE,buck_deer.xlsx,2026_deer_general_season.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,,,,,,,
DB1609,117,Morgan-South Rich,Deer,General Season,General Season,NONE,Any Legal Weapon (Early),Buck,FALSE,STANDARD,Oct 07 2026 - Oct 11 2026,,,,,226,47,20.8,3,2.9,Public,320,,320,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,TRUE,FALSE,FALSE,buck_deer.xlsx,2026_deer_general_season.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,,,,,,,
DB1608,117,Morgan-South Rich,Deer,General Season,General Season,NONE,Archery,Buck,FALSE,STANDARD,Aug 15 2026 - Sept 11 2026,,,,,223,31,13.9,8.5,3,Public,320,,320,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,TRUE,FALSE,FALSE,buck_deer.xlsx,2026_deer_general_season.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,,,,,,,
DB1801,117,Morgan-South Rich,Deer,General Season,General Season,NONE,Dedicated Hunter,Buck,FALSE,STANDARD,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,,,22,3,13.6,8.7,3,Public,211,,211,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,TRUE,FALSE,FALSE,buck_deer.xlsx,2026_deer_general_season.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,,,,,,,
DB1610,117,Morgan-South Rich,Deer,General Season,General Season,NONE,Muzzleloader,Buck,FALSE,STANDARD,Sept 23 2026 - Oct 01 2026,,,,,149,18,12.1,4.8,2.7,Public,320,,320,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,TRUE,FALSE,FALSE,buck_deer.xlsx,2026_deer_general_season.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,,,,,,,
LO1607,117,Morgan-South Rich,Deer,Private Land Only,General Season - Private Land Only,NONE,Any Legal Weapon,Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,3,0,0,3,2.5,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,TRUE,FALSE,FALSE,BUCK DEER.csv,2026_buck_deer_total.pdf,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,
LO1609,117,Morgan-South Rich,Deer,Private Land Only,General Season - Private Land Only,NONE,Any Legal Weapon,Buck,FALSE,STANDARD,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,
LO1608,117,Morgan-South Rich,Deer,Private Land Only,General Season - Private Land Only,NONE,Archery,Buck,FALSE,STANDARD,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,1,1,100,4,5,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,TRUE,FALSE,FALSE,BUCK DEER.csv,2026_buck_deer_total.pdf,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,
LO1610,117,Morgan-South Rich,Deer,Private Land Only,General Season - Private Land Only,NONE,Muzzleloader,Buck,FALSE,STANDARD,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,
DB1103,117,Morgan-South Rich,Deer,Limited Entry,Limited Entry,BONUS,Muzzleloader,Buck,FALSE,STANDARD,Oct 28 2026 - Nov 05 2026,7,0,7,,8,3,37.5,4.1,3.6,Public,8,,8,TOTAL_ONLY,DRAW_TOTAL_ONLY,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_limited_entry.csv; no resident/nonresident split published in this source.,TRUE,TRUE,FALSE,buck_deer.xlsx,2026_deer_buck_limited_entry.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,7,0,68,83,Bonus Point Draw Results,,7
EA1228,117,Morgan-South Rich,Elk,Antlerless,General Season,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 01 2025 - Dec 21 2025,67,8,75,,49,15,30.6,2.9,3,Public,67,8,75,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EA1229,117,Morgan-South Rich,Elk,Antlerless,General Season,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 22 2025 - Jan 31 2026,144,16,160,,120,36,30,4.3,2.6,Public,144,16,160,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EB3208,117,Morgan-South Rich,Elk,Mature Bull,Limited Entry,BONUS,Any Legal Weapon,Bull,FALSE,STANDARD,Dec 19 2026 - Dec 27 2026,9,1,10,,10,9,90,2.7,4.2,Public,9,1,10,FULL_SPLIT,,,,TRUE,FALSE,FALSE,BULL ELK DATABASE.csv,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,9,1,340,379,Bonus Point Draw Results,,10
EL3208,117,Morgan-South Rich,Elk,Private Land Only,Limited Entry - Private Land Only,NONE,Any Legal Weapon (Late),Bull,FALSE,STANDARD,Dec 20 2025 - Dec 28 2025 - Private Land Only,,,,,,,,,,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,DWR Hunt Planner source confirmed; no permit total/allotment published for this private-land hunt.,,,,BULL ELK DATABASE.csv,2026_elk_limitedentry_maturebull_privatelands.xlsx,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,
EA2002,117,Morgan-South Rich,Elk,Antlerless,Private Lands Only,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2025 - Jan 31 2026,,,600,,149,37,24.8,5.8,3.1,Private,,,600,TOTAL_ONLY,ANTLERLESS_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx; no resident/nonresident split published in this source.,TRUE,FALSE,FALSE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,Utah DWR Hunt Planner,COMPLETE_TOTAL_ONLY,,,,,,,
MA1005,117,Morgan-South Rich,Moose,Antlerless,Limited Entry,BONUS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Sep 20 2025 - Oct 19 2025,6,1,7,,8,3,37.5,3.6,3.1,Public,6,1,7,FULL_SPLIT,,,,TRUE,FALSE,TRUE,cow moose.xlsx,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,,,,,,,
MA1007,117,Morgan-South Rich,Moose,Antlerless,Limited Entry,BONUS,Archery,Antlerless,FALSE,STANDARD,Aug 01 2025 - Sep 19 2025,3,0,3,,2,2,100,8,3,Public,3,0,3,FULL_SPLIT,,,,TRUE,FALSE,TRUE,cow moose.xlsx,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,,,,,,,
MB6005,117,Morgan-South Rich,Moose,Once-in-a-lifetime,Once-in-a-Lifetime,BONUS,Any Legal Weapon,Male Only,FALSE,OIL,Sept 12 2026 - Oct 31 2026,6,0,6,,6,5,83.3,6.3,4.5,Public,6,0,6,FULL_SPLIT,,,,TRUE,FALSE,FALSE,bull moose.xlsx,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,6,0,503,469,Bonus Point Draw Results,,6
EA1044,122,"Morgan-South Rich, South Rich",Elk,Antlerless,General Season,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 01 2025 - Jan 31 2026,31,4,35,,26,13,50,4,3.6,Public,31,4,35,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EA2034,128,"Nine Mile, Anthro",Elk,Antlerless,General Season,ANTLERLESS,Archery,Antlerless,FALSE,STANDARD,Aug 16 2025 - Sep 17 2025,180,20,200,,10,0,0,7.3,3.4,Public,180,20,200,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EA2008,129,"Nine Mile, Anthro-Myton Bench",Elk,Antlerless,Private Lands Only,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2025 - Jan 31 2026,,,250,,36,20,55.6,11.3,3.4,Private,,,250,TOTAL_ONLY,ANTLERLESS_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx; no resident/nonresident split published in this source.,TRUE,FALSE,FALSE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,Utah DWR Hunt Planner,COMPLETE_TOTAL_ONLY,,,,,,,
PB5037,129,"Nine Mile, Anthro-Myton Bench",Pronghorn,Limited Entry,Limited Entry,BONUS,Any Legal Weapon,Buck,FALSE,STANDARD,Sept 12 2026 - Sept 20 2026,89,10,99,,100,83,83,2.1,3.7,Public,89,10,99,FULL_SPLIT,,,,TRUE,FALSE,FALSE,pronghorn buck.xlsx,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,87,9,439,530,Bonus Point Draw Results,,96
PB5011,129,"Nine Mile, Anthro-Myton Bench",Pronghorn,Limited Entry,Limited Entry,BONUS,Archery,Buck,FALSE,STANDARD,Aug 15 2026 - Sept 11 2026,30,3,33,,31,29,93.5,3.3,4.2,Public,30,3,33,FULL_SPLIT,,,,TRUE,FALSE,FALSE,pronghorn buck.xlsx,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,29,3,418,509,Bonus Point Draw Results,,32
PB5059,129,"Nine Mile, Anthro-Myton Bench",Pronghorn,Limited Entry,Limited Entry,BONUS,Muzzleloader,Buck,FALSE,STANDARD,Sept 23 2026 - Oct 01 2026,30,3,33,,31,23,74.2,2.6,2.9,Public,30,3,33,FULL_SPLIT,,,,TRUE,FALSE,FALSE,pronghorn buck.xlsx,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,30,2,458,549,Bonus Point Draw Results,,32
EA1054,132,"Nine Mile, West Anthro",Elk,Antlerless,General Season,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 13 2025 - Dec 30 2025,45,5,50,,45,32,71.1,3.8,4.4,Public,45,5,50,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EA1056,134,"North Slope, Greendale",Elk,Antlerless,General Season,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 17 2025 - Nov 30 2025,4,1,5,,4,2,50,3.3,3.5,Public,4,1,5,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EA1058,135,"North Slope, Henry's Fork-Burnt Fork",Elk,Antlerless,General Season,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 08 2025 - Jan 31 2026,90,10,100,,77,25,32.5,5.4,3,Public,90,10,100,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EA1196,138,"North Slope, Summit",Elk,Antlerless,General Season,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Oct 04 2025 - Oct 26 2025,67,8,75,,73,18,24.7,4.2,3.4,Public,67,8,75,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EA1268,138,"North Slope, Summit",Elk,Antlerless,General Season,ANTLERLESS,Archery,Antlerless,FALSE,STANDARD,Aug 16 2025 - Sep 17 2025,180,20,200,,118,10,8.5,8.5,2.9,Public,180,20,200,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
MB6006,138,"North Slope, Summit",Moose,Once-in-a-lifetime,Once-in-a-Lifetime,BONUS,Any Legal Weapon,Male Only,FALSE,OIL,Sept 12 2026 - Oct 31 2026,19,3,22,,25,24,96,7.7,4.4,Public,20,3,23,FULL_SPLIT,,,,TRUE,FALSE,FALSE,bull moose.xlsx,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,19,3,504,470,Bonus Point Draw Results,,22
PB5039,138,"North Slope, Summit",Pronghorn,Limited Entry,Limited Entry,BONUS,Any Legal Weapon,Buck,FALSE,STANDARD,Sept 12 2026 - Sept 20 2026,15,2,17,,17,13,76.5,2.3,3.8,Public,15,2,17,FULL_SPLIT,,,,TRUE,FALSE,FALSE,pronghorn buck.xlsx,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,15,2,441,532,Bonus Point Draw Results,,17
EA1273,140,"North Slope, Three Corners",Elk,Antlerless,General Season,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 20 2025 - Jan 04 2026,22,3,25,,23,19,82.6,3.1,4.3,Public,22,3,25,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EA1277,140,"North Slope, Three Corners",Elk,Antlerless,General Season,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 22 2025 - Nov 30 2025,22,3,25,,24,15,62.5,2.1,4.3,Public,22,3,25,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EA1274,140,"North Slope, Three Corners",Elk,Antlerless,General Season,ANTLERLESS,Archery,Antlerless,FALSE,STANDARD,Aug 16 2025 - Sep 05 2025,22,3,25,,19,1,5.3,5.3,4.1,Public,22,3,25,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EB3053,140,"North Slope, Three Corners",Elk,Mature Bull,Limited Entry,BONUS,Any Legal Weapon,Bull,FALSE,STANDARD,Oct 03 2026 - Oct 15 2026,9,1,10,,11,10,90.9,3.4,4.3,Public,9,1,10,FULL_SPLIT,,,,TRUE,FALSE,FALSE,BULL ELK DATABASE.csv,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,9,1,232,271,Bonus Point Draw Results,,10
EB3210,140,"North Slope, Three Corners",Elk,Mature Bull,Limited Entry,BONUS,Any Legal Weapon,Bull,FALSE,STANDARD,Sept 16 2026 - Sept 20 2026,5,0,5,,5,5,100,2,4.8,Public,5,0,5,FULL_SPLIT,,,,TRUE,FALSE,FALSE,BULL ELK DATABASE.csv,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,5,0,341,380,Bonus Point Draw Results,,5
EB3013,140,"North Slope, Three Corners",Elk,Mature Bull,Limited Entry,BONUS,Archery,Bull,FALSE,STANDARD,Aug 15 2026 - Sept 15 2026,6,1,7,,8,3,37.5,10.1,3.1,Public,6,1,7,FULL_SPLIT,,,,TRUE,FALSE,FALSE,BULL ELK DATABASE.csv,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,6,1,207,246,Bonus Point Draw Results,,7
EB3115,140,"North Slope, Three Corners",Elk,Mature Bull,Limited Entry,BONUS,Multiseason,Bull,FALSE,STANDARD,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026",1,0,1,,2,2,100,10.5,5,Public,1,0,1,FULL_SPLIT,,,,TRUE,FALSE,FALSE,BULL ELK DATABASE.csv,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,1,0,268,307,Bonus Point Draw Results,,1
EB3091,140,"North Slope, Three Corners",Elk,Mature Bull,Limited Entry,BONUS,Muzzleloader,Bull,FALSE,STANDARD,Sept 21 2026 - Oct 02 2026,4,0,4,,4,3,75,5.3,4.8,Public,4,0,4,FULL_SPLIT,,,,TRUE,FALSE,FALSE,BULL ELK DATABASE.csv,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,4,0,253,292,Bonus Point Draw Results,,4
EL3053,140,"North Slope, Three Corners",Elk,Private Land Only,Limited Entry - Private Land Only,NONE,Any Legal Weapon,Bull,FALSE,STANDARD,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,,,,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,DWR Hunt Planner source confirmed; no permit total/allotment published for this private-land hunt.,,,,BULL ELK DATABASE.csv,2026_elk_limitedentry_maturebull_privatelands.xlsx,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,
EL3210,140,"North Slope, Three Corners",Elk,Private Land Only,Limited Entry - Private Land Only,NONE,Any Legal Weapon,Bull,FALSE,STANDARD,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,,,,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,DWR Hunt Planner source confirmed; no permit total/allotment published for this private-land hunt.,,,,BULL ELK DATABASE.csv,2026_elk_limitedentry_maturebull_privatelands.xlsx,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,
EL3013,140,"North Slope, Three Corners",Elk,Private Land Only,Limited Entry - Private Land Only,NONE,Archery,Bull,FALSE,STANDARD,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,,,,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,DWR Hunt Planner source confirmed; no permit total/allotment published for this private-land hunt.,,,,BULL ELK DATABASE.csv,2026_elk_limitedentry_maturebull_privatelands.xlsx,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,
EL3091,140,"North Slope, Three Corners",Elk,Private Land Only,Limited Entry - Private Land Only,NONE,Muzzleloader,Bull,FALSE,STANDARD,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,,,,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,DWR Hunt Planner source confirmed; no permit total/allotment published for this private-land hunt.,,,,BULL ELK DATABASE.csv,2026_elk_limitedentry_maturebull_privatelands.xlsx,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,
RS6708,140,"North Slope, Three Corners",Rocky Mountain Bighorn Sheep,Once-in-a-lifetime,Once-in-a-lifetime,BONUS,Any Legal Weapon,Male Only,FALSE,OIL,Sept 14 2026 - Nov 30 2026,3,0,3,,3,3,100,21,5,Public,2,0,2,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_ROCKY_MOUNTAIN_SHEEP_ram.xlsx.,TRUE,FALSE,FALSE,rocky mtn. sheep.xlsx,2026_ROCKY_MOUNTAIN_SHEEP_ram.xlsx,official_uploaded_source,COMPLETE,3,0,592,592,Bonus Point Draw Results,,3
EA1250,142,"North Slope, West Daggett",Elk,Antlerless,General Season,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Oct 04 2025 - Oct 26 2025,27,3,30,,28,8,28.6,6.5,3.6,Public,27,3,30,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EA1060,142,"North Slope, West Daggett",Elk,Antlerless,General Season,ANTLERLESS,Muzzleloader,Antlerless,FALSE,STANDARD,Oct 29 2025 - Nov 06 2025,18,2,20,,18,3,16.7,6.7,2.8,Public,18,2,20,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EA1061,142,"North Slope, West Daggett",Elk,Antlerless,General Season,ANTLERLESS,Muzzleloader,Antlerless,FALSE,STANDARD,Sep 24 2025 - Oct 02 2025,18,2,20,,14,4,28.6,5.4,3.3,Public,18,2,20,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx.,TRUE,FALSE,TRUE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,official_uploaded_source,COMPLETE,,,,,,,
EA2005,142,"North Slope, West Daggett",Elk,Antlerless,Private Lands Only,ANTLERLESS,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2025 - Jan 31 2026,,,100,,43,23,53.5,3.7,4,Private,,,100,TOTAL_ONLY,ANTLERLESS_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_elk_antlerless__total.xlsx; no resident/nonresident split published in this source.,TRUE,FALSE,FALSE,antlerless elk.xlsx,2026_elk_antlerless__total.xlsx,Utah DWR Hunt Planner,COMPLETE_TOTAL_ONLY,,,,,,,
RS6709,143,"North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,Once-in-a-lifetime,Once-in-a-lifetime,BONUS,Any Legal Weapon,Male Only,FALSE,OIL,Sept 14 2026 - Nov 30 2026,4,0,4,,4,4,100,15.8,4.8,Public,3,0,3,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_ROCKY_MOUNTAIN_SHEEP_ram.xlsx.,TRUE,FALSE,FALSE,rocky mtn. sheep.xlsx,2026_ROCKY_MOUNTAIN_SHEEP_ram.xlsx,official_uploaded_source,COMPLETE,4,0,593,593,Bonus Point Draw Results,,4
GO6805,145,High Uintas Central,Mountain Goat,Once-in-a-lifetime,Once-in-a-Lifetime,BONUS,Any Legal Weapon,Hunter's Choice,FALSE,OIL,Sept 05 2026 - Oct 31 2026,5,0,5,,5,4,80,3.8,4.4,Public,5,0,5,FULL_SPLIT,,,,TRUE,FALSE,FALSE,mtn goat.xlsx,hunt_join_2025.1.csv,official_uploaded_source,COMPLETE,5,0,574,451,Bonus Point Draw Results,,5
