hunt_code,page,section,line,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,split_type,species,hunt_name,hunt_type,weapon,sex_type,access_type,permits_total_2025_main,in_main_file,permits_delta_vs_2025_main,source_pdf
EA1023,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1023 Manti, South Any Legal Weapon Oct 03 2026 - Oct 15 2026 90 10 100 90 10 100",90,10,100,90,10,100,res_nr_split,Elk,"Manti, South",Antlerless,Any Legal Weapon,Female Only,Public,98,TRUE,2,2026-04-rac-packet.pdf
EA1024,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1024 Manti, South Any Legal Weapon Nov 19 2026 - Jan 31 2027 90 10 100 90 10 100",90,10,100,90,10,100,res_nr_split,Elk,"Manti, South",Antlerless,Any Legal Weapon,Female Only,Public,98,TRUE,2,2026-04-rac-packet.pdf
EA1025,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1025 Manti, West Any Legal Weapon Nov 19 2026 - Jan 31 2027 108 12 120 108 12 120",108,12,120,108,12,120,res_nr_split,Elk,"Manti, West",Antlerless,Any Legal Weapon,Female Only,Public,117,TRUE,3,2026-04-rac-packet.pdf
EA1286,44,2026 ANTLERLESS ELK HUNT (2 OF 4),EA1286 Monroe Any Legal Weapon Oct 03 2026 - Oct 15 2026 27 3 30 36 4 40,27,3,30,36,4,40,res_nr_split,Elk,Monroe,Antlerless,Any Legal Weapon,Female Only,Public,16,TRUE,24,2026-04-rac-packet.pdf
EA1228,44,2026 ANTLERLESS ELK HUNT (2 OF 4),EA1228 Morgan-South Rich Any Legal Weapon Dec 01 2026 - Dec 21 2026 67 8 75 67 8 75,67,8,75,67,8,75,res_nr_split,Elk,Morgan-South Rich,Antlerless,Any Legal Weapon,Female Only,Public,72,TRUE,3,2026-04-rac-packet.pdf
EA1229,44,2026 ANTLERLESS ELK HUNT (2 OF 4),EA1229 Morgan-South Rich Any Legal Weapon Dec 22 2026 - Jan 31 2027 144 16 160 144 16 160,144,16,160,144,16,160,res_nr_split,Elk,Morgan-South Rich,Antlerless,Any Legal Weapon,Female Only,Public,158,TRUE,2,2026-04-rac-packet.pdf
EA1044,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1044 Morgan-South Rich, Any Legal Weapon Dec 01 2026 - Jan 31 2027 31 4 35 31 4 35",31,4,35,31,4,35,res_nr_split,Elk,"Morgan-South Rich, South Rich",Antlerless,Any Legal Weapon,Female Only,Public,35,TRUE,0,2026-04-rac-packet.pdf
EA1291,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1291 Mt Dutton, North Any Legal Weapon Dec 19 2026 - Jan 10 2027 – – – 72 8 80",,,,72,8,80,res_nr_split,Elk,"Mt Dutton, North",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1292,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1292 Mt Dutton, North Any Legal Weapon Nov 21 2026 - Dec 06 2026 – – – 72 8 80",,,,72,8,80,res_nr_split,Elk,"Mt Dutton, North",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1021,44,2026 ANTLERLESS ELK HUNT (2 OF 4),EA1021 Nebo Any Legal Weapon Oct 03 2026 - Oct 15 2026 207 23 230 252 28 280,207,23,230,252,28,280,res_nr_split,Elk,Nebo,Antlerless,Any Legal Weapon,Female Only,Public,227,TRUE,53,2026-04-rac-packet.pdf
EA1208,44,2026 ANTLERLESS ELK HUNT (2 OF 4),EA1208 Nebo Any Legal Weapon Nov 14 2026 - Jan 31 2027 247 28 275 292 33 325,247,28,275,292,33,325,res_nr_split,Elk,Nebo,Antlerless,Any Legal Weapon,Female Only,Public,271,TRUE,54,2026-04-rac-packet.pdf
EA1207,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1207 Nebo, Moroni Hills Any Legal Weapon Aug 01 2026 - Aug 19 2026 9 1 10 9 1 10",9,1,10,9,1,10,res_nr_split,Elk,"Nebo, Moroni Hills",Antlerless,Any Legal Weapon,Female Only,Public,8,TRUE,2,2026-04-rac-packet.pdf
EA1226,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1226 Nebo, Moroni Hills Any Legal Weapon Sept 12 2026 - Oct 02 2026 9 1 10 9 1 10",9,1,10,9,1,10,res_nr_split,Elk,"Nebo, Moroni Hills",Antlerless,Any Legal Weapon,Female Only,Public,10,TRUE,0,2026-04-rac-packet.pdf
EA2034,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA2034 Nine Mile, Anthro Archery Aug 15 2026 - Sept 16 2026 180 20 200 180 20 200",180,20,200,180,20,200,res_nr_split,Elk,"Nine Mile, Anthro",Antlerless,Archery,Female Only,Public,17,TRUE,183,2026-04-rac-packet.pdf
EA1239,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1239 Nine Mile, Range Any Legal Weapon Oct 03 2026 - Oct 25 2026 45 5 50 45 5 50",45,5,50,45,5,50,res_nr_split,Elk,"Nine Mile, Range Creek",Antlerless,Any Legal Weapon,Female Only,Public,50,TRUE,0,2026-04-rac-packet.pdf
EA1240,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1240 Nine Mile, Range Any Legal Weapon Nov 25 2026 - Jan 31 2027 135 15 150 135 15 150",135,15,150,135,15,150,res_nr_split,Elk,"Nine Mile, Range Creek",Antlerless,Any Legal Weapon,Female Only,Public,149,TRUE,1,2026-04-rac-packet.pdf
EA1053,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1053 Nine Mile, West Any Legal Weapon Jan 16 2027 - Jan 24 2027 – – – 45 5 50",,,,45,5,50,res_nr_split,Elk,"Nine Mile, West",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1054,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1054 Nine Mile, West Any Legal Weapon Dec 12 2026 - Dec 31 2026 45 5 50 90 10 100",45,5,50,90,10,100,res_nr_split,Elk,"Nine Mile, West Anthro",Antlerless,Any Legal Weapon,Female Only,Public,50,TRUE,50,2026-04-rac-packet.pdf
EA1056,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1056 North Slope, Any Legal Weapon Nov 14 2026 - Nov 29 2026 4 1 5 4 1 5",4,1,5,4,1,5,res_nr_split,Elk,"North Slope, Greendale",Antlerless,Any Legal Weapon,Female Only,Public,5,TRUE,0,2026-04-rac-packet.pdf
EA1058,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1058 North Slope, Henry’s Any Legal Weapon Nov 07 2026 - Jan 30 2027 90 10 100 90 10 100",90,10,100,90,10,100,res_nr_split,Elk,"North Slope, Henry's Fork-Burnt Fork",Antlerless,Any Legal Weapon,Female Only,Public,100,TRUE,0,2026-04-rac-packet.pdf
EA1196,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1196 North Slope, Summit Any Legal Weapon Oct 03 2026 - Oct 25 2026 67 8 75 67 8 75",67,8,75,67,8,75,res_nr_split,Elk,"North Slope, Summit",Antlerless,Any Legal Weapon,Female Only,Public,75,TRUE,0,2026-04-rac-packet.pdf
EA1268,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1268 North Slope, Summit Archery Aug 15 2026 - Sept 16 2026 180 20 200 180 20 200",180,20,200,180,20,200,res_nr_split,Elk,"North Slope, Summit",Antlerless,Archery,Female Only,Public,147,TRUE,53,2026-04-rac-packet.pdf
EA1273,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1273 North Slope, Three Any Legal Weapon Dec 19 2026 - Jan 03 2027 22 3 25 22 3 25",22,3,25,22,3,25,res_nr_split,Elk,"North Slope, Three Corners",Antlerless,Any Legal Weapon,Female Only,Public,25,TRUE,0,2026-04-rac-packet.pdf
EA1274,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1274 North Slope, Three Archery Aug 15 2026 - Sept 04 2026 22 3 25 22 3 25",22,3,25,22,3,25,res_nr_split,Elk,"North Slope, Three Corners",Antlerless,Archery,Female Only,Public,25,TRUE,0,2026-04-rac-packet.pdf
EA1277,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1277 North Slope, Three Any Legal Weapon Nov 21 2026 - Nov 29 2026 22 3 25 22 3 25",22,3,25,22,3,25,res_nr_split,Elk,"North Slope, Three Corners",Antlerless,Any Legal Weapon,Female Only,Public,25,TRUE,0,2026-04-rac-packet.pdf
EA1293,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1293 North Slope, Three Any Legal Weapon Oct 03 2026 - Oct 16 2026 – – – 22 3 25",,,,22,3,25,res_nr_split,Elk,"North Slope, Three Corners",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1060,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1060 North Slope, West Muzzleloader Oct 28 2026 - Nov 05 2026 18 2 20 18 2 20",18,2,20,18,2,20,res_nr_split,Elk,"North Slope, West Daggett",Antlerless,Muzzleloader,Female Only,Public,19,TRUE,1,2026-04-rac-packet.pdf
EA1061,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1061 North Slope, West Muzzleloader Sept 23 2026 - Oct 01 2026 18 2 20 18 2 20",18,2,20,18,2,20,res_nr_split,Elk,"North Slope, West Daggett",Antlerless,Muzzleloader,Female Only,Public,17,TRUE,3,2026-04-rac-packet.pdf
EA1250,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1250 North Slope, West Any Legal Weapon Oct 03 2026 - Oct 25 2026 27 3 30 27 3 30",27,3,30,27,3,30,res_nr_split,Elk,"North Slope, West Daggett",Antlerless,Any Legal Weapon,Female Only,Public,30,TRUE,0,2026-04-rac-packet.pdf
EA1063,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1063 Ogden Any Legal Weapon Oct 03 2026 - Oct 25 2026 67 8 75 90 10 100,67,8,75,90,10,100,res_nr_split,Elk,Ogden,Antlerless,Any Legal Weapon,Female Only,Public,75,TRUE,25,2026-04-rac-packet.pdf
EA1064,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1064 Ogden Any Legal Weapon Nov 07 2026 - Nov 29 2026 67 8 75 67 8 75,67,8,75,67,8,75,res_nr_split,Elk,Ogden,Antlerless,Any Legal Weapon,Female Only,Public,74,TRUE,1,2026-04-rac-packet.pdf
EA1269,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1269 Ogden (excludes Any Legal Weapon Dec 01 2026 - Dec 31 2026 180 20 200 270 30 300,180,20,200,270,30,300,res_nr_split,Elk,Ogden (excludes Hyrum),Antlerless,Any Legal Weapon,Female Only,Public,199,TRUE,101,2026-04-rac-packet.pdf
EA2036,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA2036 Oquirrh-Stansbury, Any Legal Weapon Nov 07 2026 - Jan 31 2027 54 6 60 63 7 70",54,6,60,63,7,70,res_nr_split,Elk,"Oquirrh-Stansbury, East",Antlerless,Any Legal Weapon,Female Only,Public,60,TRUE,10,2026-04-rac-packet.pdf
EA1069,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1069 Panguitch Lake Any Legal Weapon Nov 21 2026 - Nov 29 2026 31 4 35 22 3 25,31,4,35,22,3,25,res_nr_split,Elk,Panguitch Lake,Antlerless,Any Legal Weapon,Female Only,Public,34,TRUE,-9,2026-04-rac-packet.pdf
EA1283,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1283 Panguitch Lake Archery Aug 15 2026 - Aug 30 2026 31 4 35 31 4 35,31,4,35,31,4,35,res_nr_split,Elk,Panguitch Lake,Antlerless,Archery,Female Only,Public,35,TRUE,0,2026-04-rac-packet.pdf
EA1284,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1284 Panguitch Lake Muzzleloader Oct 28 2026 - Nov 05 2026 31 4 35 49 6 55,31,4,35,49,6,55,res_nr_split,Elk,Panguitch Lake,Antlerless,Muzzleloader,Female Only,Public,35,TRUE,20,2026-04-rac-packet.pdf
EA1285,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1285 Panguitch Lake Any Legal Weapon Dec 12 2026 - Dec 20 2026 31 4 35 22 3 25,31,4,35,22,3,25,res_nr_split,Elk,Panguitch Lake,Antlerless,Any Legal Weapon,Female Only,Public,32,TRUE,-7,2026-04-rac-packet.pdf
EA1073,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1073 Paunsaugunt Any Legal Weapon Nov 21 2026 - Dec 31 2026 18 2 20 18 2 20,18,2,20,18,2,20,res_nr_split,Elk,Paunsaugunt,Antlerless,Any Legal Weapon,Female Only,Public,16,TRUE,4,2026-04-rac-packet.pdf
EA1294,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1294 Paunsaugunt, East Any Legal Weapon Aug 01 2026 - Aug 12 2026 – – – 22 3 25",,,,22,3,25,res_nr_split,Elk,"Paunsaugunt, East",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1254,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1254 Pine Valley Any Legal Weapon Nov 11 2026 - Jan 11 2027 27 3 30 27 3 30,27,3,30,27,3,30,res_nr_split,Elk,Pine Valley,Antlerless,Any Legal Weapon,Female Only,Public,30,TRUE,0,2026-04-rac-packet.pdf
EA1081,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1081 San Juan Any Legal Weapon Oct 03 2026 - Oct 15 2026 112 13 125 112 13 125,112,13,125,112,13,125,res_nr_split,Elk,San Juan,Antlerless,Any Legal Weapon,Female Only,Public,122,TRUE,3,2026-04-rac-packet.pdf
EA1082,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1082 San Juan Any Legal Weapon Nov 19 2026 - Dec 31 2026 112 13 125 112 13 125,112,13,125,112,13,125,res_nr_split,Elk,San Juan,Antlerless,Any Legal Weapon,Female Only,Public,121,TRUE,4,2026-04-rac-packet.pdf
EA1084,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1084 San Rafael, North Any Legal Weapon Nov 07 2026 - Jan 31 2027 4 1 5 4 1 5",4,1,5,4,1,5,res_nr_split,Elk,"San Rafael, North",Antlerless,Any Legal Weapon,Female Only,Public,5,TRUE,0,2026-04-rac-packet.pdf
EA1101,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1101 Southwest Desert Any Legal Weapon Nov 20 2026 - Jan 10 2027 90 10 100 90 10 100,90,10,100,90,10,100,res_nr_split,Elk,Southwest Desert,Antlerless,Any Legal Weapon,Female Only,Public,98,TRUE,2,2026-04-rac-packet.pdf
EA1251,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1251 Southwest Desert, Any Legal Weapon Aug 01 2026 - Aug 13 2026 13 2 15 11 1 12",13,2,15,11,1,12,res_nr_split,Elk,"Southwest Desert, Burbank/Garrison",Antlerless,Any Legal Weapon,Female Only,Public,14,TRUE,-2,2026-04-rac-packet.pdf
EA1085,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1085 Vernal/Bonanza Archery Aug 15 2026 - Sept 16 2026 90 10 100 90 10 100,90,10,100,90,10,100,res_nr_split,Elk,Vernal/Bonanza,Antlerless,Archery,Female Only,Public,100,TRUE,0,2026-04-rac-packet.pdf
EA1087,45,2026 ANTLERLESS ELK HUNT (3 OF 4),EA1087 Vernal/Bonanza Any Legal Weapon Oct 03 2026 - Oct 16 2026 90 10 100 90 10 100,90,10,100,90,10,100,res_nr_split,Elk,Vernal/Bonanza,Antlerless,Any Legal Weapon,Female Only,Public,99,TRUE,1,2026-04-rac-packet.pdf
EA1242,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1242 Vernal, Buckskin Any Legal Weapon Dec 01 2026 - Dec 31 2026 90 10 100 90 10 100",90,10,100,90,10,100,res_nr_split,Elk,"Vernal, Buckskin Hills-Jensen",Antlerless,Any Legal Weapon,Female Only,Public,98,TRUE,2,2026-04-rac-packet.pdf
EA1243,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1243 Vernal, Buckskin Any Legal Weapon Jan 01 2027 - Jan 31 2027 90 10 100 90 10 100",90,10,100,90,10,100,res_nr_split,Elk,"Vernal, Buckskin Hills-Jensen",Antlerless,Any Legal Weapon,Female Only,Public,97,TRUE,3,2026-04-rac-packet.pdf
EA1094,45,2026 ANTLERLESS ELK HUNT (3 OF 4),"EA1094 Vernal, Mosby Mtn Any Legal Weapon Nov 07 2026 - Jan 03 2027 90 10 100 90 10 100",90,10,100,90,10,100,res_nr_split,Elk,"Vernal, Mosby Mtn",Antlerless,Any Legal Weapon,Female Only,Public,98,TRUE,2,2026-04-rac-packet.pdf
EA2038,46,2026 ANTLERLESS ELK HUNT (4 OF 4),EA2038 Wasatch Mtns Archery Aug 15 2026 - Sept 04 2026 1080 120 1200 1080 120 1200,1080,120,1200,1080,120,1200,res_nr_split,Elk,Wasatch Mtns,Antlerless,Archery,Female Only,Public,853,TRUE,347,2026-04-rac-packet.pdf
EA1106,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1106 Wasatch Mtns, Any Legal Weapon Jan 02 2027 - Jan 17 2027 180 20 200 180 20 200",180,20,200,180,20,200,res_nr_split,Elk,"Wasatch Mtns, Avintaquin",Antlerless,Any Legal Weapon,Female Only,Public,194,TRUE,6,2026-04-rac-packet.pdf
EA1217,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1217 Wasatch Mtns, Any Legal Weapon Oct 03 2026 - Oct 15 2026 135 15 150 135 15 150",135,15,150,135,15,150,res_nr_split,Elk,"Wasatch Mtns, Avintaquin",Antlerless,Any Legal Weapon,Female Only,Public,148,TRUE,2,2026-04-rac-packet.pdf
EA1295,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1295 Wasatch Mtns, Muzzleloader Oct 28 2026 - Nov 05 2026 – – – 90 10 100",,,,90,10,100,res_nr_split,Elk,"Wasatch Mtns, Avintaquin",Antlerless,Muzzleloader,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1276,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1276 Wasatch Mtns, Box Any Legal Weapon Oct 03 2026 - Oct 15 2026 40 5 45 40 5 45",40,5,45,40,5,45,res_nr_split,Elk,"Wasatch Mtns, Box Elder Peak",Antlerless,Any Legal Weapon,Female Only,Public,43,TRUE,2,2026-04-rac-packet.pdf
EA1007,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1007 Wasatch Mtns, Any Legal Weapon Oct 03 2026 - Oct 15 2026 – – – 180 20 200",,,,180,20,200,res_nr_split,Elk,"Wasatch Mtns, Currant Creek",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1296,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1296 Wasatch Mtns, Muzzleloader Oct 28 2026 - Nov 05 2026 – – – 90 10 100",,,,90,10,100,res_nr_split,Elk,"Wasatch Mtns, Currant Creek",Antlerless,Muzzleloader,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1264,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1264 Wasatch Mtns, Any Legal Weapon Jan 16 2027 - Jan 24 2027 45 5 50 45 5 50",45,5,50,45,5,50,res_nr_split,Elk,"Wasatch Mtns, Rabbit Gulch",Antlerless,Any Legal Weapon,Female Only,Public,46,TRUE,4,2026-04-rac-packet.pdf
EA1297,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1297 Wasatch Mtns, Red Any Legal Weapon Dec 12 2026 - Dec 20 2026 – – – 90 10 100",,,,90,10,100,res_nr_split,Elk,"Wasatch Mtns, Red Creek West",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1110,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1110 Wasatch Mtns, Salt Any Legal Weapon Nov 14 2026 - Jan 31 2027 40 5 45 40 5 45",40,5,45,40,5,45,res_nr_split,Elk,"Wasatch Mtns, Salt Lake",Antlerless,Any Legal Weapon,Female Only,Public,45,TRUE,0,2026-04-rac-packet.pdf
EA1265,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1265 Wasatch Mtns, Tabby Any Legal Weapon Dec 19 2026 - Dec 27 2026 90 10 100 90 10 100",90,10,100,90,10,100,res_nr_split,Elk,"Wasatch Mtns, Tabby Mtn",Antlerless,Any Legal Weapon,Female Only,Public,100,TRUE,0,2026-04-rac-packet.pdf
EA1111,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1111 Wasatch Mtns, Any Legal Weapon Nov 14 2026 - Dec 13 2026 31 4 35 31 4 35",31,4,35,31,4,35,res_nr_split,Elk,"Wasatch Mtns, Wallsburg",Antlerless,Any Legal Weapon,Female Only,Public,34,TRUE,1,2026-04-rac-packet.pdf
EA1112,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1112 Wasatch Mtns, Any Legal Weapon Dec 19 2026 - Jan 31 2027 49 6 55 49 6 55",49,6,55,49,6,55,res_nr_split,Elk,"Wasatch Mtns, Wallsburg",Antlerless,Any Legal Weapon,Female Only,Public,54,TRUE,1,2026-04-rac-packet.pdf
EA1189,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1189 Wasatch Mtns, West- Muzzleloader Oct 31 2026 - Nov 08 2026 382 43 425 382 43 425",382,43,425,382,43,425,res_nr_split,Elk,"Wasatch Mtns, West-Central",Antlerless,Muzzleloader,Female Only,Public,423,TRUE,2,2026-04-rac-packet.pdf
EA1299,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1299 Wasatch Mtns, West- Any Legal Weapon Nov 21 2026 - Nov 29 2026 – – – 45 5 50",,,,45,5,50,res_nr_split,Elk,"Wasatch Mtns, West-Central",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1300,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1300 Wasatch Mtns, West- Any Legal Weapon Jan 23 2027 - Jan 31 2027 – – – 45 5 50",,,,45,5,50,res_nr_split,Elk,"Wasatch Mtns, West-Central",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1113,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1113 Wasatch Mtns, West Any Legal Weapon Nov 14 2026 - Jan 31 2027 27 3 30 27 3 30",27,3,30,27,3,30,res_nr_split,Elk,"Wasatch Mtns, West Heber",Antlerless,Any Legal Weapon,Female Only,Public,29,TRUE,1,2026-04-rac-packet.pdf
EA1114,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1114 Wasatch Mtns, West Any Legal Weapon Nov 14 2026 - Jan 31 2027 22 3 25 22 3 25",22,3,25,22,3,25,res_nr_split,Elk,"Wasatch Mtns, West Timpanogos",Antlerless,Any Legal Weapon,Female Only,Public,24,TRUE,1,2026-04-rac-packet.pdf
EA1298,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1298 Wasatch Mtns, Any Legal Weapon Dec 12 2026 - Dec 20 2026 – – – 90 10 100",,,,90,10,100,res_nr_split,Elk,"Wasatch Mtns, Wildcat/Timber Canyon",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1231,46,2026 ANTLERLESS ELK HUNT (4 OF 4),"EA1231 West Desert, Tintic Any Legal Weapon Nov 07 2026 - Jan 31 2027 45 5 50 45 5 50",45,5,50,45,5,50,res_nr_split,Elk,"West Desert, Tintic Valley",Antlerless,Any Legal Weapon,Female Only,Public,50,TRUE,0,2026-04-rac-packet.pdf
EA1244,46,2026 ANTLERLESS ELK HUNT (4 OF 4),EA1244 Yellowstone Any Legal Weapon Oct 03 2026 - Oct 16 2026 90 10 100 90 10 100,90,10,100,90,10,100,res_nr_split,Elk,Yellowstone,Antlerless,Any Legal Weapon,Female Only,Public,100,TRUE,0,2026-04-rac-packet.pdf
EA1245,46,2026 ANTLERLESS ELK HUNT (4 OF 4),EA1245 Yellowstone Muzzleloader Oct 28 2026 - Nov 05 2026 45 5 50 45 5 50,45,5,50,45,5,50,res_nr_split,Elk,Yellowstone,Antlerless,Muzzleloader,Female Only,Public,50,TRUE,0,2026-04-rac-packet.pdf
EA2037,46,2026 ANTLERLESS ELK HUNT (4 OF 4),EA2037 Yellowstone Archery Aug 15 2026 - Sept 16 2026 180 20 200 180 20 200,180,20,200,180,20,200,res_nr_split,Elk,Yellowstone,Antlerless,Archery,Female Only,Public,163,TRUE,37,2026-04-rac-packet.pdf
EA1117,46,2026 ANTLERLESS ELK HUNT (4 OF 4),EA1117 Zion Any Legal Weapon Nov 11 2026 - Jan 10 2027 198 22 220 198 22 220,198,22,220,198,22,220,res_nr_split,Elk,Zion,Antlerless,Any Legal Weapon,Female Only,Public,214,TRUE,6,2026-04-rac-packet.pdf
EA2021,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,"EA2021 Beaver, East Any Legal Weapon Aug 01 2026 - Jan 31 2027 30 30",,,30,,,30,total_only,Elk,"Beaver, East",Private Lands Only,Any Legal Weapon,Female Only,Public,28,TRUE,2,2026-04-rac-packet.pdf
EA2026,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,"EA2026 Box Elder, Hansel Mtn Any Legal Weapon Aug 01 2026 - Jan 31 2027 200 200",,,200,,,200,total_only,Elk,"Box Elder, Hansel Mtn",Private Lands Only,Any Legal Weapon,Female Only,Public,97,TRUE,103,2026-04-rac-packet.pdf
EA2046,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,"EA2046 Box Elder, Sawtooth Any Legal Weapon Aug 01 2026 - Jan 31 2027 25 50",,,25,,,50,total_only,Elk,"Box Elder, Sawtooth",Private Lands Only,Any Legal Weapon,Female Only,Public,10,TRUE,40,2026-04-rac-packet.pdf
EA2027,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2027 Cache Any Legal Weapon Aug 01 2026 - Jan 31 2027 300 250,,,300,,,250,total_only,Elk,Cache,Private Lands Only,Any Legal Weapon,Female Only,Public,280,TRUE,-30,2026-04-rac-packet.pdf
EA2004,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2004 Chalk Creek Any Legal Weapon Aug 01 2026 - Jan 31 2027 600 600,,,600,,,600,total_only,Elk,Chalk Creek,Private Lands Only,Any Legal Weapon,Female Only,Public,590,TRUE,10,2026-04-rac-packet.pdf
EA2030,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2030 Diamond Mtn Any Legal Weapon Aug 01 2026 - Jan 31 2027 200 200,,,200,,,200,total_only,Elk,Diamond Mtn,Private Lands Only,Any Legal Weapon,Female Only,Public,198,TRUE,2,2026-04-rac-packet.pdf
EA2003,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2003 East Canyon Any Legal Weapon Aug 01 2026 - Jan 31 2027 500 500,,,500,,,500,total_only,Elk,East Canyon,Private Lands Only,Any Legal Weapon,Female Only,Public,313,TRUE,187,2026-04-rac-packet.pdf
EA2039,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,"EA2039 Fillmore, Pahvant Any Legal Weapon Aug 01 2026 - Jan 31 2027 150 150",,,150,,,150,total_only,Elk,"Fillmore, Pahvant",Private Lands Only,Any Legal Weapon,Female Only,Public,115,TRUE,35,2026-04-rac-packet.pdf
