year,hunt_number,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,access_type,permits_res,permits_nr,permits_total,hunters,harvest,success_percent,avg_days,satisfaction,source_type
2026,DB1305,Wallsburg CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1306,Washakie CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,10.0,10.0,100.0,2.3,4.8,2025 carry-forward / hunt_join_2025
2026,DB1306,Washakie CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1308,West Hills CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,2.0,0.0,2.0,14.0,13.0,92.9,3.3,4.7,2025 carry-forward / hunt_join_2025
2026,DB1308,West Hills CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1309,West Willow Creek Ranch CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,5.0,0.0,5.0,23.0,22.0,95.7,2.8,4.5,2025 carry-forward / hunt_join_2025
2026,DB1309,West Willow Creek Ranch CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1310,White's Valley CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,2.0,0.0,2.0,10.0,9.0,90.0,5.1,4.8,2025 carry-forward / hunt_join_2025
2026,DB1310,White's Valley CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1312,Woodruff Creek South CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,2.0,2.0,100.0,2.5,5.0,2025 carry-forward / hunt_join_2025
2026,DB1312,Woodruff Creek South CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1317,Jacob's Creek CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,10.0,7.0,70.0,3.3,5.0,2025 carry-forward / hunt_join_2025
2026,DB1317,Jacob's Creek CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1322,Pahvant Ensign CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,10.0,8.0,80.0,3.3,4.9,2025 carry-forward / hunt_join_2025
2026,DB1322,Pahvant Ensign CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1323,Rock House CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,4.0,4.0,100.0,9.0,4.8,2025 carry-forward / hunt_join_2025
2026,DB1323,Rock House CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1325,Double Cone CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,7.0,4.0,57.1,3.5,1.8,2025 carry-forward / hunt_join_2025
2026,DB1325,Double Cone CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1326,Rosette CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,4.0,3.0,75.0,2.3,3.5,2025 carry-forward / hunt_join_2025
2026,DB1326,Rosette CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1327,Mountain Sky Ranch CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,7.0,5.0,71.4,5.6,4.7,2025 carry-forward / hunt_join_2025
2026,DB1327,Mountain Sky Ranch CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1328,Clear Creek CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,5.0,1.0,20.0,5.6,4.2,2025 carry-forward / hunt_join_2025
2026,DB1328,Clear Creek CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1330,Iron Spring CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,1.0,1.0,100.0,5.0,3.0,2025 carry-forward / hunt_join_2025
2026,DB1330,Iron Spring CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1331,Raft River CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,2.0,0.0,2.0,10.0,9.0,90.0,4.8,5.0,2025 carry-forward / hunt_join_2025
2026,DB1331,Raft River CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1332,West Ridge CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,5.0,0.0,5.0,35.0,21.0,60.0,5.6,3.7,2025 carry-forward / hunt_join_2025
2026,DB1332,West Ridge CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1333,5S CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,2.0,0.0,2.0,16.0,5.0,31.3,4.0,3.1,2025 carry-forward / hunt_join_2025
2026,DB1333,5S CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1334,Alton - Cactus Buck CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,5.0,5.0,100.0,3.0,5.0,2025 carry-forward / hunt_join_2025
2026,DB1334,Alton - Cactus Buck CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1335,Big Piney Ranch CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,4.0,4.0,100.0,3.0,5.0,2025 carry-forward / hunt_join_2025
2026,DB1335,Big Piney Ranch CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1336,First Light CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,8.0,6.0,75.0,3.8,4.2,2025 carry-forward / hunt_join_2025
2026,DB1336,First Light CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1337,Little Pole Canyon CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,2.0,0.0,0.0,6.5,3.5,2025 carry-forward / hunt_join_2025
2026,DB1337,Little Pole Canyon CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1341,Dry Creek CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,10.0,8.0,80.0,2.3,4.5,2025 carry-forward / hunt_join_2025
2026,DB1341,Dry Creek CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1342,Faust Valley CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,1.0,0.0,1.0,4.0,4.0,100.0,3.0,3.3,2025 carry-forward / hunt_join_2025
2026,DB1342,Faust Valley CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1347,The Rose of Snowville CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,2.0,0.0,2.0,6.0,4.0,66.7,4.3,4.0,2025 carry-forward / hunt_join_2025
2026,DB1347,The Rose of Snowville CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1349,Weber Florence Creek/Stillman Creek CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,9.0,0.0,9.0,75.0,57.0,76.0,3.5,4.6,2025 carry-forward / hunt_join_2025
2026,DB1349,Weber Florence Creek/Stillman Creek CWMU,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1351,The Dirty Dozen,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,DB1351,The Dirty Dozen,Deer,Male Only,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB1501,Box Elder,Deer,Male Only,General Season,Archery,General Season,Public,,,,711.0,164.0,23.1,9.5,3.2,2025 carry-forward / hunt_join_2025
2026,DB1501,Box Elder,Deer,Male Only,General Season,Archery,General Season,Public,,,1040.0,,,,,,2026 official/source build
2025,DB1502,Cache,Deer,Male Only,General Season,Archery,General Season,Public,,,,755.0,119.0,15.8,8.2,3.3,2025 carry-forward / hunt_join_2025
2026,DB1502,Cache,Deer,Male Only,General Season,Archery,General Season,Public,,,1160.0,,,,,,2026 official/source build
2025,DB1503,Manti/San Rafael,Deer,Male Only,General Season,Archery,General Season,Public,,,,1168.0,250.0,21.4,7.7,3.5,2025 carry-forward / hunt_join_2025
2026,DB1503,Manti/San Rafael,Deer,Male Only,General Season,Archery,General Season,Public,,,1800.0,,,,,,2026 official/source build
2025,DB1504,Nebo,Deer,Male Only,General Season,Archery,General Season,Public,,,,641.0,123.0,19.2,8.3,3.3,2025 carry-forward / hunt_join_2025
2026,DB1504,Nebo,Deer,Male Only,General Season,Archery,General Season,Public,,,1060.0,,,,,,2026 official/source build
2025,DB1506,Fillmore,Deer,Male Only,General Season,Archery,General Season,Public,,,,316.0,101.0,32.0,7.3,3.6,2025 carry-forward / hunt_join_2025
2026,DB1506,Fillmore,Deer,Male Only,General Season,Archery,General Season,Public,,,460.0,,,,,,2026 official/source build
2025,DB1508,Kamas,Deer,Male Only,General Season,Archery,General Season,Public,,,,176.0,29.0,16.5,7.7,3.3,2025 carry-forward / hunt_join_2025
2026,DB1508,Kamas,Deer,Male Only,General Season,Archery,General Season,Public,,,200.0,,,,,,2026 official/source build
2025,DB1509,La Sal Mtns,Deer,Male Only,General Season,Archery,General Season,Public,,,,232.0,112.0,48.3,6.1,4.0,2025 carry-forward / hunt_join_2025
2026,DB1509,La Sal Mtns,Deer,Male Only,General Season,Archery,General Season,Public,,,360.0,,,,,,2026 official/source build
2025,DB1510,Monroe,Deer,Male Only,General Season,Archery,General Season,Public,,,,50.0,19.0,38.0,8.4,3.2,2025 carry-forward / hunt_join_2025
2026,DB1510,Monroe,Deer,Male Only,General Season,Archery,General Season,Public,,,220.0,,,,,,2026 official/source build
2025,DB1511,Mt Dutton,Deer,Male Only,General Season,Archery,General Season,Public,,,,56.0,11.0,19.6,7.3,3.9,2025 carry-forward / hunt_join_2025
2026,DB1511,Mt Dutton,Deer,Male Only,General Season,Archery,General Season,Public,,,80.0,,,,,,2026 official/source build
2025,DB1512,Nine Mile,Deer,Male Only,General Season,Archery,General Season,Public,,,,147.0,44.0,29.9,9.4,3.1,2025 carry-forward / hunt_join_2025
2026,DB1512,Nine Mile,Deer,Male Only,General Season,Archery,General Season,Public,,,280.0,,,,,,2026 official/source build
2025,DB1513,North Slope,Deer,Male Only,General Season,Archery,General Season,Public,,,,384.0,51.0,13.3,8.8,3.2,2025 carry-forward / hunt_join_2025
2026,DB1513,North Slope,Deer,Male Only,General Season,Archery,General Season,Public,,,620.0,,,,,,2026 official/source build
2025,DB1514,Ogden,Deer,Male Only,General Season,Archery,General Season,Public,,,,296.0,59.0,19.9,9.3,3.3,2025 carry-forward / hunt_join_2025
2026,DB1514,Ogden,Deer,Male Only,General Season,Archery,General Season,Public,,,540.0,,,,,,2026 official/source build
2025,DB1516,Panguitch Lake,Deer,Male Only,General Season,Archery,General Season,Public,,,,384.0,141.0,36.7,8.5,3.7,2025 carry-forward / hunt_join_2025
2026,DB1516,Panguitch Lake,Deer,Male Only,General Season,Archery,General Season,Public,,,500.0,,,,,,2026 official/source build
2025,DB1517,Pine Valley,Deer,Male Only,General Season,Archery,General Season,Public,,,,434.0,115.0,26.5,8.5,3.5,2025 carry-forward / hunt_join_2025
2026,DB1517,Pine Valley,Deer,Male Only,General Season,Archery,General Season,Public,,,600.0,,,,,,2026 official/source build
2025,DB1518,Boulder/Kaiparowits,Deer,Male Only,General Season,Archery,General Season,Public,,,,378.0,121.0,32.0,7.2,3.5,2025 carry-forward / hunt_join_2025
2026,DB1518,Boulder/Kaiparowits,Deer,Male Only,General Season,Archery,General Season,Public,,,720.0,,,,,,2026 official/source build
2025,DB1519,Fishlake,Deer,Male Only,General Season,Archery,General Season,Public,,,,219.0,56.0,25.6,7.0,3.4,2025 carry-forward / hunt_join_2025
2026,DB1519,Fishlake,Deer,Male Only,General Season,Archery,General Season,Public,,,260.0,,,,,,2026 official/source build
2025,DB1521,"San Juan, Abajo Mtns",Deer,Male Only,General Season,Archery,General Season,Public,,,,412.0,155.0,37.6,6.4,3.8,2025 carry-forward / hunt_join_2025
2026,DB1521,"San Juan, Abajo Mtns",Deer,Male Only,General Season,Archery,General Season,Public,,,560.0,,,,,,2026 official/source build
2025,DB1522,Vernal/Bonanza,Deer,Male Only,General Season,Archery,General Season,Public,,,,327.0,129.0,39.4,10.2,3.3,2025 carry-forward / hunt_join_2025
2026,DB1522,Vernal/Bonanza,Deer,Male Only,General Season,Archery,General Season,Public,,,420.0,,,,,,2026 official/source build
2025,DB1523,Yellowstone,Deer,Male Only,General Season,Archery,General Season,Public,,,,205.0,62.0,30.2,10.4,3.4,2025 carry-forward / hunt_join_2025
2026,DB1523,Yellowstone,Deer,Male Only,General Season,Archery,General Season,Public,,,280.0,,,,,,2026 official/source build
2025,DB1524,Southwest Desert,Deer,Male Only,General Season,Archery,General Season,Public,,,,64.0,11.0,17.2,8.1,3.2,2025 carry-forward / hunt_join_2025
2026,DB1524,Southwest Desert,Deer,Male Only,General Season,Archery,General Season,Public,,,100.0,,,,,,2026 official/source build
2025,DB1525,"Wasatch Mtns, East",Deer,Male Only,General Season,Archery,General Season,Public,,,,789.0,160.0,20.3,8.0,3.4,2025 carry-forward / hunt_join_2025
2026,DB1525,"Wasatch Mtns, East",Deer,Male Only,General Season,Archery,General Season,Public,,,1300.0,,,,,,2026 official/source build
2025,DB1526,"Wasatch Mtns, West",Deer,Male Only,General Season,Archery,General Season,Public,,,,900.0,163.0,18.1,8.4,3.4,2025 carry-forward / hunt_join_2025
2026,DB1526,"Wasatch Mtns, West",Deer,Male Only,General Season,Archery,General Season,Public,,,1580.0,,,,,,2026 official/source build
2025,DB1529,Zion,Deer,Male Only,General Season,Archery,General Season,Public,,,,405.0,157.0,38.8,7.6,3.6,2025 carry-forward / hunt_join_2025
2026,DB1529,Zion,Deer,Male Only,General Season,Archery,General Season,Public,,,675.0,,,,,,2026 official/source build
2025,DB1531,Box Elder,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,1695.0,573.0,33.8,4.1,3.2,2025 carry-forward / hunt_join_2025
2026,DB1531,Box Elder,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,2080.0,,,,,,2026 official/source build
2025,DB1533,Manti/San Rafael,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,4060.0,1921.0,47.3,4.0,3.5,2025 carry-forward / hunt_join_2025
2026,DB1533,Manti/San Rafael,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,5400.0,,,,,,2026 official/source build
2025,DB1534,Nebo,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,2544.0,1153.0,45.3,4.1,3.4,2025 carry-forward / hunt_join_2025
2026,DB1534,Nebo,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,3180.0,,,,,,2026 official/source build
2025,DB1536,Fillmore,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,842.0,495.0,58.8,4.3,3.5,2025 carry-forward / hunt_join_2025
2026,DB1536,Fillmore,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,920.0,,,,,,2026 official/source build
2025,DB1538,Kamas,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,381.0,97.0,25.5,4.0,3.2,2025 carry-forward / hunt_join_2025
2026,DB1538,Kamas,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,400.0,,,,,,2026 official/source build
2025,DB1539,La Sal Mtns,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,827.0,445.0,53.8,3.9,3.7,2025 carry-forward / hunt_join_2025
2026,DB1539,La Sal Mtns,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,1080.0,,,,,,2026 official/source build
2025,DB1540,Monroe,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,487.0,370.0,76.0,3.8,3.9,2025 carry-forward / hunt_join_2025
2026,DB1540,Monroe,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,660.0,,,,,,2026 official/source build
2025,DB1541,Mt Dutton,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,206.0,114.0,55.3,3.9,3.5,2025 carry-forward / hunt_join_2025
2026,DB1541,Mt Dutton,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,240.0,,,,,,2026 official/source build
2025,DB1542,Nine Mile,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,467.0,250.0,53.5,4.4,3.3,2025 carry-forward / hunt_join_2025
2026,DB1542,Nine Mile,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,560.0,,,,,,2026 official/source build
2025,DB1543,North Slope,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,959.0,392.0,40.9,4.3,3.2,2025 carry-forward / hunt_join_2025
2026,DB1543,North Slope,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,1240.0,,,,,,2026 official/source build
2025,DB1544,Ogden,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,1164.0,437.0,37.5,3.8,3.5,2025 carry-forward / hunt_join_2025
2026,DB1544,Ogden,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,1620.0,,,,,,2026 official/source build
2025,DB1546,Panguitch Lake,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,785.0,473.0,60.3,4.1,3.6,2025 carry-forward / hunt_join_2025
2026,DB1546,Panguitch Lake,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,1000.0,,,,,,2026 official/source build
2025,DB1547,Pine Valley,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,1034.0,402.0,38.9,5.0,2.9,2025 carry-forward / hunt_join_2025
2026,DB1547,Pine Valley,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,1200.0,,,,,,2026 official/source build
2025,DB1549,Fishlake,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,392.0,206.0,52.6,4.2,3.4,2025 carry-forward / hunt_join_2025
2026,DB1549,Fishlake,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,520.0,,,,,,2026 official/source build
2025,DB1551,"San Juan, Abajo Mtns",Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,1280.0,658.0,51.4,3.9,3.5,2025 carry-forward / hunt_join_2025
2026,DB1551,"San Juan, Abajo Mtns",Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,1680.0,,,,,,2026 official/source build
2025,DB1552,Vernal/Bonanza,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,498.0,390.0,78.3,3.4,3.6,2025 carry-forward / hunt_join_2025
2026,DB1552,Vernal/Bonanza,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,700.0,,,,,,2026 official/source build
2025,DB1553,Yellowstone,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,623.0,393.0,63.1,3.7,3.5,2025 carry-forward / hunt_join_2025
2026,DB1553,Yellowstone,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,840.0,,,,,,2026 official/source build
2025,DB1554,Southwest Desert,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,245.0,106.0,43.3,4.8,2.9,2025 carry-forward / hunt_join_2025
2026,DB1554,Southwest Desert,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,300.0,,,,,,2026 official/source build
2025,DB1555,"Wasatch Mtns, East",Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,2995.0,1281.0,42.8,3.9,3.4,2025 carry-forward / hunt_join_2025
2026,DB1555,"Wasatch Mtns, East",Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,3900.0,,,,,,2026 official/source build
2025,DB1556,"Wasatch Mtns, West",Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,2928.0,825.0,28.2,3.7,3.2,2025 carry-forward / hunt_join_2025
2026,DB1556,"Wasatch Mtns, West",Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,4740.0,,,,,,2026 official/source build
2025,DB1559,Zion,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,,1116.0,694.0,62.2,4.3,3.7,2025 carry-forward / hunt_join_2025
2026,DB1559,Zion,Deer,Male Only,General Season,Any Legal Weapon,General Season,Public,,,1350.0,,,,,,2026 official/source build
2025,DB1561,Box Elder,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,680.0,164.0,24.1,4.1,3.1,2025 carry-forward / hunt_join_2025
2026,DB1561,Box Elder,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,1040.0,,,,,,2026 official/source build
2025,DB1563,Manti/San Rafael,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,1194.0,347.0,29.1,4.2,3.2,2025 carry-forward / hunt_join_2025
2026,DB1563,Manti/San Rafael,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,1800.0,,,,,,2026 official/source build
2025,DB1564,Nebo,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,649.0,141.0,21.7,4.1,3.2,2025 carry-forward / hunt_join_2025
2026,DB1564,Nebo,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,1060.0,,,,,,2026 official/source build
2025,DB1566,Fillmore,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,314.0,120.0,38.2,4.6,3.5,2025 carry-forward / hunt_join_2025
2026,DB1566,Fillmore,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,460.0,,,,,,2026 official/source build
2025,DB1568,Kamas,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,160.0,35.0,21.9,4.1,3.3,2025 carry-forward / hunt_join_2025
2026,DB1568,Kamas,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,200.0,,,,,,2026 official/source build
2025,DB1569,La Sal Mtns,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,216.0,116.0,53.7,4.1,3.8,2025 carry-forward / hunt_join_2025
2026,DB1569,La Sal Mtns,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,360.0,,,,,,2026 official/source build
2025,DB1570,Monroe,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,92.0,57.0,62.0,4.3,3.5,2025 carry-forward / hunt_join_2025
2026,DB1570,Monroe,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,220.0,,,,,,2026 official/source build
2025,DB1571,Mt Dutton,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,56.0,16.0,28.6,4.6,3.1,2025 carry-forward / hunt_join_2025
2026,DB1571,Mt Dutton,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,80.0,,,,,,2026 official/source build
2025,DB1572,Nine Mile,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,169.0,42.0,24.9,4.2,3.0,2025 carry-forward / hunt_join_2025
2026,DB1572,Nine Mile,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,280.0,,,,,,2026 official/source build
2025,DB1573,North Slope,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,410.0,95.0,23.2,4.6,3.1,2025 carry-forward / hunt_join_2025
2026,DB1573,North Slope,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,620.0,,,,,,2026 official/source build
2025,DB1574,Ogden,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,330.0,70.0,21.2,4.2,3.1,2025 carry-forward / hunt_join_2025
2026,DB1574,Ogden,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,540.0,,,,,,2026 official/source build
2025,DB1576,Panguitch Lake,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,346.0,141.0,40.8,4.3,3.7,2025 carry-forward / hunt_join_2025
2026,DB1576,Panguitch Lake,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,500.0,,,,,,2026 official/source build
2025,DB1577,Pine Valley,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,442.0,144.0,32.6,4.4,3.3,2025 carry-forward / hunt_join_2025
2026,DB1577,Pine Valley,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,600.0,,,,,,2026 official/source build
2025,DB1579,Fishlake,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,186.0,79.0,42.5,4.0,3.5,2025 carry-forward / hunt_join_2025
2026,DB1579,Fishlake,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,260.0,,,,,,2026 official/source build
2025,DB1581,"San Juan, Abajo Mtns",Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,398.0,177.0,44.5,4.0,3.6,2025 carry-forward / hunt_join_2025
2026,DB1581,"San Juan, Abajo Mtns",Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,560.0,,,,,,2026 official/source build
2025,DB1582,Vernal/Bonanza,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,184.0,115.0,62.5,3.9,3.7,2025 carry-forward / hunt_join_2025
2026,DB1582,Vernal/Bonanza,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,280.0,,,,,,2026 official/source build
2025,DB1583,Yellowstone,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,204.0,89.0,43.6,4.2,3.4,2025 carry-forward / hunt_join_2025
2026,DB1583,Yellowstone,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,280.0,,,,,,2026 official/source build
2025,DB1584,Southwest Desert,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,73.0,20.0,27.4,5.1,2.6,2025 carry-forward / hunt_join_2025
2026,DB1584,Southwest Desert,Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,100.0,,,,,,2026 official/source build
2025,DB1585,"Wasatch Mtns, East",Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,,789.0,217.0,27.5,4.2,3.3,2025 carry-forward / hunt_join_2025
2026,DB1585,"Wasatch Mtns, East",Deer,Male Only,General Season,Muzzleloader,General Season,Public,,,1300.0,,,,,,2026 official/source build
