hunt_code,species,sex_type,hunt_type,weapon,hunt_class,hunt_name,season,access_type,eligibility_class,draw_family,youth_flag,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,has_harvest,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,source_authority,data_status
EA1164,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,SJ Ranch CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,6.0,5.0,83.3,3.3,5.0,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1165,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Skull Crack CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,14.0,13.0,92.9,1.1,5.0,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1166,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Soldier Summit CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,15.0,7.0,46.7,2.4,3.9,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1167,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,South Canyon CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,8.0,80.0,1.9,4.1,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1168,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Spring Creek/Dodge CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,19.0,12.0,63.2,3.7,3.8,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1170,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Strawberry Ridge CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,9.0,90.0,2.0,4.6,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1171,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Summit Point CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,9.0,6.0,66.7,3.8,4.3,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1172,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Three C CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,13.0,8.0,61.5,11.5,3.7,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1174,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Two Bear CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,56.0,40.0,71.4,1.7,4.2,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1175,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Wallsburg CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,7.0,2.0,28.6,2.3,3.4,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1177,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Woodruff Creek South CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,8.0,3.0,37.5,1.9,5.0,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1192,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Pahvant Ensign CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,6.0,1.0,16.7,2.0,2.4,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1198,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Bear Springs CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,2.0,2.0,100.0,2.0,5.0,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1200,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Double R Ranch CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,10.0,100.0,2.1,5.0,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1201,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Mountain Sky Ranch CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,9.0,90.0,3.2,4.5,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1233,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Avintaquin Canyon CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,4.0,0.0,0.0,4.5,2.8,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1234,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Royal Ivory Outfitters CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,16.0,7.0,43.8,1.9,3.9,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1235,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Sharp Mountain CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,3.0,30.0,3.6,3.0,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1256,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Little Pole Canyon CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,6.0,2.0,33.3,2.4,3.8,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1257,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Tunnel Hollow CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,5.0,3.0,60.0,2.7,5.0,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1259,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Diamond Mountain CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,2.0,1.0,50.0,2.5,4.0,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1260,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,West Ridge CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,5.0,1.0,20.0,4.0,5.0,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1261,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Blackhawk CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,6.0,2.0,33.3,1.6,3.4,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EA1263,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Weber Florence Creek/Stillman Creek CWMU,Contact operator for 2025 season dates,CWMU,STANDARD,ANTLERLESS,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,76.0,42.0,55.3,4.0,4.1,False,True,antlerless elk.xlsx,,official_uploaded_source,COMPLETE
EB3500,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Alton CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,5.0,4.0,80.0,4.0,4.8,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3501,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Bar J Ranch CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,11.0,11.0,100.0,3.4,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3502,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Bear Mountain CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,8.0,8.0,100.0,8.3,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3503,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Bear Springs CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,4.0,3.0,75.0,4.5,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3504,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Blackhawk CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,10.0,100.0,3.5,4.9,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3505,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Boobe Hole CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,16.0,16.0,100.0,4.4,4.9,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3506,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Causey Spring CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,11.0,6.0,54.5,4.4,4.7,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3508,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Chimney Rock CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,16.0,16.0,100.0,3.0,4.8,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3509,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Coldwater Ranch CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,22.0,21.0,95.5,2.9,4.8,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3511,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Cotton Thomas CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,3.0,2.0,66.7,4.0,4.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3514,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Deseret CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,118.0,105.0,89.0,3.4,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3515,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Double Cone CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,7.0,7.0,100.0,4.0,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3516,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Durst Mountain CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,20.0,11.0,55.0,3.8,4.7,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3517,Elk,Bull,CWMU,Any Legal Weapon,CWMU,East Fork Chalk Creek CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,30.0,15.0,50.0,9.2,4.4,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3519,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Ensign Ranches CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,26.0,26.0,100.0,3.6,4.5,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3520,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Folley Ridge CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,19.0,18.0,94.7,3.1,4.9,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3521,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Grass Valley/Clark Canyon CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,93.0,70.0,75.3,3.8,4.4,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3522,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Grazing Pasture CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,5.0,5.0,100.0,4.3,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3523,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Guildersleeve CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,19.0,16.0,84.2,2.0,4.6,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3524,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Hardscrabble CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,6.0,60.0,5.9,4.1,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3525,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Heaston East CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,20.0,20.0,100.0,1.9,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3526,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Hiawatha CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,9.0,7.0,77.8,5.2,3.8,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3527,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Indian Head CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,10.0,100.0,4.6,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3528,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Ingham Peak CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,5.0,0.0,0.0,5.7,1.7,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3529,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Circle E Ranch CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,10.0,100.0,2.6,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3530,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Jacob's Creek CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,3.0,30.0,4.0,4.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3531,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Johnson Mountain Ranch CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,15.0,15.0,100.0,4.4,4.6,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3532,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Jump Creek CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,5.0,5.0,100.0,1.0,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3533,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Junction Valley CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,8.0,8.0,100.0,3.6,4.8,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3534,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Little Red Creek CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,14.0,12.0,85.7,3.7,4.7,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3536,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Minnie Maud Ridge CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,39.0,17.0,43.6,6.6,3.6,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3538,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Moon Ranch CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,10.0,100.0,4.6,2.9,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3540,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Old Woman Plateau CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,10.0,100.0,2.5,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3541,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Patmos Ridge CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,6.0,5.0,83.3,9.4,4.2,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3543,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Preston Nutter Ranch CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,20.0,12.0,60.0,3.1,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3544,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Redd Ranches CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,19.0,19.0,100.0,4.2,4.9,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3545,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Cactus Ranch LLC CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,9.0,9.0,100.0,3.2,4.4,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3546,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Roan Cliffs CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,9.0,9.0,100.0,7.5,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3547,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Sand Creek CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,8.0,3.0,37.5,4.0,4.5,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3548,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Scofield Canyons CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,8.0,6.0,75.0,4.6,4.8,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3549,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Scofield East CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,8.0,8.0,100.0,5.3,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3550,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Scofield West CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,10.0,100.0,3.3,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3551,Elk,Bull,CWMU,Any Legal Weapon,CWMU,SJ Ranch CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,8.0,8.0,100.0,3.4,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3552,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Skull Crack CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,7.0,7.0,100.0,4.0,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3553,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Soldier Summit CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,16.0,16.0,100.0,6.8,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3554,Elk,Bull,CWMU,Any Legal Weapon,CWMU,South Canyon CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,11.0,6.0,54.5,3.5,4.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3555,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Spring Creek/Dodge CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,13.0,12.0,92.3,3.7,4.9,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3557,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Strawberry Ridge CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,20.0,19.0,95.0,4.3,4.9,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3558,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Summit Point CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,4.0,4.0,100.0,16.0,4.5,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3559,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Three C CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,8.0,80.0,5.9,4.6,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3562,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Wallsburg CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,5.0,50.0,4.8,4.7,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3564,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Woodruff Creek South CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,18.0,12.0,66.7,4.0,4.9,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3565,Elk,Bull,CWMU,Any Legal Weapon,CWMU,North Peaks CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,7.0,7.0,100.0,3.8,4.8,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3603,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Pahvant Ensign CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,7.0,7.0,100.0,3.9,4.9,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3604,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Double R Ranch CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,10.0,10.0,100.0,3.4,4.3,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3606,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Mountain Sky Ranch CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,6.0,6.0,100.0,4.5,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3607,Elk,Bull,CWMU,Any Legal Weapon,CWMU,West Willow Creek Ranch CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,5.0,2.0,40.0,7.5,4.5,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3608,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Avintaquin Canyon CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,2.0,2.0,100.0,3.0,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3610,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Sharp Mountain CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,16.0,16.0,100.0,4.1,4.9,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3611,Elk,Bull,CWMU,Any Legal Weapon,CWMU,West Ridge CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,17.0,10.0,58.8,7.1,4.3,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
EB3613,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Little Pole Canyon CWMU,Contact operator for 2026 season dates,CWMU,STANDARD,NONE,False,,,,0.0,0.0,0.0,FULL_SPLIT,True,4.0,4.0,100.0,3.7,5.0,False,False,BULL ELK DATABASE.csv,,official_uploaded_source,COMPLETE
