hunt_code,species,sex_type,hunt_type,weapon,hunt_class,hunt_name,season,access_type,eligibility_class,draw_family,youth_flag,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,has_harvest,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,source_authority,data_status
LO1599,Deer,Buck,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Chalk Creek,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,10.0,3.0,30.0,2.3,3.7,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1601,Deer,Buck,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Chalk Creek,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,1.0,0.0,0.0,4.0,3.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1603,Deer,Buck,General Season - Private Land Only,Any Legal Weapon,Private Land Only,East Canyon,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,9.0,7.0,77.8,3.9,4.8,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1605,Deer,Buck,General Season - Private Land Only,Any Legal Weapon,Private Land Only,East Canyon,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1607,Deer,Buck,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Morgan-South Rich,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,3.0,0.0,0.0,3.0,2.5,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1609,Deer,Buck,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Morgan-South Rich,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1613,Deer,Buck,General Season - Private Land Only,Any Legal Weapon,Private Land Only,"Beaver, East",Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,5.0,0.0,0.0,4.8,2.5,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1619,Deer,Buck,General Season - Private Land Only,Any Legal Weapon,Private Land Only,"West Desert, Swasey",Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,3.0,3.0,100.0,4.0,5.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1622,Deer,Buck,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Oquirrh/Tintic,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,5.0,5.0,100.0,2.6,4.6,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1625,Deer,Buck,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Cedar/Stansbury,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,1.0,0.0,0.0,8.0,2.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1631,Deer,Buck,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Box Elder,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,3.0,0.0,0.0,3.5,3.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1501,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Box Elder,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1502,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Cache,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,1.0,1.0,100.0,5.0,2.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1503,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Manti/San Rafael,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1504,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Nebo,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1506,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Fillmore,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,1.0,0.0,0.0,7.0,5.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1508,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Kamas,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1509,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,"La Sal, La Sal Mtns",Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1510,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Monroe,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1511,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Mt Dutton,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,1.0,0.0,0.0,15.0,3.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1512,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Nine Mile,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,3.0,1.0,33.3,7.7,1.7,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1513,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,North Slope,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1514,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Ogden,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,2.0,2.0,100.0,3.5,5.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1516,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Panguitch Lake,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,2.0,2.0,100.0,10.0,4.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1517,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Pine Valley,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,1.0,0.0,0.0,2.0,2.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1518,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Boulder/Kaiparowits,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1519,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Fishlake,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1521,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,"San Juan, Abajo Mtns",Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1522,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Vernal/Bonanza,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1523,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Yellowstone,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1524,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Southwest Desert,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,2.0,0.0,0.0,4.0,3.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1525,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,"Wasatch Mtns, East",Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1526,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,"Wasatch Mtns, West",Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1529,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Zion,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,6.0,0.0,0.0,6.8,3.3,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1600,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Chalk Creek,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1604,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,East Canyon,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,3.0,0.0,0.0,4.0,3.3,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1608,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Morgan-South Rich,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,1.0,1.0,100.0,4.0,5.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1611,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,"Beaver, East",Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1614,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,"Beaver, West",Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,1.0,1.0,100.0,7.0,5.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1617,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,"West Desert, Swasey",Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1620,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Oquirrh/Tintic,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1623,Deer,Buck,General Season - Private Land Only,Archery,Private Land Only,Cedar/Stansbury,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1561,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Box Elder,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1563,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Manti/San Rafael,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1564,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Nebo,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1566,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Fillmore,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1568,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Kamas,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1569,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,"La Sal, La Sal Mtns",Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1570,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Monroe,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1571,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Mt Dutton,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1572,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Nine Mile,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,1.0,1.0,100.0,3.0,5.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1573,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,North Slope,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1574,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Ogden,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1576,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Panguitch Lake,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,2.0,1.0,50.0,3.0,3.5,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1577,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Pine Valley,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1579,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Fishlake,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1581,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,"San Juan, Abajo Mtns",Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,1.0,0.0,0.0,5.0,2.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1582,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Vernal/Bonanza,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1583,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Yellowstone,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1584,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Southwest Desert,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1585,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,"Wasatch Mtns, East",Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1586,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,"Wasatch Mtns, West",Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1589,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Zion,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,6.0,3.0,50.0,5.5,3.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1602,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Chalk Creek,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1606,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,East Canyon,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1610,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Morgan-South Rich,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1612,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,"Beaver, East",Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1615,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,"Beaver, West",Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1618,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,"West Desert, Swasey",Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1621,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Oquirrh/Tintic,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1624,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Cedar/Stansbury,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1628,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Cache,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1630,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private Land Only,Boulder/Kaiparowits,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1616,Deer,Buck,General Season - Private Land Only,Restricted Rifle,Private Land Only,"Beaver, West",Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,3.0,1.0,33.3,3.7,4.0,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1627,Deer,Buck,General Season - Private Land Only,Restricted Rifle,Private Land Only,Cache,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,True,8.0,6.0,75.0,4.4,3.2,False,False,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
LO1629,Deer,Buck,General Season - Private Land Only,Restricted Rifle,Private Land Only,Boulder/Kaiparowits,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Private,STANDARD,NONE,False,,,,,,,MISSING,,,,,,,,,BUCK DEER.csv,,official_uploaded_source,MISSING_PRIVATE_LAND_SOURCE
DB1017,Deer,Buck,Limited Entry,Any Legal Weapon,Limited Entry,"Book Cliffs, North",Oct 17 2026 - Oct 25 2026,Public,STANDARD,BONUS,False,111.0,12.0,123.0,137.0,15.0,152.0,FULL_SPLIT,True,125.0,117.0,93.6,3.7,4.1,True,False,buck_deer.xlsx,hunt_join_2025.1.csv; 25_bg-odds.pdf,official_uploaded_source,COMPLETE
DB1018,Deer,Buck,Limited Entry,Any Legal Weapon,Limited Entry,"Book Cliffs, South",Oct 17 2026 - Oct 25 2026,Public,STANDARD,BONUS,False,27.0,2.0,29.0,34.0,4.0,38.0,FULL_SPLIT,True,31.0,31.0,100.0,3.7,4.5,True,False,buck_deer.xlsx,hunt_join_2025.1.csv; 25_bg-odds.pdf,official_uploaded_source,COMPLETE
DB1019,Deer,Buck,Limited Entry,Any Legal Weapon,Limited Entry,"Fillmore, Oak Creek LE",Oct 17 2026 - Oct 25 2026,Public,STANDARD,BONUS,False,29.0,3.0,32.0,33.0,4.0,37.0,FULL_SPLIT,True,40.0,38.0,95.0,4.4,3.9,True,False,buck_deer.xlsx,hunt_join_2025.1.csv; 25_bg-odds.pdf,official_uploaded_source,COMPLETE
DB1020,Deer,Buck,Limited Entry,Any Legal Weapon,Limited Entry,Dolores Triangle,Nov 14 2026 - Nov 22 2026,Public,STANDARD,BONUS,False,11.0,1.0,12.0,13.0,2.0,15.0,FULL_SPLIT,True,12.0,12.0,100.0,4.0,4.4,True,False,buck_deer.xlsx,hunt_join_2025.1.csv; 25_bg-odds.pdf,official_uploaded_source,COMPLETE
DB1022,Deer,Buck,Limited Entry,Any Legal Weapon,Limited Entry,"San Juan, Elk Ridge",Oct 17 2026 - Oct 25 2026,Public,STANDARD,BONUS,False,39.0,3.0,42.0,42.0,5.0,47.0,FULL_SPLIT,True,45.0,40.0,88.9,4.8,3.9,True,False,buck_deer.xlsx,hunt_join_2025.1.csv; 25_bg-odds.pdf,official_uploaded_source,COMPLETE
DB1023,Deer,Buck,Limited Entry,Any Legal Weapon,Limited Entry,Diamond Mtn,Oct 17 2026 - Oct 25 2026,Public,STANDARD,BONUS,False,55.0,5.0,60.0,61.0,7.0,68.0,FULL_SPLIT,True,64.0,62.0,96.9,3.4,4.1,True,False,buck_deer.xlsx,hunt_join_2025.1.csv; 25_bg-odds.pdf,official_uploaded_source,COMPLETE
