publish_year,label,url,status,dest_path
2025,Preliminary big game harvest,https://wildlife.utah.gov/pdf/bg/2025/2026-03-06-2025-preliminary-bg-harvest.pdf,failed:HTTPError,
2024,General-season buck deer,https://wildlife.utah.gov/pdf/bg/2024/2024_gs_buck_deer_hr.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\harvest_report\8221a315__General-season buck deer.pdf
2024,Limited-entry and once-in-a-lifetime species,https://wildlife.utah.gov/pdf/bg/2024/2024_le_oial_all.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\harvest_report\f539f2a2__Limited-entry and once-in-a-lifetime species.pdf
2024,Antlerless big game,https://wildlife.utah.gov/pdf/bg/2024/2024_antlerless_hr.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\harvest_report\8e431263__Antlerless big game.pdf
2023,General-season buck deer,https://wildlife.utah.gov/pdf/bg/2023/2023_gs_buck_deer_hr.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\dc965eb4__General-season buck deer.pdf
2023,Limited-entry and once-in-a-lifetime species,https://wildlife.utah.gov/pdf/bg/2023/2023_le_oial_all.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\ba50f481__Limited-entry and once-in-a-lifetime species.pdf
2023,Antlerless big game,https://wildlife.utah.gov/pdf/bg/2023/2023_antlerless_hr.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\ca8a3d7c__Antlerless big game.pdf
2022,General-season buck deer,https://wildlife.utah.gov/pdf/bg/2022/2022_gs_buck_deer_hr.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\harvest_report\442a70d8__General-season buck deer.pdf
2022,Limited-entry and once-in-a-lifetime species,https://wildlife.utah.gov/pdf/bg/2022/2022_le_oial_all.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\harvest_report\19275c81__Limited-entry and once-in-a-lifetime species.pdf
2022,Antlerless big game,https://wildlife.utah.gov/pdf/bg/2022/2022_antlerless_hr.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\harvest_report\d6cae860__Antlerless big game.pdf
2021,General-season buck deer,https://wildlife.utah.gov/pdf/bg/2021/2021_gs_buck_deer_hr.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\5a118f11__General-season buck deer.pdf
2021,Limited-entry and once-in-a-lifetime species,https://wildlife.utah.gov/pdf/bg/2021/2021_le_oial_all.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\5a24be8c__Limited-entry and once-in-a-lifetime species.pdf
2021,Antlerless big game,https://wildlife.utah.gov/pdf/bg/2021/2021_antlerless_hr.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\e8ee2db2__Antlerless big game.pdf
2020,General-season buck deer,https://wildlife.utah.gov/pdf/bg/2020/2020_gs_buck_deer_hr.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\e38eeb18__General-season buck deer.pdf
2020,Limited-entry and once-in-a-lifetime species,https://wildlife.utah.gov/pdf/bg/2020/2020_le_oial_all.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\0b5ca51c__Limited-entry and once-in-a-lifetime species.pdf
2020,Antlerless big game,https://wildlife.utah.gov/pdf/bg/2020/2020_antlerless_hr.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\4275246d__Antlerless big game.pdf
2024,2024,https://wildlife.utah.gov/pdf/annual-reports/big-game/24_bg_report.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\harvest_report\8a9ecccb__2024.pdf
2023,2023,https://wildlife.utah.gov/pdf/annual-reports/big-game/23_bg_report.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest_report\1f8e73af__2023.pdf
2022,2022,https://wildlife.utah.gov/pdf/annual-reports/big-game/22_bg_report.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2022\pdf\harvest_report\2173f802__2022.pdf
2021,2021,https://wildlife.utah.gov/pdf/annual-reports/big-game/21_bg_report.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2021\pdf\harvest_report\b03e968a__2021.pdf
2020,2020,https://wildlife.utah.gov/pdf/annual-reports/big-game/20_bg_report.pdf,downloaded,D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2020\pdf\harvest_report\bd5fef65__2020.pdf
