boundary_id,hunt_number,hunt_name,species,gender,weapon,hunt_type,years,season_date_text,quota_total,quota_resident,quota_nonresident,source
33,EL3032,"Cache, Meadowville",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,2025,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
33,EL3033,"Cache, Meadowville",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,2025,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
33,EL3081,"Cache, Meadowville",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,2025,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
33,EL3168,"Cache, Meadowville",Elk,Bull,Archery,Limited Entry - Private Land Only,2025,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
33,EL3169,"Cache, Meadowville",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,2025,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
36,EB1000,Elk - Statewide Permit,Elk,Bull,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
38,EA1010,"Cache, Rich",Elk,Antlerless,Any Legal Weapon,General Season,2025,Oct 04 2025 - Oct 26 2025,20,18,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
38,EA1193,"Cache, Rich",Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 15 2025 - Jan 10 2026,20,18,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
38,PB5073,"Cache, Rich",Pronghorn,Buck,Any Legal Weapon,Limited Entry,2026,Sept 12 2026 - Sept 20 2026,6,6,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
38,PB5074,"Cache, Rich",Pronghorn,Buck,Archery,Limited Entry,2026,Aug 15 2026 - Sept 11 2026,2,2,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
38,PB5075,"Cache, Rich",Pronghorn,Buck,Muzzleloader,Limited Entry,2026,Sept 23 2026 - Oct 01 2026,2,2,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
39,EA1011,"Cache, Richards Hollow",Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 15 2025 - Dec 31 2025,10,9,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
40,EA1012,"Cache, Richmond Hyde Park",Elk,Antlerless,Any Legal Weapon,General Season,2025,Aug 01 2025 - Dec 01 2025,5,4,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
40,EA1206,"Cache, Richmond Hyde Park",Elk,Antlerless,Any Legal Weapon,General Season,2025,Dec 02 2025 - Jan 15 2026,10,9,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
41,EB1000,Elk - Statewide Permit,Elk,Bull,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
43,EA1013,"Manti, Central",Elk,Antlerless,Any Legal Weapon,General Season,2025,Oct 04 2025 - Oct 16 2025,70,63,7,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
43,EA1220,Manti (Expo),Elk,Antlerless,Any Legal Weapon,General Season,2025,"Oct 4 - Oct 16, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
45,EA1015,"Manti, Ferron Canyon",Elk,Antlerless,Any Legal Weapon,General Season,2025,Oct 04 2025 - Oct 16 2025,70,63,7,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
45,EA1220,Manti (Expo),Elk,Antlerless,Any Legal Weapon,General Season,2025,"Oct 4 - Oct 16, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
47,EA1017,"Manti, Gordon Creek-Price Canyon",Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 27 2025 - Jan 31 2026,100,90,10,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
47,EA1220,Manti (Expo),Elk,Antlerless,Any Legal Weapon,General Season,2025,"Oct 4 - Oct 16, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
49,EA1018,"Manti, Horn Mtn",Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 19 2025 - Dec 31 2025,60,54,6,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
49,EA1220,Manti (Expo),Elk,Antlerless,Any Legal Weapon,General Season,2025,"Oct 4 - Oct 16, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EA1271,Manti (Conservation),Elk,Antlerless,Any Legal Weapon,Conservation,2025,"Oct 4 - Oct 16, 2025 & Nov 19, 2025 - Jan 31, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EA2011,Manti,Elk,Antlerless,Any Legal Weapon,Private Lands Only,2025,Aug 01 2025 - Jan 31 2026,300,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EB1000,Elk - Statewide Permit,Elk,Bull,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EB1003,Spike Only Units,Elk,Bull,Any Legal Weapon,General Season - Spike Bull,2025,Oct 04 2025 - Oct 16 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EB1004,Spike Only Units,Elk,Bull,Muzzleloader,General Season - Spike Bull,2025,Oct 29 2025 - Nov 06 2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EB1005,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,2025,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) ",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EB1009,Spike Only Elk Units - Multiseason,Elk,Bull,Multiseason,General Season - Spike Bull,2025,"Spike Archery: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) Any Bull Archery: Aug 16-Sept 17, 2025 |  ALW: Oct 4 - 16, 2025 | Muzz: Oct 29-Nov 6, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EB1011,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,2025,ANY BULL: Arch: 08/16-09/17/2025|ALW: 10/4-10-17/2025|Muzz: 10/29-11/6/2025 SPIKE ONLY: Arch:8/16-09/05/2025|ALW: 10/4-10/16/2025|Muzz: 10/29-11/6/2025 |Uinta Basin Private Land only:08/01-11/15/2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EB3006,Manti,Elk,Bull,Archery,Limited Entry,2026,Aug 15 2026 - Sept 15 2026,165,148,17,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EB3038,Manti,Elk,Bull,Any Legal Weapon,Limited Entry,2026,Sept 16 2026 - Sept 20 2026,68,61,7,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EB3039,Manti,Elk,Bull,Any Legal Weapon,Limited Entry,2026,Nov 07 2026 - Nov 15 2026,113,102,11,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EB3084,Manti,Elk,Bull,Muzzleloader,Limited Entry,2026,Sept 21 2026 - Oct 02 2026,99,89,10,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EB3108,Manti,Elk,Bull,Multiseason,Limited Entry,2026,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",20,18,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EB3126,Manti,Elk,Bull,Any Legal Weapon,Limited Entry,2026,Oct 03 2026 - Oct 15 2026,195,175,20,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EB3172,Manti,Elk,Bull,Archery,Limited Entry,2026,Nov 28 2026 - Dec 13 2026,10,9,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EL3006,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,2025,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EL3038,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,2025,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EL3039,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,2025,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EL3084,Manti,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,2025,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EL3126,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,2025,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
51,EL3172,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,2025,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
52,BR1000,Black Bear - Statewide Permit,Black Bear,Either Sex,Any Legal Weapon,Statewide,2026,Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
52,BR1001,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,2026,"Visit wildlife.utah.gov/bearharvest for units & closures.
You are required to complete the annual bear orientation course & carry proof while hunting bear.  Visit wildlife.utah.gov/bear for details.",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
52,BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,2026,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026 ",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
52,BR1018,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,2025,"Spring: Mar 29-May 26, 2025 | Summer: July 5 - Aug 3, 2025 | Fall: Nov 3-9, 2025",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
52,BR7003,"Manti, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,2026,"March 28 - May 25, 2026",19,17,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
52,BR7104,"Manti, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,2026,"May 25 - June 28, 2026",18,17,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
52,BR7203,"Manti, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,2026,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",11,10,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
52,BR7303,"Manti, North",Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,2026,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",14,13,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
55,EA1020,"Manti, Mohrland-Stump Flat",Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 27 2025 - Jan 31 2026,120,108,12,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
55,EA1220,Manti (Expo),Elk,Antlerless,Any Legal Weapon,General Season,2025,"Oct 4 - Oct 16, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
56,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
57,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
58,EA1022,"Manti, North",Elk,Antlerless,Any Legal Weapon,General Season,2025,Oct 04 2025 - Oct 16 2025,300,270,30,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
58,EA1220,Manti (Expo),Elk,Antlerless,Any Legal Weapon,General Season,2025,"Oct 4 - Oct 16, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
59,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
63,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,DB1100,Chalk Creek,Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,11,10,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,DB1599,Chalk Creek,Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,880,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,DB1600,Chalk Creek,Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,440,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,DB1601,Chalk Creek,Deer,Buck,Any Legal Weapon (Early),General Season,2026,Oct 07 2026 - Oct 11 2026,440,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,DB1602,Chalk Creek,Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,440,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,DB1799,Chalk Creek,Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,292,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,EA1026,Chalk Creek,Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 08 2025 - Jan 31 2026,350,315,35,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,EA2000,Antlerless Elk Control,Elk,Antlerless,Any Legal Weapon,Antlerless Elk Control,2025,"Valid for the season/weapon listed on your qualifying permit on the Chalk Creek, East Canyon, Kamas, Henry Mtns, Morgan-S. Rich, Ogden, Pine Valley & Zion Units",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,EA2004,Chalk Creek,Elk,Antlerless,Any Legal Weapon,Private Lands Only,2025,Aug 01 2025 - Jan 31 2026,600,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,EB1001,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2025,Oct 04 2025 - Oct 10 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,EB1002,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,2025,Oct 29 2025 - Nov 06 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,EB1005,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,2025,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) ",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,EB1007,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2026,Sept 12 2026 - Sept 22 2026,750,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,EB1010,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2025,Oct 11 2025 - Oct 17 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,EB1011,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,2025,ANY BULL: Arch: 08/16-09/17/2025|ALW: 10/4-10-17/2025|Muzz: 10/29-11/6/2025 SPIKE ONLY: Arch:8/16-09/05/2025|ALW: 10/4-10/16/2025|Muzz: 10/29-11/6/2025 |Uinta Basin Private Land only:08/01-11/15/2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,LO1599,Chalk Creek,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,LO1600,Chalk Creek,Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,LO1601,Chalk Creek,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,2025,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,LO1602,Chalk Creek,Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,MB1000,Moose - Statewide Permit,Moose,Bull,Any Legal Weapon,Statewide,2026,"Sept 1 - Nov 15, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
69,MB6001,Chalk Creek,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,2026,Sept 12 2026 - Oct 31 2026,4,4,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
71,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
75,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
75,RS0001,Rocky Mountain Bighorn Sheep - Statewide Permit,Rocky Mountain Bighorn Sheep,Male Only,Any Legal Weapon,Statewide,2026,"Sept 1 - Dec 31, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
75,RS6721,"Oquirrh-Stansbury, West",Rocky Mountain Bighorn Sheep,Male Only,Any Legal Weapon,Once-in-a-lifetime,2026,Oct 31 2026 - Nov 30 2026,3,3,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
76,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
79,MB1000,Moose - Statewide Permit,Moose,Bull,Any Legal Weapon,Statewide,2026,"Sept 1 - Nov 15, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
79,MB6003,"East Canyon, Morgan-Summit",Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,2026,Sept 12 2026 - Oct 31 2026,5,5,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
81,EB1001,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2025,Oct 04 2025 - Oct 10 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
81,EB1002,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,2025,Oct 29 2025 - Nov 06 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
81,EB1005,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,2025,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) ",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
81,EB1007,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2026,Sept 12 2026 - Sept 22 2026,750,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
81,EB1010,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2025,Oct 11 2025 - Oct 17 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
81,EB1011,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,2025,ANY BULL: Arch: 08/16-09/17/2025|ALW: 10/4-10-17/2025|Muzz: 10/29-11/6/2025 SPIKE ONLY: Arch:8/16-09/05/2025|ALW: 10/4-10/16/2025|Muzz: 10/29-11/6/2025 |Uinta Basin Private Land only:08/01-11/15/2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
81,LP5033,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,2025,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
81,PB1000,Pronghorn - Statewide Permit,Pronghorn,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1 - Nov 15, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
81,PB5008,"Fillmore, Oak Creek South",Pronghorn,Buck,Archery,Limited Entry,2026,Aug 15 2026 - Sept 11 2026,17,15,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
81,PB5033,"Fillmore, Oak Creek South",Pronghorn,Buck,Any Legal Weapon,Limited Entry,2026,Sept 12 2026 - Sept 20 2026,51,46,5,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
81,PB5065,"Fillmore, Oak Creek South",Pronghorn,Buck,Muzzleloader,Limited Entry,2026,Sept 23 2026 - Oct 01 2026,17,15,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
81,PD1034,"Fillmore, Oak Creek South",Pronghorn,Doe,Any Legal Weapon,General Season,2025,Aug 01 2025 - Aug 13 2025,30,27,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
81,PD1035,"Fillmore, Oak Creek South",Pronghorn,Doe,Any Legal Weapon,General Season,2025,Nov 01 2025 - Nov 29 2025,30,27,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
85,DB0007,Buck Deer - Statewide Permit,Deer,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
85,DB1012,"Fillmore, Oak Creek LE",Deer,Buck,Archery,Limited Entry,2026,Aug 15 2026 - Sept 11 2026,13,12,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
85,DB1019,"Fillmore, Oak Creek LE",Deer,Buck,Any Legal Weapon,Limited Entry,2026,Oct 17 2026 - Oct 25 2026,37,33,4,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
85,DB1029,"Fillmore, Oak Creek LE",Deer,Buck,Muzzleloader,Limited Entry,2026,Sept 23 2026 - Oct 01 2026,13,12,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
85,DB1045,"Fillmore, Oak Creek LE",Deer,Buck,Multiseason,Limited Entry,2026,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,2,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
85,EA1209,"Fillmore, Oak Creek LE",Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 15 2025 - Jan 30 2026,50,45,5,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
85,LD1019,"Fillmore, Oak Creek LE - Private Land Only",Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
86,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
86,EA2036,"Oquirrh-Stansbury, East",Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 08 2025 - Jan 31 2026,60,54,6,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
88,BR1000,Black Bear - Statewide Permit,Black Bear,Either Sex,Any Legal Weapon,Statewide,2026,Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
88,BR1001,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,2026,"Visit wildlife.utah.gov/bearharvest for units & closures.
You are required to complete the annual bear orientation course & carry proof while hunting bear.  Visit wildlife.utah.gov/bear for details.",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
88,BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,2026,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026 ",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
88,BR1018,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,2025,"Spring: Mar 29-May 26, 2025 | Summer: July 5 - Aug 3, 2025 | Fall: Nov 3-9, 2025",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
88,BR7007,"Fillmore, Pahvant",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,2026,"March 28 - May 25, 2026",1,1,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
88,BR7124,"Fillmore, Pahvant",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,2026,"May 25 - June 28, 2026",2,2,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
88,BR7207,"Fillmore, Pahvant",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,2026,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",1,1,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
88,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
