hunt_code,year,residency,points,application_value_score,decision_label,modeled_draw_probability_score,hunt_quality_score,point_value_score,demand_opportunity_score,permit_stability_score
DB1224,2026,Resident,19,27.58,INSUFFICIENT DATA,0.0,70.32,0.0,0.0,100.0
DB1224,2026,Resident,18,27.58,INSUFFICIENT DATA,0.0,70.32,0.0,0.0,100.0
DB1224,2026,Resident,17,27.58,INSUFFICIENT DATA,0.0,70.32,0.0,0.0,100.0
DB1224,2026,Resident,16,27.58,INSUFFICIENT DATA,0.0,70.32,0.0,0.0,100.0
DB1224,2026,Resident,15,27.58,INSUFFICIENT DATA,0.0,70.32,0.0,0.0,100.0
DB1224,2026,Resident,14,27.58,INSUFFICIENT DATA,0.0,70.32,0.0,0.0,100.0
DB1224,2026,Resident,13,27.58,INSUFFICIENT DATA,0.0,70.32,0.0,0.0,100.0
DB1224,2026,Resident,12,28.18,INSUFFICIENT DATA,0.0,70.32,4.0,0.0,100.0
DB1224,2026,Resident,11,29.38,INSUFFICIENT DATA,0.0,70.32,12.0,0.0,100.0
DB1224,2026,Resident,10,54.33,SLEEPER,25.0,70.32,20.0,100.0,100.0
DB1224,2026,Resident,9,31.78,INSUFFICIENT DATA,0.0,70.32,28.0,0.0,100.0
DB1224,2026,Resident,8,56.73,SLEEPER,25.0,70.32,36.0,100.0,100.0
DB1224,2026,Resident,7,47.513,HIGH QUALITY / BAD ODDS,16.667,70.32,44.0,50.0,100.0
DB1224,2026,Resident,6,59.13,SLEEPER,25.0,70.32,52.0,100.0,100.0
DB1224,2026,Resident,5,49.913,HIGH QUALITY / BAD ODDS,16.667,70.32,60.0,50.0,100.0
DB1224,2026,Resident,4,47.155,HIGH QUALITY / BAD ODDS,12.5,70.32,68.0,33.333,100.0
DB1224,2026,Resident,3,48.355,HIGH QUALITY / BAD ODDS,12.5,70.32,76.0,33.333,100.0
DB1224,2026,Resident,2,63.93,SLEEPER,25.0,70.32,84.0,100.0,100.0
DB1224,2026,Resident,1,41.38,INSUFFICIENT DATA,0.0,70.32,92.0,0.0,100.0
DB1224,2026,Resident,0,66.33,SLEEPER,25.0,70.32,100.0,100.0,100.0
DB1224,2026,Nonresident,32,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,31,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,30,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,29,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,28,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,27,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,26,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,25,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,24,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,23,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,22,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,21,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,20,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,19,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,18,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,17,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,16,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,15,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,14,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,13,21.017,INSUFFICIENT DATA,0.0,68.07,0.0,0.0,40.0
DB1224,2026,Nonresident,12,21.617,INSUFFICIENT DATA,0.0,68.07,4.0,0.0,40.0
DB1224,2026,Nonresident,11,22.817,INSUFFICIENT DATA,0.0,68.07,12.0,0.0,40.0
DB1224,2026,Nonresident,10,24.017,INSUFFICIENT DATA,0.0,68.07,20.0,0.0,40.0
DB1224,2026,Nonresident,9,25.217,INSUFFICIENT DATA,0.0,68.07,28.0,0.0,40.0
DB1224,2026,Nonresident,8,26.417,INSUFFICIENT DATA,0.0,68.07,36.0,0.0,40.0
DB1224,2026,Nonresident,7,27.617,INSUFFICIENT DATA,0.0,68.07,44.0,0.0,40.0
DB1224,2026,Nonresident,6,28.817,INSUFFICIENT DATA,0.0,68.07,52.0,0.0,40.0
DB1224,2026,Nonresident,5,30.017,INSUFFICIENT DATA,0.0,68.07,60.0,0.0,40.0
DB1224,2026,Nonresident,4,31.217,INSUFFICIENT DATA,0.0,68.07,68.0,0.0,40.0
DB1224,2026,Nonresident,3,32.417,INSUFFICIENT DATA,0.0,68.07,76.0,0.0,40.0
DB1224,2026,Nonresident,2,33.617,INSUFFICIENT DATA,0.0,68.07,84.0,0.0,40.0
DB1224,2026,Nonresident,1,34.817,INSUFFICIENT DATA,0.0,68.07,92.0,0.0,40.0
DB1224,2026,Nonresident,0,36.017,INSUFFICIENT DATA,0.0,68.07,100.0,0.0,40.0
DB1227,2026,Resident,32,27.765,INSUFFICIENT DATA,0.0,71.06,0.0,0.0,100.0
DB1227,2026,Resident,31,27.765,INSUFFICIENT DATA,0.0,71.06,0.0,0.0,100.0
DB1227,2026,Resident,30,28.365,INSUFFICIENT DATA,0.0,71.06,4.0,0.0,100.0
DB1227,2026,Resident,29,29.565,INSUFFICIENT DATA,0.0,71.06,12.0,0.0,100.0
DB1227,2026,Resident,28,30.765,INSUFFICIENT DATA,0.0,71.06,20.0,0.0,100.0
DB1227,2026,Resident,27,31.965,INSUFFICIENT DATA,0.0,71.06,28.0,0.0,100.0
DB1227,2026,Resident,26,33.165,INSUFFICIENT DATA,0.0,71.06,36.0,0.0,100.0
DB1227,2026,Resident,25,34.365,INSUFFICIENT DATA,0.0,71.06,44.0,0.0,100.0
DB1227,2026,Resident,24,35.565,INSUFFICIENT DATA,0.0,71.06,52.0,0.0,100.0
DB1227,2026,Resident,23,36.765,INSUFFICIENT DATA,0.0,71.06,60.0,0.0,100.0
DB1227,2026,Resident,22,37.965,INSUFFICIENT DATA,0.0,71.06,68.0,0.0,100.0
DB1227,2026,Resident,21,39.165,INSUFFICIENT DATA,0.0,71.06,76.0,0.0,100.0
DB1227,2026,Resident,20,40.365,INSUFFICIENT DATA,0.0,71.06,84.0,0.0,100.0
DB1227,2026,Resident,19,41.565,INSUFFICIENT DATA,0.0,71.06,92.0,0.0,100.0
DB1227,2026,Resident,18,42.765,INSUFFICIENT DATA,0.0,71.06,100.0,0.0,100.0
DB1227,2026,Resident,17,74.065,GOOD VALUE,50.0,71.06,92.0,100.0,100.0
DB1227,2026,Resident,16,40.365,INSUFFICIENT DATA,0.0,71.06,84.0,0.0,100.0
DB1227,2026,Resident,15,39.165,INSUFFICIENT DATA,0.0,71.06,76.0,0.0,100.0
DB1227,2026,Resident,14,37.965,INSUFFICIENT DATA,0.0,71.06,68.0,0.0,100.0
DB1227,2026,Resident,13,36.765,INSUFFICIENT DATA,0.0,71.06,60.0,0.0,100.0
DB1227,2026,Resident,12,59.315,SLEEPER,25.0,71.06,52.0,100.0,100.0
DB1227,2026,Resident,11,34.365,INSUFFICIENT DATA,0.0,71.06,44.0,0.0,100.0
DB1227,2026,Resident,10,33.165,INSUFFICIENT DATA,0.0,71.06,36.0,0.0,100.0
DB1227,2026,Resident,9,31.965,INSUFFICIENT DATA,0.0,71.06,28.0,0.0,100.0
DB1227,2026,Resident,8,41.765,HIGH QUALITY / BAD ODDS,10.0,71.06,20.0,50.0,100.0
DB1227,2026,Resident,7,50.398,HIGH QUALITY / BAD ODDS,16.667,71.06,12.0,100.0,100.0
DB1227,2026,Resident,6,49.198,HIGH QUALITY / BAD ODDS,16.667,71.06,4.0,100.0,100.0
DB1227,2026,Resident,5,51.515,SLEEPER,25.0,71.06,0.0,100.0,100.0
DB1227,2026,Resident,4,51.515,SLEEPER,25.0,71.06,0.0,100.0,100.0
DB1227,2026,Resident,3,51.515,SLEEPER,25.0,71.06,0.0,100.0,100.0
DB1227,2026,Resident,2,36.682,HIGH QUALITY / BAD ODDS,8.333,71.06,0.0,40.0,100.0
DB1227,2026,Resident,1,27.765,INSUFFICIENT DATA,0.0,71.06,0.0,0.0,100.0
DB1227,2026,Resident,0,27.765,INSUFFICIENT DATA,0.0,71.06,0.0,0.0,100.0
DB1227,2026,Nonresident,32,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,31,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,30,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,29,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,28,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,27,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,26,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,25,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,24,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,23,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,22,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,21,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,20,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,19,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,18,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,17,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,16,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,15,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,14,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,13,21.203,INSUFFICIENT DATA,0.0,68.81,0.0,0.0,40.0
DB1227,2026,Nonresident,12,21.803,INSUFFICIENT DATA,0.0,68.81,4.0,0.0,40.0
DB1227,2026,Nonresident,11,23.003,INSUFFICIENT DATA,0.0,68.81,12.0,0.0,40.0
DB1227,2026,Nonresident,10,24.203,INSUFFICIENT DATA,0.0,68.81,20.0,0.0,40.0
DB1227,2026,Nonresident,9,25.402,INSUFFICIENT DATA,0.0,68.81,28.0,0.0,40.0
DB1227,2026,Nonresident,8,26.602,INSUFFICIENT DATA,0.0,68.81,36.0,0.0,40.0
DB1227,2026,Nonresident,7,27.803,INSUFFICIENT DATA,0.0,68.81,44.0,0.0,40.0
DB1227,2026,Nonresident,6,29.003,INSUFFICIENT DATA,0.0,68.81,52.0,0.0,40.0
DB1227,2026,Nonresident,5,30.203,INSUFFICIENT DATA,0.0,68.81,60.0,0.0,40.0
DB1227,2026,Nonresident,4,31.402,INSUFFICIENT DATA,0.0,68.81,68.0,0.0,40.0
DB1227,2026,Nonresident,3,32.602,INSUFFICIENT DATA,0.0,68.81,76.0,0.0,40.0
DB1227,2026,Nonresident,2,33.803,INSUFFICIENT DATA,0.0,68.81,84.0,0.0,40.0
DB1227,2026,Nonresident,1,35.002,INSUFFICIENT DATA,0.0,68.81,92.0,0.0,40.0
DB1227,2026,Nonresident,0,36.203,INSUFFICIENT DATA,0.0,68.81,100.0,0.0,40.0
DB1228,2026,Resident,32,29.887,INSUFFICIENT DATA,0.0,79.547,0.0,0.0,100.0
DB1228,2026,Resident,31,30.487,INSUFFICIENT DATA,0.0,79.547,4.0,0.0,100.0
DB1228,2026,Resident,30,31.687,INSUFFICIENT DATA,0.0,79.547,12.0,0.0,100.0
DB1228,2026,Resident,29,32.887,INSUFFICIENT DATA,0.0,79.547,20.0,0.0,100.0
DB1228,2026,Resident,28,34.087,INSUFFICIENT DATA,0.0,79.547,28.0,0.0,100.0
DB1228,2026,Resident,27,35.287,INSUFFICIENT DATA,0.0,79.547,36.0,0.0,100.0
DB1228,2026,Resident,26,36.487,INSUFFICIENT DATA,0.0,79.547,44.0,0.0,100.0
DB1228,2026,Resident,25,37.687,INSUFFICIENT DATA,0.0,79.547,52.0,0.0,100.0
DB1228,2026,Resident,24,38.887,INSUFFICIENT DATA,0.0,79.547,60.0,0.0,100.0
DB1228,2026,Resident,23,40.087,INSUFFICIENT DATA,0.0,79.547,68.0,0.0,100.0
DB1228,2026,Resident,22,41.287,INSUFFICIENT DATA,0.0,79.547,76.0,0.0,100.0
DB1228,2026,Resident,21,42.487,INSUFFICIENT DATA,0.0,79.547,84.0,0.0,100.0
DB1228,2026,Resident,20,43.687,INSUFFICIENT DATA,0.0,79.547,92.0,0.0,100.0
DB1228,2026,Resident,19,44.887,INSUFFICIENT DATA,0.0,79.547,100.0,0.0,100.0
DB1228,2026,Resident,18,83.965,STRONG APPLY,72.222,79.547,92.0,100.0,100.0
DB1228,2026,Resident,17,59.987,HIGH QUALITY / BAD ODDS,7.143,79.547,84.0,100.0,100.0
DB1228,2026,Resident,16,58.474,HIGH QUALITY / BAD ODDS,6.25,79.547,76.0,100.0,100.0
DB1228,2026,Resident,15,58.003,HIGH QUALITY / BAD ODDS,8.333,79.547,68.0,100.0,100.0
DB1228,2026,Resident,14,55.478,HIGH QUALITY / BAD ODDS,4.545,79.547,60.0,100.0,100.0
DB1228,2026,Resident,13,54.437,HIGH QUALITY / BAD ODDS,5.0,79.547,52.0,100.0,100.0
DB1228,2026,Resident,12,50.581,HIGH QUALITY / BAD ODDS,3.125,79.547,44.0,86.667,100.0
DB1228,2026,Resident,11,52.037,HIGH QUALITY / BAD ODDS,5.0,79.547,36.0,100.0,100.0
DB1228,2026,Resident,10,50.433,HIGH QUALITY / BAD ODDS,3.846,79.547,28.0,100.0,100.0
DB1228,2026,Resident,9,49.478,HIGH QUALITY / BAD ODDS,4.545,79.547,20.0,100.0,100.0
DB1228,2026,Resident,8,42.825,HIGH QUALITY / BAD ODDS,2.5,79.547,12.0,68.421,100.0
DB1228,2026,Resident,7,45.582,HIGH QUALITY / BAD ODDS,3.333,79.547,4.0,92.857,100.0
DB1228,2026,Resident,6,44.982,HIGH QUALITY / BAD ODDS,3.333,79.547,0.0,92.857,100.0
DB1228,2026,Resident,5,41.641,HIGH QUALITY / BAD ODDS,2.632,79.547,0.0,72.222,100.0
DB1228,2026,Resident,4,44.982,HIGH QUALITY / BAD ODDS,3.333,79.547,0.0,92.857,100.0
DB1228,2026,Resident,3,44.982,HIGH QUALITY / BAD ODDS,3.333,79.547,0.0,92.857,100.0
DB1228,2026,Resident,2,41.641,HIGH QUALITY / BAD ODDS,2.632,79.547,0.0,72.222,100.0
DB1228,2026,Resident,1,50.72,HIGH QUALITY / BAD ODDS,16.667,79.547,0.0,100.0,100.0
DB1228,2026,Resident,0,46.637,HIGH QUALITY / BAD ODDS,5.0,79.547,0.0,100.0,100.0
DB1228,2026,Nonresident,32,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,31,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,30,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,29,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,28,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,27,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,26,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,25,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,24,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,23,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,22,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,21,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,20,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,19,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,18,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,17,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,16,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,15,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,14,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,13,23.324,INSUFFICIENT DATA,0.0,77.297,0.0,0.0,40.0
DB1228,2026,Nonresident,12,23.924,INSUFFICIENT DATA,0.0,77.297,4.0,0.0,40.0
DB1228,2026,Nonresident,11,25.124,INSUFFICIENT DATA,0.0,77.297,12.0,0.0,40.0
DB1228,2026,Nonresident,10,26.324,INSUFFICIENT DATA,0.0,77.297,20.0,0.0,40.0
DB1228,2026,Nonresident,9,27.524,INSUFFICIENT DATA,0.0,77.297,28.0,0.0,40.0
DB1228,2026,Nonresident,8,28.724,INSUFFICIENT DATA,0.0,77.297,36.0,0.0,40.0
DB1228,2026,Nonresident,7,29.924,INSUFFICIENT DATA,0.0,77.297,44.0,0.0,40.0
DB1228,2026,Nonresident,6,31.124,INSUFFICIENT DATA,0.0,77.297,52.0,0.0,40.0
DB1228,2026,Nonresident,5,32.324,INSUFFICIENT DATA,0.0,77.297,60.0,0.0,40.0
DB1228,2026,Nonresident,4,33.524,INSUFFICIENT DATA,0.0,77.297,68.0,0.0,40.0
DB1228,2026,Nonresident,3,34.724,INSUFFICIENT DATA,0.0,77.297,76.0,0.0,40.0
DB1228,2026,Nonresident,2,35.924,INSUFFICIENT DATA,0.0,77.297,84.0,0.0,40.0
DB1228,2026,Nonresident,1,37.124,INSUFFICIENT DATA,0.0,77.297,92.0,0.0,40.0
DB1228,2026,Nonresident,0,38.324,INSUFFICIENT DATA,0.0,77.297,100.0,0.0,40.0
DB1229,2026,Resident,32,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,31,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,30,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,29,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,28,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,27,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,26,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,25,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,24,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,23,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,22,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,21,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,20,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,19,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,18,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,17,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,16,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,15,27.76,INSUFFICIENT DATA,0.0,71.04,0.0,0.0,100.0
DB1229,2026,Resident,14,41.093,HIGH QUALITY / BAD ODDS,16.667,71.04,0.0,50.0,100.0
DB1229,2026,Resident,13,51.51,SLEEPER,25.0,71.04,0.0,100.0,100.0
DB1229,2026,Resident,12,28.36,INSUFFICIENT DATA,0.0,71.04,4.0,0.0,100.0
DB1229,2026,Resident,11,29.56,INSUFFICIENT DATA,0.0,71.04,12.0,0.0,100.0
DB1229,2026,Resident,10,30.76,INSUFFICIENT DATA,0.0,71.04,20.0,0.0,100.0
DB1229,2026,Resident,9,31.96,INSUFFICIENT DATA,0.0,71.04,28.0,0.0,100.0
DB1229,2026,Resident,8,46.493,HIGH QUALITY / BAD ODDS,16.667,71.04,36.0,50.0,100.0
DB1229,2026,Resident,7,34.36,INSUFFICIENT DATA,0.0,71.04,44.0,0.0,100.0
DB1229,2026,Resident,6,59.31,SLEEPER,25.0,71.04,52.0,100.0,100.0
DB1229,2026,Resident,5,44.01,HIGH QUALITY / BAD ODDS,10.0,71.04,60.0,25.0,100.0
DB1229,2026,Resident,4,45.21,HIGH QUALITY / BAD ODDS,10.0,71.04,68.0,25.0,100.0
DB1229,2026,Resident,3,52.493,HIGH QUALITY / BAD ODDS,16.667,71.04,76.0,50.0,100.0
DB1229,2026,Resident,2,49.735,HIGH QUALITY / BAD ODDS,12.5,71.04,84.0,33.333,100.0
DB1229,2026,Resident,1,41.56,INSUFFICIENT DATA,0.0,71.04,92.0,0.0,100.0
DB1229,2026,Resident,0,52.135,HIGH QUALITY / BAD ODDS,12.5,71.04,100.0,33.333,100.0
DB1229,2026,Nonresident,32,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,31,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,30,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,29,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,28,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,27,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,26,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,25,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,24,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,23,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,22,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,21,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,20,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,19,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,18,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,17,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,16,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,15,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,14,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,13,21.198,INSUFFICIENT DATA,0.0,68.79,0.0,0.0,40.0
DB1229,2026,Nonresident,12,21.798,INSUFFICIENT DATA,0.0,68.79,4.0,0.0,40.0
DB1229,2026,Nonresident,11,22.998,INSUFFICIENT DATA,0.0,68.79,12.0,0.0,40.0
DB1229,2026,Nonresident,10,24.198,INSUFFICIENT DATA,0.0,68.79,20.0,0.0,40.0
DB1229,2026,Nonresident,9,25.398,INSUFFICIENT DATA,0.0,68.79,28.0,0.0,40.0
DB1229,2026,Nonresident,8,26.598,INSUFFICIENT DATA,0.0,68.79,36.0,0.0,40.0
DB1229,2026,Nonresident,7,27.797,INSUFFICIENT DATA,0.0,68.79,44.0,0.0,40.0
DB1229,2026,Nonresident,6,28.998,INSUFFICIENT DATA,0.0,68.79,52.0,0.0,40.0
DB1229,2026,Nonresident,5,30.198,INSUFFICIENT DATA,0.0,68.79,60.0,0.0,40.0
DB1229,2026,Nonresident,4,31.398,INSUFFICIENT DATA,0.0,68.79,68.0,0.0,40.0
DB1229,2026,Nonresident,3,32.598,INSUFFICIENT DATA,0.0,68.79,76.0,0.0,40.0
DB1229,2026,Nonresident,2,33.797,INSUFFICIENT DATA,0.0,68.79,84.0,0.0,40.0
DB1229,2026,Nonresident,1,34.998,INSUFFICIENT DATA,0.0,68.79,92.0,0.0,40.0
DB1229,2026,Nonresident,0,36.198,INSUFFICIENT DATA,0.0,68.79,100.0,0.0,40.0
DB1230,2026,Resident,32,28.75,INSUFFICIENT DATA,0.0,75.0,0.0,0.0,100.0
DB1230,2026,Resident,31,28.75,INSUFFICIENT DATA,0.0,75.0,0.0,0.0,100.0
DB1230,2026,Resident,30,28.75,INSUFFICIENT DATA,0.0,75.0,0.0,0.0,100.0
DB1230,2026,Resident,29,28.75,INSUFFICIENT DATA,0.0,75.0,0.0,0.0,100.0
DB1230,2026,Resident,28,28.75,INSUFFICIENT DATA,0.0,75.0,0.0,0.0,100.0
DB1230,2026,Resident,27,28.75,INSUFFICIENT DATA,0.0,75.0,0.0,0.0,100.0
DB1230,2026,Resident,26,28.75,INSUFFICIENT DATA,0.0,75.0,0.0,0.0,100.0
DB1230,2026,Resident,25,28.75,INSUFFICIENT DATA,0.0,75.0,0.0,0.0,100.0
DB1230,2026,Resident,24,28.75,INSUFFICIENT DATA,0.0,75.0,0.0,0.0,100.0
DB1230,2026,Resident,23,29.35,INSUFFICIENT DATA,0.0,75.0,4.0,0.0,100.0
DB1230,2026,Resident,22,30.55,INSUFFICIENT DATA,0.0,75.0,12.0,0.0,100.0
DB1230,2026,Resident,21,31.75,INSUFFICIENT DATA,0.0,75.0,20.0,0.0,100.0
DB1230,2026,Resident,20,32.95,INSUFFICIENT DATA,0.0,75.0,28.0,0.0,100.0
DB1230,2026,Resident,19,34.15,INSUFFICIENT DATA,0.0,75.0,36.0,0.0,100.0
DB1230,2026,Resident,18,35.35,INSUFFICIENT DATA,0.0,75.0,44.0,0.0,100.0
