hunt_code,year,residency,points,point_creep_1yr,point_creep_3yr,forecast_applicants
BI6503,2026,Resident,28,2.0,6.0,31
BI6503,2026,Resident,27,3.0,9.0,41
BI6503,2026,Resident,26,4.0,12.0,55
BI6503,2026,Resident,25,5.0,15.0,69
BI6503,2026,Resident,24,6.0,18.0,58
BI6503,2026,Resident,23,7.0,21.0,62
BI6503,2026,Resident,22,8.0,24.0,50
BI6503,2026,Resident,21,9.0,27.0,62
BI6503,2026,Resident,20,10.0,30.0,72
BI6503,2026,Resident,19,11.0,33.0,81
BI6503,2026,Resident,18,12.0,36.0,102
BI6503,2026,Resident,17,13.0,39.0,112
BI6503,2026,Resident,16,14.0,42.0,110
BI6503,2026,Resident,15,15.0,45.0,102
BI6503,2026,Resident,14,16.0,48.0,99
BI6503,2026,Resident,13,17.0,51.0,124
BI6503,2026,Resident,12,18.0,54.0,135
BI6503,2026,Resident,11,19.0,57.0,160
BI6503,2026,Resident,10,20.0,60.0,191
BI6503,2026,Resident,9,21.0,63.0,254
BI6503,2026,Resident,8,22.0,66.0,247
BI6503,2026,Resident,7,23.0,69.0,284
BI6503,2026,Resident,6,24.0,72.0,314
BI6503,2026,Resident,5,25.0,75.0,328
BI6503,2026,Resident,4,26.0,78.0,332
BI6503,2026,Resident,3,27.0,81.0,386
BI6503,2026,Resident,2,28.0,84.0,443
BI6503,2026,Resident,1,29.0,87.0,45
BI6503,2026,Resident,0,30.0,90.0,602
BI6503,2026,Nonresident,32,-1.0,-3.0,0
BI6503,2026,Nonresident,31,-1.0,-3.0,0
BI6503,2026,Nonresident,30,-1.0,-3.0,1
BI6503,2026,Nonresident,29,-1.0,-3.0,3
BI6503,2026,Nonresident,28,-1.0,-3.0,7
BI6503,2026,Nonresident,27,-1.0,-3.0,15
BI6503,2026,Nonresident,26,-1.0,-3.0,9
BI6503,2026,Nonresident,25,-1.0,-3.0,14
BI6503,2026,Nonresident,24,-1.0,-3.0,13
BI6503,2026,Nonresident,23,-1.0,-3.0,29
BI6503,2026,Nonresident,22,-1.0,-3.0,13
BI6503,2026,Nonresident,21,-1.0,-3.0,19
BI6503,2026,Nonresident,20,-1.0,-3.0,26
BI6503,2026,Nonresident,19,-1.0,-3.0,26
BI6503,2026,Nonresident,18,-1.0,-3.0,33
BI6503,2026,Nonresident,17,-1.0,-3.0,314
BI6503,2026,Nonresident,16,-1.0,-3.0,190
BI6503,2026,Nonresident,15,-1.0,-3.0,140
BI6503,2026,Nonresident,14,-1.0,-3.0,138
BI6503,2026,Nonresident,13,-1.0,-3.0,131
BI6503,2026,Nonresident,12,-1.0,-3.0,132
BI6503,2026,Nonresident,11,-1.0,-3.0,148
BI6503,2026,Nonresident,10,-1.0,-3.0,162
BI6503,2026,Nonresident,9,-1.0,-3.0,193
BI6503,2026,Nonresident,8,-1.0,-3.0,226
BI6503,2026,Nonresident,7,-1.0,-3.0,250
BI6503,2026,Nonresident,6,-1.0,-3.0,239
BI6503,2026,Nonresident,5,-1.0,-3.0,212
BI6503,2026,Nonresident,4,-1.0,-3.0,214
BI6503,2026,Nonresident,3,-1.0,-3.0,244
BI6503,2026,Nonresident,2,-1.0,-3.0,295
BI6503,2026,Nonresident,1,-1.0,-3.0,30
BI6503,2026,Nonresident,0,-1.0,-3.0,332
BI6504,2026,Resident,32,-4.0,-12.0,0
BI6504,2026,Resident,31,-3.0,-9.0,0
BI6504,2026,Resident,30,-2.0,-6.0,0
BI6504,2026,Resident,29,-1.0,-3.0,0
BI6504,2026,Resident,28,0.0,0.0,0
BI6504,2026,Resident,27,1.0,3.0,10
BI6504,2026,Resident,26,2.0,6.0,16
BI6504,2026,Resident,25,3.0,9.0,16
BI6504,2026,Resident,24,4.0,12.0,18
BI6504,2026,Resident,23,5.0,15.0,18
BI6504,2026,Resident,22,6.0,18.0,23
BI6504,2026,Resident,21,7.0,21.0,15
BI6504,2026,Resident,20,8.0,24.0,25
BI6504,2026,Resident,19,9.0,27.0,21
BI6504,2026,Resident,18,10.0,30.0,26
BI6504,2026,Resident,17,11.0,33.0,36
BI6504,2026,Resident,16,12.0,36.0,33
BI6504,2026,Resident,15,13.0,39.0,25
BI6504,2026,Resident,14,14.0,42.0,28
BI6504,2026,Resident,13,15.0,45.0,46
BI6504,2026,Resident,12,16.0,48.0,48
BI6504,2026,Resident,11,17.0,51.0,62
BI6504,2026,Resident,10,18.0,54.0,71
BI6504,2026,Resident,9,19.0,57.0,86
BI6504,2026,Resident,8,20.0,60.0,114
BI6504,2026,Resident,7,21.0,63.0,102
BI6504,2026,Resident,6,22.0,66.0,129
BI6504,2026,Resident,5,23.0,69.0,140
BI6504,2026,Resident,4,24.0,72.0,123
BI6504,2026,Resident,3,25.0,75.0,147
BI6504,2026,Resident,2,26.0,78.0,138
BI6504,2026,Resident,1,27.0,81.0,14
BI6504,2026,Resident,0,28.0,84.0,226
BI6504,2026,Nonresident,32,-2.0,-6.0,0
BI6504,2026,Nonresident,31,-1.0,-3.0,0
BI6504,2026,Nonresident,30,0.0,0.0,0
BI6504,2026,Nonresident,29,1.0,3.0,2
BI6504,2026,Nonresident,28,2.0,6.0,4
BI6504,2026,Nonresident,27,3.0,9.0,1
BI6504,2026,Nonresident,26,4.0,12.0,5
BI6504,2026,Nonresident,25,5.0,15.0,3
BI6504,2026,Nonresident,24,6.0,18.0,6
BI6504,2026,Nonresident,23,7.0,21.0,6
BI6504,2026,Nonresident,22,8.0,24.0,2
BI6504,2026,Nonresident,21,9.0,27.0,5
BI6504,2026,Nonresident,20,10.0,30.0,6
BI6504,2026,Nonresident,19,11.0,33.0,8
BI6504,2026,Nonresident,18,12.0,36.0,11
BI6504,2026,Nonresident,17,13.0,39.0,94
BI6504,2026,Nonresident,16,14.0,42.0,64
BI6504,2026,Nonresident,15,15.0,45.0,56
BI6504,2026,Nonresident,14,16.0,48.0,77
BI6504,2026,Nonresident,13,17.0,51.0,62
BI6504,2026,Nonresident,12,18.0,54.0,56
BI6504,2026,Nonresident,11,19.0,57.0,66
BI6504,2026,Nonresident,10,20.0,60.0,72
BI6504,2026,Nonresident,9,21.0,63.0,86
BI6504,2026,Nonresident,8,22.0,66.0,86
BI6504,2026,Nonresident,7,23.0,69.0,129
BI6504,2026,Nonresident,6,24.0,72.0,120
BI6504,2026,Nonresident,5,25.0,75.0,124
BI6504,2026,Nonresident,4,26.0,78.0,122
BI6504,2026,Nonresident,3,27.0,81.0,121
BI6504,2026,Nonresident,2,28.0,84.0,141
BI6504,2026,Nonresident,1,29.0,87.0,14
BI6504,2026,Nonresident,0,30.0,90.0,171
BI6505,2026,Resident,32,-14.0,-42.0,0
BI6505,2026,Resident,31,-13.0,-39.0,0
BI6505,2026,Resident,30,-12.0,-36.0,0
BI6505,2026,Resident,29,-11.0,-33.0,0
BI6505,2026,Resident,28,-10.0,-30.0,0
BI6505,2026,Resident,27,-9.0,-27.0,0
BI6505,2026,Resident,26,-8.0,-24.0,0
BI6505,2026,Resident,25,-7.0,-21.0,0
BI6505,2026,Resident,24,-6.0,-18.0,0
BI6505,2026,Resident,23,-5.0,-15.0,0
BI6505,2026,Resident,22,-4.0,-12.0,0
BI6505,2026,Resident,21,-3.0,-9.0,0
BI6505,2026,Resident,20,-2.0,-6.0,1
BI6505,2026,Resident,19,-1.0,-3.0,0
BI6505,2026,Resident,18,0.0,0.0,0
BI6505,2026,Resident,17,1.0,3.0,6
BI6505,2026,Resident,16,2.0,6.0,5
BI6505,2026,Resident,15,3.0,9.0,4
BI6505,2026,Resident,14,4.0,12.0,4
BI6505,2026,Resident,13,5.0,15.0,8
BI6505,2026,Resident,12,6.0,18.0,10
BI6505,2026,Resident,11,7.0,21.0,11
BI6505,2026,Resident,10,8.0,24.0,12
BI6505,2026,Resident,9,9.0,27.0,16
BI6505,2026,Resident,8,10.0,30.0,13
BI6505,2026,Resident,7,11.0,33.0,27
BI6505,2026,Resident,6,12.0,36.0,28
BI6505,2026,Resident,5,13.0,39.0,21
BI6505,2026,Resident,4,14.0,42.0,30
BI6505,2026,Resident,3,15.0,45.0,31
BI6505,2026,Resident,2,16.0,48.0,43
BI6505,2026,Resident,1,17.0,51.0,4
BI6505,2026,Resident,0,18.0,54.0,46
BI6505,2026,Nonresident,32,-3.0,-9.0,0
BI6505,2026,Nonresident,31,-3.0,-9.0,0
BI6505,2026,Nonresident,30,-3.0,-9.0,0
BI6505,2026,Nonresident,29,-3.0,-9.0,0
BI6505,2026,Nonresident,28,-3.0,-9.0,0
BI6505,2026,Nonresident,27,-3.0,-9.0,0
BI6505,2026,Nonresident,26,-3.0,-9.0,0
BI6505,2026,Nonresident,25,-3.0,-9.0,0
BI6505,2026,Nonresident,24,-3.0,-9.0,0
BI6505,2026,Nonresident,23,-3.0,-9.0,0
BI6505,2026,Nonresident,22,-3.0,-9.0,1
BI6505,2026,Nonresident,21,-3.0,-9.0,1
BI6505,2026,Nonresident,20,-3.0,-9.0,0
BI6505,2026,Nonresident,19,-3.0,-9.0,1
BI6505,2026,Nonresident,18,-3.0,-9.0,2
BI6505,2026,Nonresident,17,-3.0,-9.0,16
BI6505,2026,Nonresident,16,-3.0,-9.0,16
BI6505,2026,Nonresident,15,-3.0,-9.0,12
BI6505,2026,Nonresident,14,-3.0,-9.0,13
BI6505,2026,Nonresident,13,-3.0,-9.0,14
BI6505,2026,Nonresident,12,-3.0,-9.0,15
BI6505,2026,Nonresident,11,-3.0,-9.0,22
BI6505,2026,Nonresident,10,-3.0,-9.0,25
BI6505,2026,Nonresident,9,-3.0,-9.0,26
BI6505,2026,Nonresident,8,-3.0,-9.0,29
BI6505,2026,Nonresident,7,-3.0,-9.0,38
BI6505,2026,Nonresident,6,-3.0,-9.0,25
BI6505,2026,Nonresident,5,-3.0,-9.0,30
BI6505,2026,Nonresident,4,-3.0,-9.0,27
BI6505,2026,Nonresident,3,-3.0,-9.0,26
BI6505,2026,Nonresident,2,-3.0,-9.0,31
BI6505,2026,Nonresident,1,-3.0,-9.0,3
BI6505,2026,Nonresident,0,-3.0,-9.0,40
BI6506,2026,Resident,32,-15.0,-45.0,0
BI6506,2026,Resident,31,-14.0,-42.0,0
BI6506,2026,Resident,30,-13.0,-39.0,0
BI6506,2026,Resident,29,-12.0,-36.0,0
BI6506,2026,Resident,28,-11.0,-33.0,0
BI6506,2026,Resident,27,-10.0,-30.0,0
BI6506,2026,Resident,26,-9.0,-27.0,0
BI6506,2026,Resident,25,-8.0,-24.0,0
BI6506,2026,Resident,24,-7.0,-21.0,0
BI6506,2026,Resident,23,-6.0,-18.0,0
BI6506,2026,Resident,22,-5.0,-15.0,0
BI6506,2026,Resident,21,-4.0,-12.0,0
BI6506,2026,Resident,20,-3.0,-9.0,0
BI6506,2026,Resident,19,-2.0,-6.0,0
BI6506,2026,Resident,18,-1.0,-3.0,2
BI6506,2026,Resident,17,0.0,0.0,0
BI6506,2026,Resident,16,1.0,3.0,8
BI6506,2026,Resident,15,2.0,6.0,8
BI6506,2026,Resident,14,3.0,9.0,4
BI6506,2026,Resident,13,4.0,12.0,4
BI6506,2026,Resident,12,5.0,15.0,7
BI6506,2026,Resident,11,6.0,18.0,8
BI6506,2026,Resident,10,7.0,21.0,13
BI6506,2026,Resident,9,8.0,24.0,13
BI6506,2026,Resident,8,9.0,27.0,18
BI6506,2026,Resident,7,10.0,30.0,24
BI6506,2026,Resident,6,11.0,33.0,49
BI6506,2026,Resident,5,12.0,36.0,29
BI6506,2026,Resident,4,13.0,39.0,39
BI6506,2026,Resident,3,14.0,42.0,40
BI6506,2026,Resident,2,15.0,45.0,38
BI6506,2026,Resident,1,16.0,48.0,4
BI6506,2026,Resident,0,17.0,51.0,48
BI6506,2026,Nonresident,32,-1.0,-3.0,0
BI6506,2026,Nonresident,31,-1.0,-3.0,0
BI6506,2026,Nonresident,30,-1.0,-3.0,0
BI6506,2026,Nonresident,29,-1.0,-3.0,0
BI6506,2026,Nonresident,28,-1.0,-3.0,0
BI6506,2026,Nonresident,27,-1.0,-3.0,0
BI6506,2026,Nonresident,26,-1.0,-3.0,0
BI6506,2026,Nonresident,25,-1.0,-3.0,0
BI6506,2026,Nonresident,24,-1.0,-3.0,0
BI6506,2026,Nonresident,23,-1.0,-3.0,0
BI6506,2026,Nonresident,22,-1.0,-3.0,0
BI6506,2026,Nonresident,21,-1.0,-3.0,0
BI6506,2026,Nonresident,20,-1.0,-3.0,0
BI6506,2026,Nonresident,19,-1.0,-3.0,0
BI6506,2026,Nonresident,18,-1.0,-3.0,0
BI6506,2026,Nonresident,17,-1.0,-3.0,0
BI6506,2026,Nonresident,16,-1.0,-3.0,0
BI6506,2026,Nonresident,15,-1.0,-3.0,0
BI6506,2026,Nonresident,14,-1.0,-3.0,0
BI6506,2026,Nonresident,13,-1.0,-3.0,0
BI6506,2026,Nonresident,12,-1.0,-3.0,0
BI6506,2026,Nonresident,11,-1.0,-3.0,0
BI6506,2026,Nonresident,10,-1.0,-3.0,0
BI6506,2026,Nonresident,9,-1.0,-3.0,0
BI6506,2026,Nonresident,8,-1.0,-3.0,0
BI6506,2026,Nonresident,7,-1.0,-3.0,0
BI6506,2026,Nonresident,6,-1.0,-3.0,0
BI6506,2026,Nonresident,5,-1.0,-3.0,0
BI6506,2026,Nonresident,4,-1.0,-3.0,0
BI6506,2026,Nonresident,3,-1.0,-3.0,0
BI6506,2026,Nonresident,2,-1.0,-3.0,0
BI6506,2026,Nonresident,1,-1.0,-3.0,0
BI6506,2026,Nonresident,0,-1.0,-3.0,0
BI6509,2026,Resident,32,-1.0,-3.0,0
BI6509,2026,Resident,31,-1.0,-3.0,0
BI6509,2026,Resident,30,-1.0,-3.0,0
BI6509,2026,Resident,29,-1.0,-3.0,0
BI6509,2026,Resident,28,-1.0,-3.0,0
BI6509,2026,Resident,27,-1.0,-3.0,0
BI6509,2026,Resident,26,-1.0,-3.0,0
BI6509,2026,Resident,25,-1.0,-3.0,0
BI6509,2026,Resident,24,-1.0,-3.0,0
BI6509,2026,Resident,23,-1.0,-3.0,0
BI6509,2026,Resident,22,-1.0,-3.0,0
BI6509,2026,Resident,21,-1.0,-3.0,0
BI6509,2026,Resident,20,-1.0,-3.0,3
BI6509,2026,Resident,19,-1.0,-3.0,2
BI6509,2026,Resident,18,-1.0,-3.0,6
BI6509,2026,Resident,17,-1.0,-3.0,3
BI6509,2026,Resident,16,-1.0,-3.0,6
BI6509,2026,Resident,15,-1.0,-3.0,4
BI6509,2026,Resident,14,-1.0,-3.0,3
BI6509,2026,Resident,13,-1.0,-3.0,8
BI6509,2026,Resident,12,-1.0,-3.0,9
BI6509,2026,Resident,11,-1.0,-3.0,6
BI6509,2026,Resident,10,-1.0,-3.0,13
BI6509,2026,Resident,9,-1.0,-3.0,30
BI6509,2026,Resident,8,-1.0,-3.0,28
BI6509,2026,Resident,7,-1.0,-3.0,27
BI6509,2026,Resident,6,-1.0,-3.0,32
BI6509,2026,Resident,5,-1.0,-3.0,36
BI6509,2026,Resident,4,-1.0,-3.0,27
BI6509,2026,Resident,3,-1.0,-3.0,32
BI6509,2026,Resident,2,-1.0,-3.0,38
BI6509,2026,Resident,1,-1.0,-3.0,4
BI6509,2026,Resident,0,-1.0,-3.0,50
BI6509,2026,Nonresident,32,-1.0,-3.0,0
BI6509,2026,Nonresident,31,-1.0,-3.0,0
BI6509,2026,Nonresident,30,-1.0,-3.0,0
BI6509,2026,Nonresident,29,-1.0,-3.0,0
BI6509,2026,Nonresident,28,-1.0,-3.0,0
BI6509,2026,Nonresident,27,-1.0,-3.0,0
BI6509,2026,Nonresident,26,-1.0,-3.0,0
BI6509,2026,Nonresident,25,-1.0,-3.0,0
BI6509,2026,Nonresident,24,-1.0,-3.0,0
BI6509,2026,Nonresident,23,-1.0,-3.0,0
BI6509,2026,Nonresident,22,-1.0,-3.0,0
BI6509,2026,Nonresident,21,-1.0,-3.0,0
BI6509,2026,Nonresident,20,-1.0,-3.0,0
BI6509,2026,Nonresident,19,-1.0,-3.0,0
BI6509,2026,Nonresident,18,-1.0,-3.0,0
BI6509,2026,Nonresident,17,-1.0,-3.0,0
BI6509,2026,Nonresident,16,-1.0,-3.0,0
BI6509,2026,Nonresident,15,-1.0,-3.0,0
BI6509,2026,Nonresident,14,-1.0,-3.0,0
BI6509,2026,Nonresident,13,-1.0,-3.0,0
BI6509,2026,Nonresident,12,-1.0,-3.0,0
BI6509,2026,Nonresident,11,-1.0,-3.0,0
BI6509,2026,Nonresident,10,-1.0,-3.0,0
BI6509,2026,Nonresident,9,-1.0,-3.0,0
BI6509,2026,Nonresident,8,-1.0,-3.0,0
BI6509,2026,Nonresident,7,-1.0,-3.0,0
BI6509,2026,Nonresident,6,-1.0,-3.0,0
BI6509,2026,Nonresident,5,-1.0,-3.0,0
BI6509,2026,Nonresident,4,-1.0,-3.0,0
BI6509,2026,Nonresident,3,-1.0,-3.0,0
BI6509,2026,Nonresident,2,-1.0,-3.0,0
BI6509,2026,Nonresident,1,-1.0,-3.0,0
BI6509,2026,Nonresident,0,-1.0,-3.0,0
BI6516,2026,Resident,32,-1.0,-3.0,0
BI6516,2026,Resident,31,-1.0,-3.0,0
BI6516,2026,Resident,30,-1.0,-3.0,0
BI6516,2026,Resident,29,-1.0,-3.0,0
BI6516,2026,Resident,28,-1.0,-3.0,0
BI6516,2026,Resident,27,-1.0,-3.0,1
BI6516,2026,Resident,26,-1.0,-3.0,8
BI6516,2026,Resident,25,-1.0,-3.0,8
BI6516,2026,Resident,24,-1.0,-3.0,9
BI6516,2026,Resident,23,-1.0,-3.0,18
BI6516,2026,Resident,22,-1.0,-3.0,8
BI6516,2026,Resident,21,-1.0,-3.0,6
BI6516,2026,Resident,20,-1.0,-3.0,10
BI6516,2026,Resident,19,-1.0,-3.0,9
BI6516,2026,Resident,18,-1.0,-3.0,6
BI6516,2026,Resident,17,-1.0,-3.0,20
BI6516,2026,Resident,16,-1.0,-3.0,26
BI6516,2026,Resident,15,-1.0,-3.0,22
BI6516,2026,Resident,14,-1.0,-3.0,26
BI6516,2026,Resident,13,-1.0,-3.0,20
BI6516,2026,Resident,12,-1.0,-3.0,32
BI6516,2026,Resident,11,-1.0,-3.0,37
BI6516,2026,Resident,10,-1.0,-3.0,34
BI6516,2026,Resident,9,-1.0,-3.0,66
BI6516,2026,Resident,8,-1.0,-3.0,54
BI6516,2026,Resident,7,-1.0,-3.0,68
BI6516,2026,Resident,6,-1.0,-3.0,67
BI6516,2026,Resident,5,-1.0,-3.0,91
BI6516,2026,Resident,4,-1.0,-3.0,90
BI6516,2026,Resident,3,-1.0,-3.0,87
BI6516,2026,Resident,2,-1.0,-3.0,114
BI6516,2026,Resident,1,-1.0,-3.0,12
BI6516,2026,Resident,0,-1.0,-3.0,147
BI6516,2026,Nonresident,32,-1.0,-3.0,0
BI6516,2026,Nonresident,31,-1.0,-3.0,0
BI6516,2026,Nonresident,30,-1.0,-3.0,0
BI6516,2026,Nonresident,29,-1.0,-3.0,0
BI6516,2026,Nonresident,28,-1.0,-3.0,0
BI6516,2026,Nonresident,27,-1.0,-3.0,0
BI6516,2026,Nonresident,26,-1.0,-3.0,0
BI6516,2026,Nonresident,25,-1.0,-3.0,0
BI6516,2026,Nonresident,24,-1.0,-3.0,0
BI6516,2026,Nonresident,23,-1.0,-3.0,0
BI6516,2026,Nonresident,22,-1.0,-3.0,0
BI6516,2026,Nonresident,21,-1.0,-3.0,0
BI6516,2026,Nonresident,20,-1.0,-3.0,0
BI6516,2026,Nonresident,19,-1.0,-3.0,0
BI6516,2026,Nonresident,18,-1.0,-3.0,0
BI6516,2026,Nonresident,17,-1.0,-3.0,0
BI6516,2026,Nonresident,16,-1.0,-3.0,0
BI6516,2026,Nonresident,15,-1.0,-3.0,0
BI6516,2026,Nonresident,14,-1.0,-3.0,0
BI6516,2026,Nonresident,13,-1.0,-3.0,0
BI6516,2026,Nonresident,12,-1.0,-3.0,0
BI6516,2026,Nonresident,11,-1.0,-3.0,0
BI6516,2026,Nonresident,10,-1.0,-3.0,0
BI6516,2026,Nonresident,9,-1.0,-3.0,0
BI6516,2026,Nonresident,8,-1.0,-3.0,0
BI6516,2026,Nonresident,7,-1.0,-3.0,0
BI6516,2026,Nonresident,6,-1.0,-3.0,0
BI6516,2026,Nonresident,5,-1.0,-3.0,0
BI6516,2026,Nonresident,4,-1.0,-3.0,0
BI6516,2026,Nonresident,3,-1.0,-3.0,0
BI6516,2026,Nonresident,2,-1.0,-3.0,0
BI6516,2026,Nonresident,1,-1.0,-3.0,0
BI6516,2026,Nonresident,0,-1.0,-3.0,0
BI6528,2026,Resident,32,-3.0,-9.0,0
BI6528,2026,Resident,31,-3.0,-9.0,0
BI6528,2026,Resident,30,-3.0,-9.0,0
BI6528,2026,Resident,29,-3.0,-9.0,0
BI6528,2026,Resident,28,-3.0,-9.0,0
BI6528,2026,Resident,27,-3.0,-9.0,0
BI6528,2026,Resident,26,-3.0,-9.0,0
BI6528,2026,Resident,25,-3.0,-9.0,0
BI6528,2026,Resident,24,-3.0,-9.0,0
BI6528,2026,Resident,23,-3.0,-9.0,0
BI6528,2026,Resident,22,-3.0,-9.0,1
BI6528,2026,Resident,21,-3.0,-9.0,0
BI6528,2026,Resident,20,-3.0,-9.0,2
BI6528,2026,Resident,19,-3.0,-9.0,1
BI6528,2026,Resident,18,-3.0,-9.0,5
BI6528,2026,Resident,17,-3.0,-9.0,2
BI6528,2026,Resident,16,-3.0,-9.0,3
BI6528,2026,Resident,15,-3.0,-9.0,0
BI6528,2026,Resident,14,-3.0,-9.0,2
BI6528,2026,Resident,13,-3.0,-9.0,3
BI6528,2026,Resident,12,-3.0,-9.0,1
BI6528,2026,Resident,11,-3.0,-9.0,5
BI6528,2026,Resident,10,-3.0,-9.0,3
BI6528,2026,Resident,9,-3.0,-9.0,8
BI6528,2026,Resident,8,-3.0,-9.0,9
BI6528,2026,Resident,7,-3.0,-9.0,11
BI6528,2026,Resident,6,-3.0,-9.0,7
BI6528,2026,Resident,5,-3.0,-9.0,11
BI6528,2026,Resident,4,-3.0,-9.0,11
BI6528,2026,Resident,3,-3.0,-9.0,11
BI6528,2026,Resident,2,-3.0,-9.0,11
BI6528,2026,Resident,1,-3.0,-9.0,1
BI6528,2026,Resident,0,-3.0,-9.0,11
BI6528,2026,Nonresident,32,-1.0,-3.0,0
BI6528,2026,Nonresident,31,-1.0,-3.0,0
BI6528,2026,Nonresident,30,-1.0,-3.0,0
BI6528,2026,Nonresident,29,-1.0,-3.0,0
BI6528,2026,Nonresident,28,-1.0,-3.0,0
BI6528,2026,Nonresident,27,-1.0,-3.0,0
BI6528,2026,Nonresident,26,-1.0,-3.0,0
BI6528,2026,Nonresident,25,-1.0,-3.0,0
BI6528,2026,Nonresident,24,-1.0,-3.0,0
BI6528,2026,Nonresident,23,-1.0,-3.0,0
BI6528,2026,Nonresident,22,-1.0,-3.0,0
BI6528,2026,Nonresident,21,-1.0,-3.0,0
BI6528,2026,Nonresident,20,-1.0,-3.0,0
BI6528,2026,Nonresident,19,-1.0,-3.0,0
BI6528,2026,Nonresident,18,-1.0,-3.0,0
BI6528,2026,Nonresident,17,-1.0,-3.0,0
BI6528,2026,Nonresident,16,-1.0,-3.0,0
BI6528,2026,Nonresident,15,-1.0,-3.0,0
BI6528,2026,Nonresident,14,-1.0,-3.0,0
BI6528,2026,Nonresident,13,-1.0,-3.0,0
BI6528,2026,Nonresident,12,-1.0,-3.0,0
BI6528,2026,Nonresident,11,-1.0,-3.0,0
BI6528,2026,Nonresident,10,-1.0,-3.0,0
BI6528,2026,Nonresident,9,-1.0,-3.0,0
BI6528,2026,Nonresident,8,-1.0,-3.0,0
BI6528,2026,Nonresident,7,-1.0,-3.0,0
BI6528,2026,Nonresident,6,-1.0,-3.0,0
BI6528,2026,Nonresident,5,-1.0,-3.0,0
BI6528,2026,Nonresident,4,-1.0,-3.0,0
BI6528,2026,Nonresident,3,-1.0,-3.0,0
